league,season,team,player,nationality,position,age,birth_year,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles,dribbles_completed,dribbles_completed_pct,dribbles_tackled,dribbles_tackled_pct,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received
ITA-Serie A,2526,Como,Lucas Da Cunha,FRA,MF,24-102,2001,2.6,188,6,45,103,41,4,188,7,2,28.6,5,71.4,96,409,154,5,1,1,2,3,138,6
ITA-Serie A,2526,Como,Marc-Oliver Kempf,GER,DF,30-234,1995,3.0,230,38,135,90,5,4,230,1,0,0.0,1,100.0,139,504,225,0,1,0,0,0,168,0
ITA-Serie A,2526,Como,Martin Baturina,CRO,MF,22-215,2003,0.2,6,0,2,1,3,2,6,0,0,,0,,3,14,14,1,0,1,0,0,3,1
ITA-Serie A,2526,Como,Maxence Caqueret,FRA,MF,25-216,2000,0.9,52,2,14,27,11,0,52,4,3,75.0,1,25.0,24,151,71,2,2,1,1,2,37,4
ITA-Serie A,2526,Como,Máximo Perrone,ARG,MF,22-255,2003,1.6,110,4,27,70,13,3,110,1,1,100.0,0,0.0,55,188,61,0,0,0,0,0,83,2
ITA-Serie A,2526,Como,Mërgim Vojvoda,KVX,"FW,DF",30-230,1995,2.6,145,4,34,64,47,11,145,4,3,75.0,1,25.0,81,338,144,6,3,5,5,0,97,12
ITA-Serie A,2526,Como,Nicolas-Gerrit Kühn,GER,FW,25-261,2000,1.2,40,0,2,24,15,4,40,4,1,25.0,3,75.0,27,283,166,6,3,3,1,2,35,7
ITA-Serie A,2526,Como,Nicolás Paz,ARG,MF,21-011,2004,2.9,155,1,21,80,54,8,155,14,7,50.0,6,42.9,92,514,187,3,2,3,6,8,119,9
ITA-Serie A,2526,Como,Sergi Roberto,ESP,MF,33-224,1992,0.8,68,2,23,33,13,1,68,3,2,66.7,1,33.3,37,144,46,0,0,0,2,0,49,0
ITA-Serie A,2526,Como,Álex Valle,ESP,DF,21-147,2004,3.0,225,13,81,103,41,3,225,4,1,25.0,3,75.0,83,494,182,3,1,0,6,0,110,4
ITA-Serie A,2526,Como,Álvaro Morata,ESP,FW,32-331,1992,1.3,51,2,5,21,25,4,51,0,0,,0,,27,99,32,1,0,0,4,1,39,7
ITA-Serie A,2526,Cremonese,Alberto Grassi,ITA,MF,30-196,1995,1.2,85,6,27,53,7,0,85,2,2,100.0,0,0.0,45,223,130,1,1,0,1,1,53,0
ITA-Serie A,2526,Cremonese,Alessio Zerbin,ITA,DF,26-200,1999,2.8,147,7,40,69,40,5,147,6,2,33.3,3,50.0,72,352,236,11,5,3,7,3,84,13
ITA-Serie A,2526,Cremonese,Antonio Sanabria,PAR,FW,29-199,1996,1.9,37,3,5,20,13,3,37,2,1,50.0,1,50.0,20,80,45,2,3,0,4,0,30,6
ITA-Serie A,2526,Cremonese,David Okereke,NGA,FW,28-021,1997,0.9,21,3,3,9,9,1,21,2,0,0.0,1,50.0,9,52,23,1,1,0,3,1,12,3
ITA-Serie A,2526,Cremonese,Emil Audero,IDN,GK,28-244,1997,3.0,146,134,146,0,0,0,146,0,0,,0,,83,422,245,0,0,0,0,0,66,0
ITA-Serie A,2526,Cremonese,Federico Baschirotto,ITA,DF,28-364,1996,3.0,178,24,103,71,5,1,178,0,0,,0,,97,375,176,1,0,0,3,0,113,0
ITA-Serie A,2526,Cremonese,Federico Bonazzoli,ITA,FW,28-121,1997,1.6,58,1,10,33,16,2,58,0,0,,0,,41,175,80,2,2,0,6,2,40,4
ITA-Serie A,2526,Cremonese,Federico Ceccherini,ITA,DF,33-131,1992,0.1,5,2,4,2,0,0,5,0,0,,0,,1,6,6,0,0,0,0,0,0,0
ITA-Serie A,2526,Cremonese,Filippo Terracciano,ITA,DF,22-223,2003,3.0,228,26,101,101,28,2,228,2,2,100.0,0,0.0,135,485,209,3,0,0,3,0,145,3
ITA-Serie A,2526,Cremonese,Franco Vázquez,ARG,FW,36-209,1989,1.1,57,0,6,33,18,2,57,2,0,0.0,2,100.0,36,110,54,0,0,0,2,1,46,4
ITA-Serie A,2526,Cremonese,Giuseppe Pezzella,ITA,DF,27-294,1997,3.0,132,13,39,53,40,2,132,3,0,0.0,3,100.0,58,215,101,1,5,0,7,0,71,9
ITA-Serie A,2526,Cremonese,Jamie Vardy,ENG,FW,38-251,1987,0.4,8,0,0,6,2,0,8,1,0,0.0,1,100.0,6,20,2,0,0,0,0,0,7,2
ITA-Serie A,2526,Cremonese,Jari Vandeputte,BEL,MF,29-217,1996,2.1,85,4,19,42,26,1,85,3,3,100.0,0,0.0,42,238,136,5,1,0,3,4,53,11
ITA-Serie A,2526,Cremonese,Jeremy Sarmiento,ECU,MF,23-095,2002,0.4,27,0,3,17,9,0,27,4,3,75.0,1,25.0,19,166,78,1,3,0,3,0,18,0
ITA-Serie A,2526,Cremonese,Manuel De Luca,ITA,FW,27-064,1998,0.2,10,0,1,2,7,2,9,0,0,,0,,4,21,18,1,0,1,1,0,5,1
ITA-Serie A,2526,Cremonese,Martín Payero,ARG,MF,27-008,1998,0.6,19,3,6,9,5,0,19,1,0,0.0,0,0.0,7,17,10,0,1,0,0,1,8,1
ITA-Serie A,2526,Cremonese,Matteo Bianchetti,ITA,DF,32-186,1993,2.9,165,22,99,68,1,0,165,0,0,,0,,97,376,165,0,0,0,0,0,103,0
ITA-Serie A,2526,Cremonese,Michele Collocolo,ITA,MF,25-315,1999,3.0,127,5,28,75,24,3,127,2,1,50.0,0,0.0,76,369,101,3,4,1,7,4,91,10
ITA-Serie A,2526,Cremonese,Romano Floriani,ITA,DF,22-235,2003,0.2,6,0,0,2,4,1,6,0,0,,0,,3,12,11,0,0,0,2,0,4,0
ITA-Serie A,2526,Cremonese,Warren Bondo,FRA,MF,22-004,2003,1.8,93,1,24,62,9,0,93,5,3,60.0,0,0.0,66,418,263,2,1,0,3,1,68,0
ITA-Serie A,2526,Fiorentina,Albert Guðmundsson,ISL,"MF,FW",28-096,1997,1.7,46,0,1,32,13,1,46,1,1,100.0,0,0.0,28,193,92,3,3,1,3,1,34,3
ITA-Serie A,2526,Fiorentina,Cher Ndour,ITA,MF,21-054,2004,0.8,46,2,8,27,11,2,46,2,0,0.0,1,50.0,25,130,62,2,0,0,2,1,38,5
ITA-Serie A,2526,Fiorentina,David de Gea,ESP,GK,34-316,1990,3.0,110,90,109,1,0,0,110,0,0,,0,,71,291,176,0,0,0,0,0,65,0
ITA-Serie A,2526,Fiorentina,Dodô,BRA,DF,26-306,1998,3.0,131,6,27,56,53,9,131,12,6,50.0,3,25.0,78,670,452,14,6,4,1,2,82,11
ITA-Serie A,2526,Fiorentina,Eddy Kouadio,CIV,DF,19-112,2006,0.5,15,0,4,9,2,0,15,0,0,,0,,12,51,38,1,0,0,0,0,11,0
ITA-Serie A,2526,Fiorentina,Edin Džeko,BIH,FW,39-186,1986,0.7,28,3,5,16,7,1,28,0,0,,0,,13,59,24,1,1,0,2,0,20,2
ITA-Serie A,2526,Fiorentina,Fabiano Parisi,ITA,DF,24-314,2000,0.2,11,1,2,7,2,0,11,1,1,100.0,0,0.0,6,27,3,0,0,0,1,1,6,0
ITA-Serie A,2526,Fiorentina,Hans Nicolussi Caviglia,ITA,MF,25-093,2000,0.3,27,0,1,15,11,0,27,0,0,,0,,17,87,43,0,0,0,0,1,18,2
ITA-Serie A,2526,Fiorentina,Jacopo Fazzini,ITA,"MF,FW",22-187,2003,0.6,33,0,3,15,15,2,33,3,0,0.0,2,66.7,15,67,36,0,0,0,3,0,16,0
ITA-Serie A,2526,Fiorentina,Luca Ranieri,ITA,DF,26-149,1999,2.5,177,20,69,94,17,4,177,4,2,50.0,2,50.0,89,471,293,6,3,0,1,0,107,2
ITA-Serie A,2526,Fiorentina,Marin Pongračić,CRO,DF,28-008,1997,3.0,202,22,103,105,2,1,202,4,3,75.0,0,0.0,122,889,447,2,1,0,1,0,131,1
ITA-Serie A,2526,Fiorentina,Mattia Viti,ITA,DF,23-238,2002,0.5,35,0,12,22,1,0,35,0,0,,0,,19,90,36,0,0,0,2,0,25,0
ITA-Serie A,2526,Fiorentina,Moise Kean,ITA,FW,25-203,2000,3.0,53,2,3,13,39,13,53,9,3,33.3,5,55.6,33,168,39,2,4,1,10,4,42,16
ITA-Serie A,2526,Fiorentina,Nicolò Fagioli,ITA,MF,24-219,2001,2.2,154,2,36,98,21,0,154,1,1,100.0,0,0.0,96,481,241,4,5,0,3,1,110,0
ITA-Serie A,2526,Fiorentina,Pablo Marí,ESP,DF,32-019,1993,0.3,14,2,8,5,1,0,14,0,0,,0,,4,14,11,0,0,0,0,0,5,0
ITA-Serie A,2526,Fiorentina,Pietro Comuzzo,ITA,DF,20-211,2005,2.1,104,5,49,50,7,1,104,0,0,,0,,50,193,92,0,1,0,0,1,62,0
ITA-Serie A,2526,Fiorentina,Roberto Piccoli,ITA,FW,24-235,2001,1.3,33,0,1,13,20,9,33,2,1,50.0,1,50.0,22,92,19,2,1,1,3,2,30,8
ITA-Serie A,2526,Fiorentina,Robin Gosens,GER,DF,31-076,1994,2.8,151,10,42,65,44,9,151,0,0,,0,,61,182,77,3,2,0,1,0,86,17
ITA-Serie A,2526,Fiorentina,Rolando Mandragora,ITA,MF,28-082,1997,2.2,128,3,26,74,28,3,128,1,0,0.0,1,100.0,60,223,115,2,0,0,2,1,86,7
ITA-Serie A,2526,Fiorentina,Simon Sohm,SUI,MF,24-161,2001,2.2,122,3,22,85,16,2,122,1,1,100.0,0,0.0,76,397,244,8,3,0,2,3,97,7
ITA-Serie A,2526,Fiorentina,Tariq Lamptey,GHA,DF,24-354,2000,0.0,9,0,1,5,4,1,9,0,0,,0,,6,16,6,0,0,0,0,0,6,2
ITA-Serie A,2526,Genoa,Aarón Martín,ESP,DF,28-150,1997,3.0,194,5,61,88,45,3,194,4,4,100.0,0,0.0,113,665,236,5,4,0,4,4,106,11
ITA-Serie A,2526,Genoa,Albert Grønbaek,DEN,FW,24-119,2001,0.7,25,0,2,11,12,0,25,4,2,50.0,1,25.0,17,112,52,1,1,0,5,1,21,4
ITA-Serie A,2526,Genoa,Alessandro Marcandalli,ITA,DF,22-329,2002,1.0,49,6,38,11,0,0,49,0,0,,0,,37,172,31,0,0,0,1,0,33,0
ITA-Serie A,2526,Genoa,Brooke Norton-Cuffy,ENG,"DF,FW",21-250,2004,3.0,187,14,71,90,31,7,187,10,7,70.0,2,20.0,99,545,248,7,3,3,5,2,101,6
ITA-Serie A,2526,Genoa,Caleb Ekuban,GHA,FW,31-180,1994,0.4,14,0,1,4,9,2,14,0,0,,0,,10,38,28,1,0,1,1,0,10,3
ITA-Serie A,2526,Genoa,Jeff Ekhator,ITA,"FW,DF",18-312,2006,0.5,15,0,2,7,6,1,15,0,0,,0,,9,52,29,1,0,0,1,0,10,5
ITA-Serie A,2526,Genoa,Johan Vásquez,MEX,DF,26-332,1998,3.0,196,44,113,78,8,2,196,2,1,50.0,1,50.0,124,619,272,2,0,0,0,1,124,0
ITA-Serie A,2526,Genoa,Junior Messias,BRA,"FW,MF",34-129,1991,0.7,37,0,9,12,17,1,37,7,5,71.4,2,28.6,23,123,29,0,1,0,4,1,23,4
ITA-Serie A,2526,Genoa,Leo Skiri Østigård,NOR,DF,25-295,1999,2.0,134,15,82,49,3,2,134,0,0,,0,,75,319,108,0,0,0,1,0,73,0
ITA-Serie A,2526,Genoa,Lorenzo Colombo,ITA,FW,23-195,2002,2.5,72,3,11,35,26,3,72,3,1,33.3,2,66.7,42,172,15,0,1,0,7,6,52,10
ITA-Serie A,2526,Genoa,Mikael Ellertsson,ISL,FW,23-192,2002,1.8,49,1,9,25,15,6,49,0,0,,0,,24,98,70,2,0,2,7,1,26,8
ITA-Serie A,2526,Genoa,Morten Frendrup,DEN,MF,24-165,2001,2.8,136,10,38,75,24,2,136,2,0,0.0,2,100.0,69,239,134,4,2,0,3,3,71,4
ITA-Serie A,2526,Genoa,Morten Thorsby,NOR,MF,29-137,1996,0.3,15,0,6,6,3,0,15,0,0,,0,,5,33,0,0,0,0,1,1,5,1
ITA-Serie A,2526,Genoa,Nicola Leali,ITA,GK,32-214,1993,3.0,92,78,91,1,0,0,92,0,0,,0,,61,198,117,0,0,0,0,0,54,0
ITA-Serie A,2526,Genoa,Nicolae Stanciu,ROU,"MF,FW",32-135,1993,1.7,90,2,13,45,32,5,90,1,0,0.0,1,100.0,56,310,135,3,3,0,3,2,58,8
ITA-Serie A,2526,Genoa,Patrizio Masini,ITA,MF,24-235,2001,3.0,185,9,54,100,31,4,185,5,1,20.0,2,40.0,76,266,84,0,1,0,6,4,81,3
ITA-Serie A,2526,Genoa,Ruslan Malinovskyi,UKR,MF,32-138,1993,1.1,62,0,13,31,19,1,62,4,4,100.0,0,0.0,39,262,107,4,5,0,2,2,47,1
ITA-Serie A,2526,Genoa,Stefano Sabelli,ITA,DF,32-249,1993,0.6,38,2,14,20,5,0,38,0,0,,0,,15,80,66,1,1,0,1,0,17,0
ITA-Serie A,2526,Genoa,Valentin Carboni,ARG,"MF,FW",20-198,2005,1.7,82,2,12,49,23,3,82,11,5,45.5,5,45.5,51,235,98,3,2,1,8,4,49,5
ITA-Serie A,2526,Genoa,Vitinha,POR,"MF,FW",25-188,2000,0.2,14,0,2,6,7,0,14,7,2,28.6,5,71.4,11,62,32,1,0,0,1,1,10,3
ITA-Serie A,2526,Hellas Verona,Abdou Harroui,NED,MF,27-249,1998,0.8,33,0,7,20,7,1,33,2,1,50.0,0,0.0,12,85,32,2,1,0,1,0,15,1
ITA-Serie A,2526,Hellas Verona,Almoatasem Al Musrati,LBY,MF,29-166,1996,0.6,35,1,15,17,3,0,35,0,0,,0,,18,66,27,0,1,0,1,1,24,0
ITA-Serie A,2526,Hellas Verona,Amin Sarr,SWE,FW,24-192,2001,1.7,50,3,7,24,19,4,50,6,0,0.0,5,83.3,24,153,51,4,1,2,3,1,25,7
ITA-Serie A,2526,Hellas Verona,Antoine Bernede,FRA,MF,26-116,1999,2.6,140,4,45,69,28,2,140,4,2,50.0,2,50.0,75,455,194,5,4,0,2,0,84,4
ITA-Serie A,2526,Hellas Verona,Armel Bella Kotchap,GER,DF,23-282,2001,0.7,43,8,29,11,3,2,43,0,0,,0,,25,88,48,0,0,0,0,0,28,1
ITA-Serie A,2526,Hellas Verona,Cheikh Niasse,SEN,MF,25-243,2000,0.9,32,1,8,17,8,0,32,2,1,50.0,0,0.0,19,68,49,1,2,0,0,0,19,1
ITA-Serie A,2526,Hellas Verona,Daniel Mosquera,COL,FW,25-334,1999,0.4,9,1,1,5,3,1,9,0,0,,0,,5,5,1,0,0,0,3,2,9,3
ITA-Serie A,2526,Hellas Verona,Daniel Oyegoke,ENG,DF,22-259,2003,0.1,8,0,2,3,3,0,8,1,1,100.0,0,0.0,2,1,0,0,0,0,1,0,2,0
ITA-Serie A,2526,Hellas Verona,Domagoj Bradarić,CRO,"DF,FW",25-283,1999,2.8,143,3,29,71,45,1,143,5,3,60.0,2,40.0,81,390,157,3,1,1,3,0,78,11
ITA-Serie A,2526,Hellas Verona,Enzo Ebosse,CMR,DF,26-192,1999,0.6,33,1,9,24,0,0,33,0,0,,0,,19,54,20,0,0,0,1,0,22,0
ITA-Serie A,2526,Hellas Verona,Fallou Cham,,DF,,,1.4,55,4,22,21,13,1,55,2,1,50.0,1,50.0,23,82,47,0,0,0,1,0,24,6
ITA-Serie A,2526,Hellas Verona,Gift Orban,NGA,FW,23-064,2002,0.9,35,0,3,16,16,4,35,1,1,100.0,0,0.0,25,104,53,2,1,1,4,1,26,7
ITA-Serie A,2526,Hellas Verona,Giovane,BRA,FW,21-299,2003,3.0,98,2,5,38,57,20,98,10,6,60.0,4,40.0,64,494,226,10,4,6,13,2,69,20
ITA-Serie A,2526,Hellas Verona,Jean-Daniel Akpa-Akpro,CIV,MF,32-343,1992,0.6,16,1,6,5,6,0,16,2,0,0.0,2,100.0,9,10,2,0,0,0,0,0,9,1
ITA-Serie A,2526,Hellas Verona,Lorenzo Montipò,ITA,GK,29-211,1996,3.0,94,84,94,0,0,0,94,0,0,,0,,56,324,201,0,0,0,0,0,38,0
ITA-Serie A,2526,Hellas Verona,Martin Frese,DEN,DF,27-258,1998,2.3,122,12,53,57,13,0,122,0,0,,0,,62,196,125,0,0,0,0,0,74,0
ITA-Serie A,2526,Hellas Verona,Rafik Belghali,ALG,"FW,MF",23-104,2002,1.4,47,0,14,17,17,1,47,4,1,25.0,3,75.0,21,176,54,2,3,0,1,0,17,4
ITA-Serie A,2526,Hellas Verona,Roberto Gagliardini,ITA,MF,31-165,1994,0.3,22,0,3,14,5,1,22,0,0,,0,,9,70,34,1,1,0,0,0,9,2
ITA-Serie A,2526,Hellas Verona,Suat Serdar,GER,MF,28-161,1997,2.9,133,7,30,65,40,8,133,6,4,66.7,2,33.3,82,369,147,5,2,2,5,2,81,4
ITA-Serie A,2526,Hellas Verona,Unai Núñez,ESP,DF,28-232,1997,3.0,159,13,64,88,10,2,159,2,2,100.0,0,0.0,87,367,189,5,2,0,1,0,90,2
ITA-Serie A,2526,Hellas Verona,Victor Nelsson,DEN,DF,26-340,1998,3.0,132,16,72,59,1,1,132,1,1,100.0,0,0.0,80,382,185,1,0,0,0,0,84,0
ITA-Serie A,2526,Inter,Alessandro Bastoni,ITA,DF,26-159,1999,2.9,293,21,77,147,70,7,293,1,0,0.0,1,100.0,150,712,460,5,3,0,5,1,214,13
ITA-Serie A,2526,Inter,Andy Diouf,FRA,MF,22-125,2003,0.1,7,0,2,4,1,0,7,1,0,0.0,1,100.0,4,13,3,0,0,0,0,1,6,0
ITA-Serie A,2526,Inter,Ange-Yoan Bonny,FRA,"FW,MF",21-329,2003,0.7,30,0,6,15,11,3,30,2,0,0.0,2,100.0,18,97,41,2,1,0,3,2,20,7
ITA-Serie A,2526,Inter,Benjamin Pavard,FRA,DF,29-175,1996,1.0,96,6,43,47,6,2,96,0,0,,0,,38,179,66,1,0,0,0,0,72,0
ITA-Serie A,2526,Inter,Carlos Augusto,BRA,DF,26-255,1999,1.1,60,3,15,22,23,7,60,1,0,0.0,1,100.0,26,101,33,0,1,0,1,1,42,7
ITA-Serie A,2526,Inter,Denzel Dumfries,NED,DF,29-154,1996,2.8,113,1,18,42,54,10,113,4,2,50.0,1,25.0,57,274,122,4,2,1,4,0,73,31
ITA-Serie A,2526,Inter,Federico Dimarco,ITA,DF,27-313,1997,1.9,99,4,18,28,54,9,99,0,0,,0,,36,171,93,4,1,1,1,1,62,16
ITA-Serie A,2526,Inter,Francesco Acerbi,ITA,DF,37-221,1988,2.9,239,19,102,117,20,4,239,0,0,,0,,98,534,344,6,4,0,1,0,188,0
ITA-Serie A,2526,Inter,Francesco Esposito,ITA,FW,20-083,2005,0.3,4,0,0,2,2,1,4,0,0,,0,,3,3,2,0,0,0,0,0,4,1
ITA-Serie A,2526,Inter,Hakan Çalhanoğlu,TUR,MF,31-223,1994,1.6,136,4,25,69,43,0,136,1,1,100.0,0,0.0,77,425,214,3,6,0,2,0,106,4
ITA-Serie A,2526,Inter,Henrikh Mkhitaryan,ARM,MF,36-241,1989,2.2,144,0,23,65,58,7,144,1,1,100.0,0,0.0,63,312,172,6,7,2,4,2,107,16
ITA-Serie A,2526,Inter,Lautaro Martínez,ARG,FW,28-028,1997,2.6,73,3,6,28,39,14,73,6,2,33.3,3,50.0,36,112,33,1,0,0,4,2,48,11
ITA-Serie A,2526,Inter,Luis Henrique,BRA,DF,23-279,2001,0.1,2,0,0,2,0,0,2,0,0,,0,,1,40,26,1,0,0,0,0,2,0
ITA-Serie A,2526,Inter,Manuel Akanji,SUI,DF,30-062,1995,1.0,96,3,21,49,26,2,96,0,0,,0,,51,231,158,3,3,1,0,0,68,4
ITA-Serie A,2526,Inter,Marcus Thuram,FRA,"FW,MF",28-044,1997,2.7,85,3,5,26,55,24,85,8,6,75.0,1,12.5,46,349,195,11,4,5,7,4,64,23
ITA-Serie A,2526,Inter,Matteo Darmian,ITA,DF,35-291,1989,0.2,5,0,2,0,3,0,5,1,0,0.0,1,100.0,2,8,0,0,0,0,0,0,3,1
ITA-Serie A,2526,Inter,Nicolò Barella,ITA,MF,28-224,1997,2.6,240,4,45,131,64,4,240,7,3,42.9,3,42.9,129,661,349,4,7,0,2,3,192,7
ITA-Serie A,2526,Inter,Petar Sucic,CRO,MF,21-329,2003,1.8,104,1,21,55,28,7,104,3,2,66.7,1,33.3,54,371,189,4,1,1,2,1,85,12
ITA-Serie A,2526,Inter,Piotr Zieliński,POL,MF,31-122,1994,0.5,25,0,3,15,7,2,25,1,0,0.0,1,100.0,13,82,44,0,0,0,1,0,15,2
ITA-Serie A,2526,Inter,Yann Aurel Bisseck,GER,DF,24-294,2000,1.0,75,3,32,36,7,3,75,1,1,100.0,0,0.0,35,183,74,1,1,0,1,1,52,0
ITA-Serie A,2526,Inter,Yann Sommer,SUI,GK,36-276,1988,3.0,98,76,93,5,0,0,98,0,0,,0,,46,229,189,0,0,0,0,0,59,0
ITA-Serie A,2526,Juventus,Andrea Cambiaso,ITA,DF,25-211,2000,0.9,82,4,14,29,41,4,82,4,2,50.0,2,50.0,48,345,241,6,6,0,2,1,52,6
ITA-Serie A,2526,Juventus,Dušan Vlahović,SRB,FW,25-234,2000,1.2,33,2,4,16,13,6,33,0,0,,0,,13,42,10,0,0,0,6,1,24,4
ITA-Serie A,2526,Juventus,Federico Gatti,ITA,DF,27-087,1998,2.5,150,8,59,66,25,3,150,0,0,,0,,93,571,277,3,4,0,3,1,105,1
ITA-Serie A,2526,Juventus,Filip Kostić,SRB,DF,32-322,1992,0.3,16,0,2,7,7,0,16,1,0,0.0,1,100.0,5,39,10,0,0,0,0,0,5,2
ITA-Serie A,2526,Juventus,Francisco Conceição,POR,MF,22-279,2002,1.8,99,0,15,33,52,10,99,6,3,50.0,3,50.0,68,463,171,5,3,2,6,4,71,9
ITA-Serie A,2526,Juventus,Gleison Bremer,BRA,DF,28-185,1997,3.0,174,20,94,69,11,3,174,0,0,,0,,105,498,149,0,1,0,0,0,110,1
ITA-Serie A,2526,Juventus,Jonathan David,CAN,FW,25-248,2000,1.7,55,0,1,19,35,9,55,1,1,100.0,0,0.0,36,81,11,0,1,0,10,2,46,11
ITA-Serie A,2526,Juventus,João Mário Lopes,POR,DF,25-259,2000,1.2,66,4,24,26,19,2,66,4,1,25.0,2,50.0,40,300,176,3,3,1,2,0,36,8
ITA-Serie A,2526,Juventus,Juan David Cabal,COL,DF,24-254,2001,0.2,8,1,3,4,1,0,8,0,0,,0,,2,7,5,0,0,0,0,0,4,0
ITA-Serie A,2526,Juventus,Kenan Yıldız,TUR,MF,20-138,2005,3.0,131,1,17,49,65,8,131,9,4,44.4,5,55.6,81,503,297,12,8,4,8,5,94,19
ITA-Serie A,2526,Juventus,Khéphren Thuram,FRA,MF,24-177,2001,3.0,196,6,39,103,61,9,196,5,3,60.0,2,40.0,128,715,373,4,11,0,8,1,136,3
ITA-Serie A,2526,Juventus,Lloyd Kelly,ENG,DF,26-348,1998,3.0,189,28,81,87,22,3,189,4,3,75.0,1,25.0,102,630,330,5,1,1,3,2,120,4
ITA-Serie A,2526,Juventus,Loïs Openda,BEL,FW,25-215,2000,0.2,6,0,0,2,4,1,6,1,1,100.0,0,0.0,5,6,1,0,0,0,0,0,4,1
ITA-Serie A,2526,Juventus,Manuel Locatelli,ITA,MF,27-254,1998,2.1,172,12,48,92,33,0,172,1,1,100.0,0,0.0,93,457,247,1,6,0,3,1,117,0
ITA-Serie A,2526,Juventus,Michele Di Gregorio,ITA,GK,28-054,1997,3.0,101,75,100,1,0,0,101,1,1,100.0,0,0.0,71,417,227,0,0,0,0,0,64,0
ITA-Serie A,2526,Juventus,Nicolás González,ARG,"MF,DF",27-166,1998,0.2,16,1,5,4,7,2,16,0,0,,0,,5,24,9,0,0,0,0,0,7,1
ITA-Serie A,2526,Juventus,Pierre Kalulu,FRA,DF,25-106,2000,3.0,184,8,51,82,55,5,184,3,0,0.0,3,100.0,108,575,297,6,8,0,4,0,112,14
ITA-Serie A,2526,Juventus,Teun Koopmeiners,NED,MF,27-203,1998,1.5,82,4,20,39,23,2,82,1,0,0.0,1,100.0,44,194,100,1,4,0,0,1,50,3
ITA-Serie A,2526,Juventus,Vasilije Adžić,MNE,MF,19-130,2006,0.2,13,2,4,3,6,0,13,1,0,0.0,1,100.0,7,16,4,0,0,0,0,1,7,0
ITA-Serie A,2526,Juventus,Weston McKennie,USA,"DF,MF",27-022,1998,0.9,43,3,15,16,12,2,43,1,0,0.0,1,100.0,18,112,78,2,0,0,1,0,21,5
ITA-Serie A,2526,Lazio,Adam Marušić,MNE,DF,32-337,1992,2.3,182,5,44,111,28,1,182,2,0,0.0,2,100.0,90,243,120,3,0,0,1,2,119,13
ITA-Serie A,2526,Lazio,Alessio Romagnoli,ITA,DF,30-250,1995,1.0,67,8,29,37,1,0,67,0,0,,0,,31,120,65,0,0,0,0,0,48,0
ITA-Serie A,2526,Lazio,Boulaye Dia,SEN,"FW,MF",28-307,1996,0.7,23,0,1,12,10,3,23,0,0,,0,,15,36,3,0,0,0,0,1,23,8
ITA-Serie A,2526,Lazio,Danilo Cataldi,ITA,MF,31-044,1994,1.3,71,7,29,35,8,2,71,5,2,40.0,3,60.0,29,132,46,0,0,0,1,1,44,0
ITA-Serie A,2526,Lazio,Elseid Hysaj,ALB,DF,31-211,1994,0.1,5,0,1,3,1,0,5,0,0,,0,,4,21,9,0,0,0,0,0,4,0
ITA-Serie A,2526,Lazio,Fisayo Dele-Bashiru,NGA,MF,24-225,2001,2.2,103,6,17,58,28,3,103,4,1,25.0,3,75.0,36,215,123,4,4,2,4,3,74,10
ITA-Serie A,2526,Lazio,Gustav Isaksen,DEN,FW,24-153,2001,0.1,5,0,0,2,3,0,5,1,0,0.0,1,100.0,3,17,7,0,0,0,0,0,5,1
ITA-Serie A,2526,Lazio,Ivan Provedel,ITA,GK,31-186,1994,3.0,93,75,93,0,0,0,93,0,0,,0,,56,251,93,0,0,0,0,0,49,0
ITA-Serie A,2526,Lazio,Luca Pellegrini,ITA,DF,26-196,1999,0.6,45,2,14,22,9,1,45,1,0,0.0,1,100.0,19,65,25,1,0,0,4,0,24,3
ITA-Serie A,2526,Lazio,Manuel Lazzari,ITA,DF,31-294,1993,0.7,31,3,16,12,4,0,31,0,0,,0,,7,72,47,1,0,0,1,0,9,0
ITA-Serie A,2526,Lazio,Mario Gila,ESP,DF,25-021,2000,3.0,259,20,101,150,9,5,259,1,1,100.0,0,0.0,177,965,632,3,1,0,0,1,216,1
ITA-Serie A,2526,Lazio,Matteo Cancellieri,ITA,FW,23-219,2002,2.3,106,2,13,42,51,12,106,6,2,33.3,4,66.7,59,324,154,4,1,2,3,3,79,23
ITA-Serie A,2526,Lazio,Mattia Zaccagni,ITA,FW,30-095,1995,2.7,120,2,9,53,59,7,120,10,3,30.0,6,60.0,80,449,165,2,4,2,5,9,103,24
ITA-Serie A,2526,Lazio,Mattéo Guendouzi,FRA,MF,26-158,1999,2.9,174,1,18,113,44,4,174,1,0,0.0,1,100.0,99,408,146,1,0,0,4,4,145,13
ITA-Serie A,2526,Lazio,Nicolò Rovella,ITA,MF,23-289,2001,1.7,213,7,41,148,26,0,213,2,2,100.0,0,0.0,122,573,283,2,3,0,1,1,172,1
ITA-Serie A,2526,Lazio,Nuno Tavares,POR,DF,25-236,2000,2.4,218,6,51,102,68,4,218,11,5,45.5,6,54.5,116,612,341,9,7,3,7,1,143,11
