league,season,team,player,nationality,position,age,birth_year,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles,dribbles_completed,dribbles_completed_pct,dribbles_tackled,dribbles_tackled_pct,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received
ITA-Serie A,2122,Fiorentina,Filippo Distefano,ITA,FW,17,2003,0.0,2,0,1,0,1,0,2,1,0,0.0,1,100.0,1,3,0,0,0,0,0,0,1,0
ITA-Serie A,2122,Fiorentina,Gaetano Castrovilli,ITA,MF,24,1997,15.5,705,13,106,329,283,44,705,29,25,86.2,4,13.8,425,2754,1309,40,30,9,43,19,483,59
ITA-Serie A,2122,Fiorentina,Giacomo Bonaventura,ITA,MF,31,1989,25.2,1419,19,213,736,490,73,1419,47,30,63.8,17,36.2,838,5099,2799,76,65,18,37,19,1087,94
ITA-Serie A,2122,Fiorentina,Igor,BRA,DF,23,1998,24.9,1905,134,947,935,39,15,1905,12,12,100.0,0,0.0,1206,6111,3553,20,8,0,18,3,1350,1
ITA-Serie A,2122,Fiorentina,Jonathan Ikone,FRA,FW,23,1998,7.2,369,6,31,159,183,28,369,23,13,56.5,10,43.5,244,1623,758,13,14,7,27,10,273,57
ITA-Serie A,2122,Fiorentina,José Callejón,ESP,FW,34,1987,14.4,697,4,76,316,307,41,697,13,7,53.8,6,46.2,411,1613,840,31,17,4,18,13,538,105
ITA-Serie A,2122,Fiorentina,Krzysztof Piątek,POL,FW,26,1995,8.1,249,8,22,111,118,38,248,6,3,50.0,3,50.0,120,596,173,7,9,1,23,7,162,33
ITA-Serie A,2122,Fiorentina,Lorenzo Venuti,ITA,DF,26,1995,17.5,1165,40,386,558,230,10,1165,7,4,57.1,3,42.9,660,2894,1512,28,21,2,19,9,826,53
ITA-Serie A,2122,Fiorentina,Lucas Martínez Quarta,ARG,DF,25,1996,15.9,1291,127,630,617,62,21,1291,16,11,68.8,5,31.3,834,5472,3033,22,16,1,12,7,894,4
ITA-Serie A,2122,Fiorentina,Lucas Torreira,URU,MF,25,1996,24.4,1549,37,318,975,261,35,1549,13,6,46.2,7,53.8,832,3144,1249,10,11,3,24,8,1051,30
ITA-Serie A,2122,Fiorentina,Marco Benassi,ITA,"DF,MF",26,1994,1.8,146,6,45,65,37,2,146,1,1,100.0,0,0.0,75,332,115,3,0,1,1,0,97,6
ITA-Serie A,2122,Fiorentina,Matija Nastasić,SRB,DF,28,1993,2.4,175,24,93,79,4,1,175,0,0,,0,,113,369,135,0,1,0,1,0,127,0
ITA-Serie A,2122,Fiorentina,Nicolás González,ARG,FW,23,1998,26.2,1313,7,111,572,657,137,1310,115,57,49.6,57,49.6,867,6278,2785,97,80,37,97,39,1055,210
ITA-Serie A,2122,Fiorentina,Nikola Milenković,SRB,DF,23,1997,32.5,2373,227,1171,1137,86,28,2373,2,2,100.0,0,0.0,1412,5908,3240,13,11,1,11,4,1634,8
ITA-Serie A,2122,Fiorentina,Pietro Terracciano,ITA,GK,31,1990,31.8,1596,1283,1586,11,0,0,1596,2,1,50.0,1,50.0,1022,4983,2868,0,0,0,0,0,1032,0
ITA-Serie A,2122,Fiorentina,Riccardo Saponara,ITA,FW,29,1991,14.3,713,7,88,294,338,71,713,53,20,37.7,33,62.3,501,3872,1984,84,52,29,32,19,583,123
ITA-Serie A,2122,Fiorentina,Riccardo Sottil,ITA,FW,22,1999,13.8,519,3,34,195,302,47,519,52,26,50.0,26,50.0,397,4260,2181,81,44,22,26,15,446,126
ITA-Serie A,2122,Fiorentina,Sofyan Amrabat,MAR,MF,24,1996,10.5,799,28,176,530,101,0,799,12,10,83.3,2,16.7,506,2432,1014,13,9,0,9,6,572,3
ITA-Serie A,2122,Fiorentina,Youssef Maleh,MAR,MF,22,1998,11.3,545,1,75,266,207,40,545,8,4,50.0,4,50.0,288,1265,620,12,9,3,27,8,391,74
ITA-Serie A,2122,Fiorentina,Álvaro Odriozola,ESP,DF,25,1995,19.3,1192,56,349,462,386,55,1192,25,12,48.0,13,52.0,693,4522,2157,75,41,17,25,12,773,136
ITA-Serie A,2122,Genoa,Abdoulaye Touré,GUI,MF,27,1994,4.8,224,8,51,139,37,5,224,9,6,66.7,3,33.3,120,459,186,2,1,1,4,4,128,4
ITA-Serie A,2122,Genoa,Adrian Šemper,CRO,GK,23,1998,1.0,39,35,39,0,0,0,39,0,0,,0,,25,139,66,0,0,0,0,0,18,0
ITA-Serie A,2122,Genoa,Albert Guðmundsson,ISL,"FW,MF",24,1997,6.7,308,10,35,121,156,27,308,14,7,50.0,7,50.0,164,944,373,14,8,6,27,10,190,45
ITA-Serie A,2122,Genoa,Aleksander Buksa,POL,FW,18,2003,0.7,18,1,2,11,6,1,18,0,0,,0,,7,26,15,1,1,0,2,1,12,4
ITA-Serie A,2122,Genoa,Andrea Cambiaso,ITA,DF,21,2000,19.9,1120,69,348,481,310,33,1120,54,27,50.0,27,50.0,606,3944,2098,71,41,17,35,22,603,92
ITA-Serie A,2122,Genoa,Andrea Favilli,ITA,FW,24,1997,0.4,11,2,3,4,4,2,11,0,0,,0,,8,32,0,0,0,1,3,1,8,5
ITA-Serie A,2122,Genoa,Andrea Masiello,ITA,DF,35,1986,5.7,363,57,205,151,11,3,363,0,0,,0,,204,838,460,2,1,1,4,3,227,0
ITA-Serie A,2122,Genoa,Caleb Ekuban,GHA,"FW,MF",27,1994,19.1,687,16,70,327,299,83,687,52,26,50.0,26,50.0,394,2076,817,31,17,21,73,38,483,133
ITA-Serie A,2122,Genoa,Davide Biraschi,ITA,DF,27,1994,10.3,571,72,259,277,45,2,571,19,15,78.9,4,21.1,291,1425,833,15,10,2,7,2,300,11
ITA-Serie A,2122,Genoa,Domenico Criscito,ITA,DF,34,1986,18.0,1218,110,439,563,227,14,1211,11,8,72.7,3,27.3,625,3007,1770,33,25,3,13,9,648,32
ITA-Serie A,2122,Genoa,Felipe Caicedo,ECU,FW,32,1988,3.2,112,4,9,47,56,19,112,5,1,20.0,4,80.0,49,164,67,4,0,4,8,0,84,22
ITA-Serie A,2122,Genoa,Filippo Melegoni,ITA,"MF,FW",22,1999,10.9,492,12,75,195,229,26,492,16,8,50.0,8,50.0,279,1569,779,28,23,4,40,12,296,60
ITA-Serie A,2122,Genoa,Flavio Junior Bianchi,ITA,"FW,MF",21,2000,3.5,114,0,10,71,35,9,114,3,3,100.0,0,0.0,68,272,74,2,2,1,15,6,81,18
ITA-Serie A,2122,Genoa,Francesco Cassata,ITA,MF,24,1997,0.1,2,0,0,1,1,0,2,0,0,,0,,2,10,8,0,0,0,0,0,1,1
ITA-Serie A,2122,Genoa,Goran Pandev,MKD,"FW,MF",38,1983,9.4,312,1,25,147,142,27,312,22,10,45.5,12,54.5,234,954,308,9,10,4,26,25,272,57
ITA-Serie A,2122,Genoa,Hernani,BRA,"MF,FW",27,1994,7.6,343,15,68,191,88,13,343,11,5,45.5,6,54.5,161,884,318,7,8,4,16,11,200,20
ITA-Serie A,2122,Genoa,Johan Vásquez,MEX,DF,22,1998,25.3,1494,149,688,688,130,30,1494,9,2,22.2,7,77.8,675,2785,1462,12,13,3,17,12,725,9
ITA-Serie A,2122,Genoa,Kelvin Yeboah,ITA,"FW,MF",21,2000,9.4,352,9,41,123,193,53,352,36,13,36.1,22,61.1,198,1318,527,23,15,10,44,13,240,60
ITA-Serie A,2122,Genoa,Laurens Serpe,ITA,DF,20,2001,0.5,37,4,15,19,3,1,37,1,0,0.0,1,100.0,23,123,68,2,2,0,0,0,31,1
ITA-Serie A,2122,Genoa,Leo Skiri Østigård,NOR,DF,21,1999,13.0,678,96,342,309,32,15,678,3,2,66.7,1,33.3,318,1726,932,10,3,1,3,0,326,2
ITA-Serie A,2122,Genoa,Manolo Portanova,ITA,"FW,MF",21,2000,14.7,577,24,95,277,217,37,577,46,25,54.3,21,45.7,296,1681,877,30,14,8,53,24,306,57
ITA-Serie A,2122,Genoa,Mattia Bani,ITA,DF,27,1993,13.5,642,129,383,240,25,18,642,1,1,100.0,0,0.0,248,1193,552,1,1,0,8,0,262,1
ITA-Serie A,2122,Genoa,Mattia Destro,ITA,FW,30,1991,19.4,566,15,44,291,232,80,566,26,11,42.3,15,57.7,270,981,390,13,7,10,66,25,409,75
ITA-Serie A,2122,Genoa,Milan Badelj,CRO,MF,32,1989,31.6,1922,76,466,1186,297,25,1922,50,34,68.0,16,32.0,944,3678,1469,19,32,6,47,26,1119,24
ITA-Serie A,2122,Genoa,Mohamed Fares,ALG,"DF,FW",25,1996,6.5,331,9,82,141,114,16,331,16,9,56.3,7,43.8,173,915,452,16,12,1,10,10,187,22
ITA-Serie A,2122,Genoa,Morten Frendrup,DEN,"DF,MF",20,2001,7.7,461,13,120,247,99,5,461,5,3,60.0,2,40.0,170,981,357,13,8,2,15,3,162,9
ITA-Serie A,2122,Genoa,Nadiem Amiri,GER,"MF,FW",24,1996,7.6,402,1,34,197,177,16,402,29,12,41.4,17,58.6,238,1400,672,17,27,2,33,13,277,34
ITA-Serie A,2122,Genoa,Nicolò Rovella,ITA,MF,19,2001,16.3,1138,34,220,633,301,9,1138,28,16,57.1,12,42.9,636,3073,1458,31,23,0,20,16,685,34
ITA-Serie A,2122,Genoa,Nikola Maksimović,SRB,DF,29,1991,12.4,634,121,369,248,23,9,634,3,1,33.3,2,66.7,291,1503,845,3,3,0,4,3,318,1
ITA-Serie A,2122,Genoa,Pablo Galdames Millán,CHI,MF,24,1996,11.4,568,19,99,334,139,13,568,15,7,46.7,8,53.3,293,990,356,4,4,0,10,17,325,22
ITA-Serie A,2122,Genoa,Paolo Ghiglione,ITA,DF,24,1997,6.7,440,29,124,201,120,7,440,16,9,56.3,7,43.8,206,918,437,13,11,1,18,3,220,32
ITA-Serie A,2122,Genoa,Riccardo Calafiori,ITA,DF,19,2002,0.9,37,5,21,7,9,1,37,1,0,0.0,1,100.0,12,122,54,2,2,0,1,0,11,1
ITA-Serie A,2122,Genoa,Roberto Piccoli,ITA,FW,20,2001,2.4,80,2,6,44,31,7,80,3,2,66.7,1,33.3,35,154,43,1,2,0,12,6,59,15
ITA-Serie A,2122,Genoa,Salvatore Sirigu,ITA,GK,34,1987,37.0,1282,1064,1277,5,0,0,1282,0,0,,0,,695,3650,2501,0,0,0,1,0,552,0
ITA-Serie A,2122,Genoa,Silvan Hefti,SUI,DF,23,1997,14.3,732,42,225,310,212,15,732,27,13,48.1,14,51.9,298,1849,985,30,23,3,18,14,273,43
ITA-Serie A,2122,Genoa,Stefano Sabelli,ITA,DF,28,1993,3.9,203,13,68,76,61,5,203,4,1,25.0,3,75.0,109,500,275,11,4,1,12,4,110,21
ITA-Serie A,2122,Genoa,Stefano Sturaro,ITA,MF,28,1993,19.6,818,45,180,407,238,24,818,13,5,38.5,8,61.5,335,1217,396,10,11,3,30,25,416,53
ITA-Serie A,2122,Genoa,Valon Behrami,SUI,"MF,FW",36,1985,3.5,90,9,20,53,17,3,90,1,1,100.0,0,0.0,42,140,57,2,0,1,6,3,44,4
ITA-Serie A,2122,Genoa,Yayah Kallon,SLE,"FW,MF",20,2001,7.1,265,3,31,93,146,32,265,28,18,64.3,10,35.7,171,1207,565,24,11,12,27,11,174,61
ITA-Serie A,2122,Genoa,Zinho Vanheusden,BEL,DF,22,1999,11.0,546,85,325,183,41,11,546,4,1,25.0,3,75.0,272,1471,749,11,9,0,4,1,303,5
ITA-Serie A,2122,Hellas Verona,Adrien Tameze,CMR,"MF,DF",27,1994,28.6,1634,79,384,909,364,42,1634,60,34,56.7,26,43.3,868,4631,2317,55,33,10,51,26,930,96
ITA-Serie A,2122,Hellas Verona,Alessandro Berardi,ITA,GK,30,1991,1.0,32,26,32,0,0,0,32,0,0,,0,,22,118,72,0,0,0,0,0,13,0
ITA-Serie A,2122,Hellas Verona,Antonín Barák,CZE,"MF,FW",26,1994,26.0,1376,40,185,723,488,91,1372,55,31,56.4,24,43.6,851,4966,2391,68,51,16,42,54,1039,124
ITA-Serie A,2122,Hellas Verona,Bosko Sutalo,CRO,DF,21,2000,10.2,622,58,259,276,93,8,622,19,10,52.6,9,47.4,298,1477,674,15,10,1,18,6,314,17
ITA-Serie A,2122,Hellas Verona,Daniel Bessa,ITA,MF,28,1993,8.5,565,16,104,303,164,13,565,16,12,75.0,4,25.0,327,1832,865,16,12,3,8,14,377,29
ITA-Serie A,2122,Hellas Verona,Darko Lazović,SRB,DF,30,1990,30.7,1812,72,369,759,700,120,1812,55,26,47.3,29,52.7,883,4848,3070,101,54,38,34,8,1075,243
ITA-Serie A,2122,Hellas Verona,Davide Faraoni,ITA,DF,29,1991,28.6,1715,94,440,784,503,55,1715,40,12,30.0,28,70.0,714,2589,1186,31,19,6,50,14,891,125
ITA-Serie A,2122,Hellas Verona,Diego Coppola,ITA,DF,17,2003,2.8,127,14,62,56,10,4,127,0,0,,0,,56,399,181,2,0,1,2,1,68,1
ITA-Serie A,2122,Hellas Verona,Fabio Depaoli,ITA,DF,24,1997,7.8,369,22,78,150,149,16,369,11,8,72.7,3,27.3,151,744,409,12,9,2,8,6,178,33
ITA-Serie A,2122,Hellas Verona,Federico Ceccherini,ITA,DF,29,1992,26.2,1471,108,604,728,155,33,1471,21,14,66.7,7,33.3,813,3512,1626,20,21,3,30,12,864,41
ITA-Serie A,2122,Hellas Verona,Filippo Terracciano,ITA,DF,18,2003,0.1,7,0,2,2,3,1,7,0,0,,0,,1,2,0,0,0,0,0,0,2,1
ITA-Serie A,2122,Hellas Verona,Giangiacomo Magnani,ITA,DF,25,1995,5.9,318,49,147,160,13,5,318,0,0,,0,,158,752,425,5,1,0,4,0,157,1
ITA-Serie A,2122,Hellas Verona,Gianluca Caprari,ITA,"MF,FW",28,1993,30.4,1667,10,133,714,850,139,1665,119,65,54.6,54,45.4,1072,5946,2937,117,76,51,93,54,1258,270
ITA-Serie A,2122,Hellas Verona,Gianluca Frabotta,ITA,"DF,MF",22,1999,0.2,12,1,1,5,6,1,12,0,0,,0,,4,61,40,1,1,0,0,0,6,3
ITA-Serie A,2122,Hellas Verona,Giovanni Simeone,ARG,FW,26,1995,29.5,1099,28,94,458,563,142,1098,61,23,37.7,37,60.7,653,2966,949,40,34,16,136,80,862,259
ITA-Serie A,2122,Hellas Verona,Ivan Ilić,SRB,MF,20,2001,28.1,1679,85,358,990,346,27,1679,43,26,60.5,17,39.5,969,5271,2229,39,47,5,48,22,1057,67
ITA-Serie A,2122,Hellas Verona,Ivor Pandur,CRO,GK,21,2000,3.0,77,71,77,0,0,0,77,0,0,,0,,45,194,105,0,0,0,0,0,34,0
ITA-Serie A,2122,Hellas Verona,Kevin Lasagna,ITA,"MF,FW",28,1992,13.2,447,11,42,181,237,63,447,19,10,52.6,9,47.4,226,1519,700,26,13,7,55,27,315,104
ITA-Serie A,2122,Hellas Verona,Koray Günter,GER,DF,26,1994,26.8,1576,236,821,727,38,16,1576,5,3,60.0,2,40.0,736,4249,2321,10,7,1,15,2,722,3
ITA-Serie A,2122,Hellas Verona,Lorenzo Montipò,ITA,GK,25,1996,34.0,1062,882,1058,4,0,0,1062,1,1,100.0,0,0.0,554,3360,1799,0,0,0,0,0,433,0
ITA-Serie A,2122,Hellas Verona,Martin Hongla,CMR,MF,23,1998,7.2,380,20,81,227,76,5,380,5,1,20.0,4,80.0,222,1083,374,6,10,2,12,8,222,12
ITA-Serie A,2122,Hellas Verona,Mateusz Praszelik,POL,MF,20,2000,0.3,15,0,1,7,8,2,15,1,1,100.0,0,0.0,12,75,45,2,2,0,3,0,14,2
ITA-Serie A,2122,Hellas Verona,Matteo Cancellieri,ITA,"MF,DF",19,2002,2.5,98,0,6,46,50,10,98,12,6,50.0,6,50.0,56,425,193,7,4,3,8,2,56,13
ITA-Serie A,2122,Hellas Verona,Mattia Zaccagni,ITA,MF,26,1995,2.0,99,1,5,36,62,10,98,11,7,63.6,4,36.4,62,468,250,10,7,4,2,8,66,20
ITA-Serie A,2122,Hellas Verona,Miguel Veloso,POR,MF,35,1986,14.9,1042,23,177,638,238,8,1042,6,6,100.0,0,0.0,496,2955,1560,31,15,1,12,7,578,13
ITA-Serie A,2122,Hellas Verona,Nicolò Casale,ITA,DF,23,1998,28.7,1494,138,643,703,167,21,1494,19,9,47.4,10,52.6,690,3782,2022,40,17,1,21,8,776,29
ITA-Serie A,2122,Hellas Verona,Nikola Kalinić,CRO,FW,33,1988,4.5,158,1,5,61,92,33,158,4,2,50.0,2,50.0,112,333,83,3,2,3,19,21,143,49
ITA-Serie A,2122,Hellas Verona,Panagiotis Retsos,GRE,DF,22,1998,0.6,29,3,10,12,7,1,29,0,0,,0,,15,106,58,3,1,0,2,0,11,2
ITA-Serie A,2122,Hellas Verona,Paweł Dawidowicz,POL,DF,26,1995,13.3,757,82,301,379,84,16,757,5,5,100.0,0,0.0,413,2108,1100,16,19,1,7,2,437,13
ITA-Serie A,2122,Hellas Verona,Samuel Di Carmine,ITA,FW,32,1988,0.4,8,0,0,6,2,1,8,0,0,,0,,7,28,16,1,1,0,2,0,8,0
ITA-Serie A,2122,Hellas Verona,Yıldırım Mert Çetin,TUR,MF,24,1997,0.5,44,3,12,17,15,0,44,2,1,50.0,1,50.0,16,71,19,0,2,0,1,1,21,2
ITA-Serie A,2122,Inter,Aleksandar Kolarov,SRB,DF,35,1985,0.5,44,5,15,23,6,0,44,2,1,50.0,1,50.0,32,122,88,1,1,0,0,0,37,0
ITA-Serie A,2122,Inter,Alessandro Bastoni,ITA,DF,22,1999,25.7,2036,242,881,956,218,18,2036,19,11,57.9,8,42.1,1280,5399,3236,30,30,5,21,5,1448,34
ITA-Serie A,2122,Inter,Alexis Sánchez,CHI,FW,32,1988,9.8,565,4,33,237,299,51,565,39,21,53.8,18,46.2,363,1743,674,22,14,9,22,14,436,77
ITA-Serie A,2122,Inter,Andrea Ranocchia,ITA,DF,33,1988,3.8,234,42,126,104,7,3,234,0,0,,0,,134,524,312,0,1,0,2,0,156,0
ITA-Serie A,2122,Inter,Arturo Vidal,CHI,MF,34,1987,8.2,673,23,159,374,144,27,673,8,6,75.0,2,25.0,369,1313,670,11,8,2,9,5,492,35
ITA-Serie A,2122,Inter,Danilo D'Ambrosio,ITA,DF,32,1988,11.1,872,84,401,379,98,24,872,6,4,66.7,2,33.3,522,2004,1027,8,11,1,16,5,628,31
ITA-Serie A,2122,Inter,Denzel Dumfries,NED,DF,25,1996,22.5,1088,35,200,376,523,127,1088,30,15,50.0,15,50.0,568,3136,1540,55,24,27,39,23,683,204
ITA-Serie A,2122,Inter,Edin Džeko,BIH,FW,35,1986,27.4,1139,49,121,503,524,178,1139,41,17,41.5,24,58.5,614,3167,1454,47,26,23,78,31,891,207
ITA-Serie A,2122,Inter,Federico Dimarco,ITA,DF,23,1997,15.9,1365,61,357,583,442,41,1364,16,10,62.5,6,37.5,789,3964,2350,54,31,10,14,10,928,116
ITA-Serie A,2122,Inter,Felipe Caicedo,ECU,"FW,DF",32,1988,0.3,12,0,0,4,8,1,12,0,0,,0,,10,48,36,1,1,0,1,2,11,4
ITA-Serie A,2122,Inter,Hakan Çalhanoğlu,TUR,MF,27,1994,27.6,2089,27,309,1045,750,43,2085,28,13,46.4,15,53.6,1220,5763,2882,75,50,9,43,19,1464,126
ITA-Serie A,2122,Inter,Ionuț Radu,ROU,GK,24,1997,1.0,24,18,24,0,0,0,24,0,0,,0,,15,51,34,0,0,0,1,0,16,0
ITA-Serie A,2122,Inter,Ivan Perišić,CRO,DF,32,1989,31.3,1817,73,405,659,779,143,1816,45,26,57.8,19,42.2,925,5768,3364,135,75,44,48,8,1145,242
ITA-Serie A,2122,Inter,Joaquín Correa,ARG,FW,26,1994,11.4,492,4,21,178,304,85,492,40,17,42.5,23,57.5,326,2001,1100,41,22,26,28,12,385,93
ITA-Serie A,2122,Inter,Lautaro Martínez,ARG,FW,23,1997,25.4,843,6,57,307,485,183,837,54,21,38.9,33,61.1,480,2284,911,34,16,17,63,24,603,149
ITA-Serie A,2122,Inter,Marcelo Brozović,CRO,MF,28,1992,32.6,2911,120,793,1711,431,30,2911,37,28,75.7,9,24.3,1859,9377,3997,51,49,3,40,20,2165,36
ITA-Serie A,2122,Inter,Martin Satriano,URU,"FW,MF",20,2001,0.4,14,0,2,4,9,1,14,0,0,,0,,8,78,1,0,1,1,2,1,8,3
ITA-Serie A,2122,Inter,Matteo Darmian,ITA,DF,31,1989,16.7,806,35,245,312,253,29,806,9,4,44.4,5,55.6,381,1572,772,25,16,8,15,2,483,96
ITA-Serie A,2122,Inter,Mattia Zanotti,ITA,DF,18,2003,0.1,13,0,3,1,9,1,13,0,0,,0,,10,25,6,0,0,0,0,0,10,2
ITA-Serie A,2122,Inter,Matías Vecino,URU,MF,29,1991,4.2,249,10,54,133,66,15,249,3,1,33.3,2,66.7,131,717,383,10,10,0,1,5,161,14
ITA-Serie A,2122,Inter,Milan Škriniar,SVK,DF,26,1995,35.0,2419,282,1164,1076,191,37,2419,13,12,92.3,1,7.7,1468,6826,3088,34,22,0,16,7,1792,31
ITA-Serie A,2122,Inter,Nicolò Barella,ITA,MF,24,1997,32.4,2199,28,344,1133,757,95,2199,64,37,57.8,27,42.2,1427,8196,4128,114,69,15,56,38,1703,204
ITA-Serie A,2122,Inter,Roberto Gagliardini,ITA,MF,27,1994,7.2,423,14,78,218,130,18,423,7,3,42.9,4,57.1,228,1081,553,8,9,1,13,7,296,31
ITA-Serie A,2122,Inter,Robin Gosens,GER,DF,27,1994,1.9,128,8,30,55,45,9,128,1,0,0.0,1,100.0,55,197,101,4,3,3,3,0,82,19
ITA-Serie A,2122,Inter,Samir Handanović,SVN,GK,37,1984,37.0,1331,1193,1330,0,1,1,1331,0,0,,0,,866,4090,2876,0,0,0,1,0,815,0
ITA-Serie A,2122,Inter,Stefan de Vrij,NED,DF,29,1992,26.8,1752,205,928,796,39,25,1752,5,5,100.0,0,0.0,1001,5396,3191,15,6,1,6,3,1192,1
ITA-Serie A,2122,Inter,Stefano Sensi,ITA,"MF,FW",25,1995,1.9,154,0,19,81,56,8,154,4,3,75.0,1,25.0,106,621,278,7,5,0,6,4,125,13
ITA-Serie A,2122,Juventus,Aaron Ramsey,WAL,MF,30,1990,1.1,67,1,20,39,8,2,67,0,0,,0,,35,100,41,0,0,0,1,1,58,1
ITA-Serie A,2122,Juventus,Adrien Rabiot,FRA,MF,26,1995,25.4,1332,74,337,686,330,54,1332,57,44,77.2,13,22.8,744,4777,2380,65,37,12,38,24,875,82
ITA-Serie A,2122,Juventus,Alex Sandro,BRA,DF,30,1991,19.8,1288,84,411,568,321,37,1288,29,14,48.3,15,51.7,725,4206,2255,68,32,9,15,20,835,86
ITA-Serie A,2122,Juventus,Arthur Melo,BRA,MF,24,1996,10.7,784,28,199,487,108,7,784,11,10,90.9,1,9.1,469,2491,1061,13,12,0,8,3,566,15
ITA-Serie A,2122,Juventus,Carlo Pinsoglio,ITA,GK,31,1990,0.5,13,12,13,0,0,0,13,0,0,,0,,10,50,25,0,0,0,0,0,10,0
ITA-Serie A,2122,Juventus,Cristiano Ronaldo,POR,FW,36,1985,0.3,15,0,1,8,7,2,15,1,1,100.0,0,0.0,7,49,23,1,2,0,0,0,11,3
ITA-Serie A,2122,Juventus,Daniele Rugani,ITA,DF,27,1994,9.8,631,94,327,290,16,5,631,0,0,,0,,390,1652,801,3,2,0,1,2,456,1
ITA-Serie A,2122,Juventus,Danilo,BRA,"DF,MF",30,1991,21.0,1655,105,565,904,200,16,1655,9,4,44.4,5,55.6,832,3222,1871,25,17,2,9,4,1097,30
ITA-Serie A,2122,Juventus,Dejan Kulusevski,SWE,"FW,MF",21,2000,8.6,379,7,52,151,184,47,379,32,18,56.3,14,43.8,243,1522,709,24,15,7,41,23,266,89
ITA-Serie A,2122,Juventus,Denis Zakaria,SUI,MF,24,1996,6.6,237,10,62,111,68,15,237,5,2,40.0,3,60.0,114,593,289,8,9,0,11,7,136,17
ITA-Serie A,2122,Juventus,Dušan Vlahović,SRB,FW,21,2000,12.0,389,9,20,148,227,80,389,27,11,40.7,16,59.3,234,1023,387,15,11,5,56,28,323,113
ITA-Serie A,2122,Juventus,Fabio Miretti,ITA,MF,17,2003,3.6,176,3,48,95,35,5,176,2,1,50.0,1,50.0,90,371,162,3,8,0,6,0,118,9
ITA-Serie A,2122,Juventus,Federico Bernardeschi,ITA,"MF,FW",27,1994,16.4,776,25,135,295,359,44,776,61,32,52.5,29,47.5,468,3321,1409,40,31,19,35,14,548,111
ITA-Serie A,2122,Juventus,Federico Chiesa,ITA,"MF,FW",23,1997,9.6,427,7,58,167,208,47,427,41,21,51.2,21,51.2,258,1758,1134,36,20,14,20,15,266,59
ITA-Serie A,2122,Juventus,Giorgio Chiellini,ITA,DF,36,1984,15.0,1108,140,486,563,63,7,1108,4,2,50.0,2,50.0,567,2812,1778,21,15,0,7,1,730,5
ITA-Serie A,2122,Juventus,Juan Cuadrado,COL,"DF,MF",33,1988,27.6,2170,59,492,1038,665,69,2169,74,46,62.2,28,37.8,1313,6878,3900,93,63,33,46,15,1544,175
ITA-Serie A,2122,Juventus,Kaio Jorge,BRA,"MF,FW",19,2002,1.3,56,2,8,23,26,7,56,1,1,100.0,0,0.0,41,145,41,2,1,1,4,2,47,12
ITA-Serie A,2122,Juventus,Leonardo Bonucci,ITA,DF,34,1987,22.3,1522,285,850,635,47,24,1519,7,4,57.1,3,42.9,820,3177,1550,2,3,0,11,1,1048,0
ITA-Serie A,2122,Juventus,Luca Pellegrini,ITA,DF,22,1999,12.3,800,28,260,333,212,9,800,18,9,50.0,9,50.0,409,1684,941,21,25,3,15,5,492,41
ITA-Serie A,2122,Juventus,Manuel Locatelli,ITA,MF,23,1998,24.0,1676,86,445,976,268,28,1676,28,19,67.9,9,32.1,920,3468,1276,15,21,4,26,16,1183,32
ITA-Serie A,2122,Juventus,Marley Aké,FRA,"FW,MF",20,2001,0.9,24,0,4,12,9,0,24,2,0,0.0,2,100.0,18,186,76,3,2,0,3,1,18,4
ITA-Serie A,2122,Juventus,Martin Palumbo,NOR,FW,19,2002,0.1,5,0,2,2,1,0,5,0,0,,0,,2,15,15,1,0,0,0,0,1,0
ITA-Serie A,2122,Juventus,Matthijs de Ligt,NED,DF,21,1999,29.7,1967,262,934,947,93,36,1967,6,4,66.7,2,33.3,1125,5170,2561,18,10,0,12,3,1356,6
ITA-Serie A,2122,Juventus,Mattia De Sciglio,ITA,DF,28,1992,13.0,794,43,246,362,194,13,794,15,9,60.0,6,40.0,363,1791,959,36,18,5,12,3,450,70
ITA-Serie A,2122,Juventus,Mattia Perin,ITA,GK,28,1992,4.5,143,128,143,0,0,0,143,0,0,,0,,81,315,191,0,0,0,0,0,73,0
ITA-Serie A,2122,Juventus,Matìas Soulé,ARG,FW,18,2003,0.1,8,0,1,6,2,0,8,0,0,,0,,7,51,36,1,0,0,0,0,7,1
ITA-Serie A,2122,Juventus,Moise Kean,ITA,FW,21,2000,12.2,381,10,48,158,182,58,381,44,18,40.9,26,59.1,227,1400,519,20,9,10,43,21,289,77
ITA-Serie A,2122,Juventus,Paulo Dybala,ARG,"FW,MF",27,1993,22.9,1451,5,155,690,628,86,1449,79,47,59.5,32,40.5,909,4692,1859,50,42,24,70,28,1100,155
ITA-Serie A,2122,Juventus,Rodrigo Bentancur,URU,MF,24,1997,12.8,887,27,164,578,155,10,887,11,7,63.6,4,36.4,521,2267,1072,22,17,2,17,13,628,32
ITA-Serie A,2122,Juventus,Weston McKennie,USA,MF,22,1998,15.2,737,28,151,356,241,50,737,26,20,76.9,6,23.1,362,1979,913,30,15,10,22,19,470,75
