league,season,team,player,nationality,position,age,birth_year,minutes_90s,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense
ITA-Serie A,2425,Monza,Omari Forson,ENG,"MF,FW",20,2004,2.5,14,5.65,10,1,2,0,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Monza,Pablo Marí,ESP,DF,30,1993,18.1,16,0.88,15,0,0,0,0,1,1,0.06,1,0,0,0,0,0
ITA-Serie A,2425,Monza,Patrick Ciurria,ITA,"MF,DF",29,1995,12.3,26,2.11,20,5,0,1,0,0,2,0.16,1,0,0,1,0,0
ITA-Serie A,2425,Monza,Pedro Pereira,POR,DF,26,1998,29.6,35,1.18,29,2,3,0,0,1,4,0.13,4,0,0,0,0,0
ITA-Serie A,2425,Monza,Roberto Gagliardini,ITA,"MF,DF",30,1994,2.0,4,2.0,2,1,0,0,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Monza,Samuele Birindelli,ITA,"DF,MF",25,1999,16.3,35,2.15,30,2,0,2,1,0,2,0.12,1,0,0,1,0,0
ITA-Serie A,2425,Monza,Samuele Vignato,ITA,MF,20,2004,5.2,7,1.34,7,0,0,0,0,0,1,0.19,1,0,0,0,0,0
ITA-Serie A,2425,Monza,Semuel Pizzignacco,ITA,GK,22,2001,8.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Monza,Silvère Ganvoula M'Boussy,CGO,FW,28,1996,3.6,4,1.1,2,0,0,1,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Monza,Stefan Lekovic,SRB,DF,20,2004,4.1,6,1.47,4,0,1,0,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Monza,Stefano Sensi,ITA,MF,28,1995,3.0,15,4.89,13,1,0,0,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Monza,Stefano Turati,ITA,GK,22,2001,29.7,5,0.17,1,4,0,0,0,0,1,0.03,0,1,0,0,0,0
ITA-Serie A,2425,Monza,Tomás Palacios,ARG,DF,21,2003,5.0,5,1.01,4,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Monza,Warren Bondo,FRA,MF,20,2003,18.0,26,1.45,20,0,2,0,4,0,1,0.06,1,0,0,0,0,0
ITA-Serie A,2425,Napoli,Alessandro Buongiorno,ITA,DF,25,1999,21.4,19,0.89,18,0,0,1,0,0,2,0.09,2,0,0,0,0,0
ITA-Serie A,2425,Napoli,Alessio Zerbin,ITA,"FW,DF",25,1999,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Napoli,Alex Meret,ITA,GK,27,1997,33.4,2,0.06,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Napoli,Amir Rrahmani,KVX,DF,30,1994,37.8,42,1.11,35,2,0,5,0,0,4,0.11,2,1,0,1,0,0
ITA-Serie A,2425,Napoli,Andre-Frank Zambo Anguissa,CMR,MF,28,1995,31.7,75,2.37,61,0,5,4,1,4,9,0.28,6,0,2,0,1,0
ITA-Serie A,2425,Napoli,Billy Gilmour,SCO,MF,23,2001,13.1,40,3.06,29,6,1,2,2,0,4,0.31,4,0,0,0,0,0
ITA-Serie A,2425,Napoli,Cyril Ngonge,BEL,FW,24,2000,2.4,12,4.98,4,1,2,4,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Napoli,David Neres,BRA,FW,27,1997,14.3,59,4.14,39,7,10,2,1,0,9,0.63,5,1,2,0,1,0
ITA-Serie A,2425,Napoli,Elia Caprile,ITA,GK,22,2001,3.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Napoli,Giacomo Raspadori,ITA,"FW,MF",24,2000,12.3,51,4.16,29,12,2,6,2,0,4,0.33,2,0,0,0,2,0
ITA-Serie A,2425,Napoli,Giovanni Di Lorenzo,ITA,DF,30,1993,37.0,80,2.16,72,4,0,2,1,1,8,0.22,7,0,0,1,0,0
ITA-Serie A,2425,Napoli,Giovanni Simeone,ARG,FW,29,1995,4.7,12,2.59,9,0,1,1,1,0,2,0.43,1,0,0,1,0,0
ITA-Serie A,2425,Napoli,Juan Jesus,BRA,DF,33,1991,11.9,9,0.75,9,0,0,0,0,0,1,0.08,1,0,0,0,0,0
ITA-Serie A,2425,Napoli,Khvicha Kvaratskhelia,GEO,"FW,MF",23,2001,13.1,57,4.35,40,10,2,2,3,0,6,0.46,5,0,1,0,0,0
ITA-Serie A,2425,Napoli,Leonardo Spinazzola,ITA,"DF,FW",31,1993,16.9,47,2.79,38,4,3,1,1,0,3,0.18,3,0,0,0,0,0
ITA-Serie A,2425,Napoli,Mathías Olivera,URU,DF,26,1997,26.3,42,1.59,36,0,0,0,3,3,5,0.19,3,0,0,0,1,1
ITA-Serie A,2425,Napoli,Matteo Politano,ITA,"FW,MF",30,1993,31.2,105,3.37,73,20,5,4,3,0,10,0.32,8,1,0,0,1,0
ITA-Serie A,2425,Napoli,Michael Folorunsho,ITA,"FW,MF",26,1998,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Napoli,Noah Okafor,SUI,"FW,MF",24,2000,0.4,4,9.0,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Napoli,Pasquale Mazzocchi,ITA,"DF,FW",29,1995,7.8,18,2.3,15,0,2,0,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Napoli,Philip Billing,DEN,MF,28,1996,2.2,8,3.65,4,0,0,2,1,1,1,0.46,0,0,0,1,0,0
ITA-Serie A,2425,Napoli,Rafa Marín,ESP,DF,22,2002,1.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Napoli,Romelu Lukaku,BEL,FW,31,1993,31.6,76,2.4,63,0,2,9,2,0,16,0.51,15,0,1,0,0,0
ITA-Serie A,2425,Napoli,Scott McTominay,SCO,MF,27,1996,32.6,69,2.11,45,0,3,14,5,2,10,0.31,6,0,1,2,1,0
ITA-Serie A,2425,Napoli,Simone Scuffet,ITA,GK,28,1996,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Napoli,Stanislav Lobotka,SVK,MF,29,1994,29.3,54,1.84,47,4,0,2,0,1,6,0.2,5,1,0,0,0,0
ITA-Serie A,2425,Napoli,Walid Cheddira,MAR,FW,26,1998,0.1,1,7.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Parma,Adrian Benedyczak,POL,"FW,MF",23,2000,2.4,3,1.26,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Parma,Adrian Bernabe,ESP,MF,23,2001,16.1,58,3.59,45,6,1,2,4,0,4,0.25,4,0,0,0,0,0
ITA-Serie A,2425,Parma,Alessandro Circati,AUS,DF,20,2003,6.0,3,0.5,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Parma,Alessandro Vogliacco,ITA,DF,25,1998,8.6,5,0.58,4,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Parma,Ange-Yoan Bonny,FRA,FW,20,2003,28.1,67,2.39,44,1,11,6,5,0,8,0.28,4,0,2,1,1,0
ITA-Serie A,2425,Parma,Antoine Hainaut,FRA,"DF,FW",22,2002,13.4,19,1.42,15,0,2,1,1,0,2,0.15,2,0,0,0,0,0
ITA-Serie A,2425,Parma,Botond Balogh,HUN,DF,22,2002,22.8,8,0.35,7,0,0,0,0,1,2,0.09,2,0,0,0,0,0
ITA-Serie A,2425,Parma,Dennis Man,ROU,"FW,MF",25,1998,22.2,80,3.61,62,8,5,3,1,1,7,0.32,5,1,0,1,0,0
ITA-Serie A,2425,Parma,Drissa Camara,CIV,"MF,FW",22,2002,5.0,15,3.01,8,2,1,2,2,0,2,0.4,0,0,0,1,1,0
ITA-Serie A,2425,Parma,Emanuele Valeri,ITA,DF,25,1998,31.9,75,2.35,48,10,2,4,5,6,10,0.31,8,0,1,1,0,0
ITA-Serie A,2425,Parma,Enrico Del Prato,ITA,DF,24,1999,32.7,32,0.98,28,2,0,0,1,1,1,0.03,0,0,0,0,0,1
ITA-Serie A,2425,Parma,Gabriel Charpentier,CGO,FW,25,1999,3.0,11,3.64,8,0,0,0,2,1,3,0.99,2,0,0,0,1,0
ITA-Serie A,2425,Parma,Giovanni Leoni,ITA,DF,17,2006,13.3,3,0.23,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Parma,Hernani,BRA,MF,30,1994,14.7,43,2.92,32,9,0,0,2,0,5,0.34,2,2,0,0,1,0
ITA-Serie A,2425,Parma,Jacob Ondrejka,SWE,"MF,FW",21,2002,4.7,14,2.99,5,6,1,1,1,0,1,0.21,0,1,0,0,0,0
ITA-Serie A,2425,Parma,Lautaro Valenti,ARG,DF,25,1999,17.3,11,0.64,8,1,0,0,0,2,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Parma,Leandro Chichizola,ARG,GK,34,1990,1.0,2,2.0,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Parma,Mandela Keita,BEL,MF,22,2002,20.3,33,1.63,28,0,3,0,2,0,4,0.2,3,0,1,0,0,0
ITA-Serie A,2425,Parma,Mateo Pellegrino,ARG,FW,23,2001,8.2,20,2.44,12,0,3,4,1,0,3,0.37,3,0,0,0,0,0
ITA-Serie A,2425,Parma,Mateusz Kowalski,POL,MF,19,2005,0.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Parma,Mathias Løvik,NOR,"DF,FW",20,2003,1.0,1,0.98,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Parma,Matteo Cancellieri,ITA,"FW,MF",22,2002,15.8,27,1.71,15,2,4,1,5,0,3,0.19,1,0,2,0,0,0
ITA-Serie A,2425,Parma,Milan Đurić,BIH,FW,34,1990,3.0,5,1.68,1,0,1,1,2,0,1,0.34,0,0,0,1,0,0
ITA-Serie A,2425,Parma,Mohamed Haj,TUN,MF,19,2005,5.0,20,3.96,16,1,1,1,1,0,2,0.4,1,0,0,1,0,0
ITA-Serie A,2425,Parma,Nahuel Estévez,ARG,MF,28,1995,7.3,13,1.78,7,4,0,1,0,1,1,0.14,0,0,0,0,0,1
ITA-Serie A,2425,Parma,Pontus Almqvist,SWE,"FW,MF",25,1999,12.4,26,2.1,15,0,5,3,3,0,2,0.16,2,0,0,0,0,0
ITA-Serie A,2425,Parma,Simon Sohm,SUI,MF,23,2001,33.2,78,2.35,65,2,5,1,3,2,3,0.09,3,0,0,0,0,0
ITA-Serie A,2425,Parma,Valentin Mihaila,ROU,"FW,MF",24,2000,14.3,48,3.36,34,5,3,3,3,0,5,0.35,3,2,0,0,0,0
ITA-Serie A,2425,Parma,Woyo Coulibaly,MLI,DF,25,1999,12.0,19,1.58,17,0,1,0,1,0,3,0.25,1,0,1,0,1,0
ITA-Serie A,2425,Parma,Wylan Cyprien,FRA,MF,29,1995,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Parma,Yordan Osorio,VEN,DF,30,1994,1.9,1,0.52,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Parma,Zion Suzuki,JPN,GK,21,2002,36.8,9,0.24,8,1,0,0,0,0,1,0.03,1,0,0,0,0,0
ITA-Serie A,2425,Roma,Alexis Saelemaekers,BEL,"DF,FW",25,1999,15.4,55,3.57,42,2,3,4,4,0,10,0.65,5,0,1,2,2,0
ITA-Serie A,2425,Roma,Anass Salah-Eddine,NED,DF,22,2002,1.7,4,2.37,4,0,0,0,0,0,1,0.59,1,0,0,0,0,0
ITA-Serie A,2425,Roma,Angeliño,ESP,DF,27,1997,35.3,89,2.52,68,14,2,1,4,0,7,0.2,6,0,0,0,1,0
ITA-Serie A,2425,Roma,Artem Dovbyk,UKR,FW,27,1997,26.9,52,1.94,43,0,4,4,1,0,6,0.22,3,0,2,1,0,0
ITA-Serie A,2425,Roma,Bryan Cristante,ITA,MF,29,1995,22.7,51,2.24,46,0,0,4,1,0,5,0.22,5,0,0,0,0,0
ITA-Serie A,2425,Roma,Devyne Rensch,NED,DF,21,2003,5.2,14,2.69,8,1,0,2,3,0,1,0.19,1,0,0,0,0,0
ITA-Serie A,2425,Roma,Eldor Shomurodov,UZB,"FW,MF",29,1995,12.2,32,2.62,27,0,0,4,0,1,7,0.57,7,0,0,0,0,0
ITA-Serie A,2425,Roma,Enzo Le Fée,FRA,MF,24,2000,3.5,9,2.55,7,1,1,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Roma,Gianluca Mancini,ITA,DF,28,1996,34.9,41,1.17,35,0,0,4,1,1,2,0.06,2,0,0,0,0,0
ITA-Serie A,2425,Roma,Leandro Paredes,ARG,MF,30,1994,15.3,48,3.15,33,9,1,3,0,2,2,0.13,1,1,0,0,0,0
ITA-Serie A,2425,Roma,Lorenzo Pellegrini,ITA,MF,28,1996,18.1,60,3.32,33,14,2,8,2,1,5,0.28,2,0,0,3,0,0
ITA-Serie A,2425,Roma,Lucas Gourna-Douath,FRA,MF,20,2003,2.5,4,1.58,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Roma,Manu Koné,FRA,MF,23,2001,28.6,67,2.34,46,1,5,6,6,3,6,0.21,3,0,1,0,1,1
ITA-Serie A,2425,Roma,Mario Hermoso,ESP,DF,29,1995,2.8,4,1.43,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Roma,Mats Hummels,GER,DF,35,1988,10.2,8,0.79,6,0,1,0,1,0,1,0.1,1,0,0,0,0,0
ITA-Serie A,2425,Roma,Matìas Soulé,ARG,"MF,DF",21,2003,19.8,90,4.55,63,17,3,5,2,0,8,0.4,5,1,0,1,1,0
ITA-Serie A,2425,Roma,Mile Svilar,SRB,GK,24,1999,38.0,6,0.16,5,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Roma,Niccolò Pisilli,ITA,MF,19,2004,13.6,35,2.57,27,0,1,3,3,1,5,0.37,4,0,0,1,0,0
ITA-Serie A,2425,Roma,Nicola Zalewski,POL,"DF,FW",22,2002,5.9,20,3.37,18,0,0,0,2,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Roma,Obite N'Dicka,CIV,DF,24,1999,38.0,33,0.87,30,0,0,3,0,0,3,0.08,1,0,0,2,0,0
ITA-Serie A,2425,Roma,Paulo Dybala,ARG,"FW,MF",30,1993,15.7,84,5.34,47,19,1,6,11,0,8,0.51,5,1,0,0,2,0
ITA-Serie A,2425,Roma,Samuel Dahl,SWE,"DF,MF",24,2000,0.5,1,2.09,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Roma,Saud Abdulhamid,KSA,DF,25,1999,2.3,6,2.65,5,0,0,0,1,0,1,0.44,1,0,0,0,0,0
ITA-Serie A,2425,Roma,Stephan El Shaarawy,ITA,"DF,MF",31,1992,12.2,47,3.85,37,1,2,4,3,0,9,0.74,7,0,0,1,1,0
ITA-Serie A,2425,Roma,Tammy Abraham,ENG,FW,26,1997,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Roma,Tommaso Baldanzi,ITA,"MF,FW",21,2003,9.2,36,3.89,23,0,6,4,2,1,4,0.43,3,0,0,0,0,1
ITA-Serie A,2425,Roma,Victor Nelsson,DEN,DF,25,1998,2.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Roma,Zeki Çelik,TUR,DF,27,1997,25.1,38,1.51,35,1,1,1,0,0,4,0.16,4,0,0,0,0,0
ITA-Serie A,2425,Torino,Aaron Ciammaglichella,ITA,MF,19,2005,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Torino,Adam Masina,MAR,DF,30,1994,21.3,21,0.98,17,0,2,0,1,1,4,0.19,2,0,1,0,1,0
ITA-Serie A,2425,Torino,Adrien Tameze,CMR,"MF,DF",30,1994,7.2,8,1.11,6,0,1,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Torino,Alberto Paleari,ITA,GK,31,1992,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Torino,Alessio Cacciamani,ITA,"MF,DF",17,2007,0.3,1,2.9,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Torino,Ali Dembélé,FRA,DF,20,2004,4.3,7,1.62,5,0,2,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Torino,Alieu Njie,SWE,"FW,MF",19,2005,4.4,9,2.06,6,0,2,0,1,0,1,0.23,0,0,1,0,0,0
ITA-Serie A,2425,Torino,Antonio Sanabria,PAR,FW,28,1996,14.6,21,1.44,14,1,0,3,3,0,3,0.21,1,1,0,0,1,0
ITA-Serie A,2425,Torino,Borna Sosa,CRO,DF,26,1998,13.1,24,1.83,17,2,2,1,0,2,1,0.08,1,0,0,0,0,0
ITA-Serie A,2425,Torino,Cesare Casadei,ITA,MF,21,2003,11.3,19,1.68,16,0,0,1,1,1,2,0.18,2,0,0,0,0,0
ITA-Serie A,2425,Torino,Che Adams,SCO,FW,28,1996,29.5,63,2.14,49,1,0,8,5,0,5,0.17,4,0,0,1,0,0
ITA-Serie A,2425,Torino,Cristiano Biraghi,ITA,DF,31,1992,12.9,41,3.19,23,14,0,2,1,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Torino,Duván Zapata,COL,FW,33,1991,6.5,20,3.07,14,0,1,3,1,1,1,0.15,0,0,0,1,0,0
ITA-Serie A,2425,Torino,Elif Elmas,MKD,"FW,MF",24,1999,11.3,29,2.56,19,0,4,4,2,0,3,0.26,1,0,1,1,0,0
ITA-Serie A,2425,Torino,Guillermo Maripán,CHI,DF,30,1994,26.0,19,0.73,15,1,0,3,0,0,2,0.08,2,0,0,0,0,0
ITA-Serie A,2425,Torino,Gvidas Gineitis,LTU,MF,20,2004,15.9,39,2.45,26,6,0,4,2,1,2,0.13,1,0,0,0,0,1
ITA-Serie A,2425,Torino,Ivan Ilić,SRB,MF,23,2001,10.2,31,3.03,23,4,0,1,3,0,6,0.59,4,2,0,0,0,0
ITA-Serie A,2425,Torino,Karol Linetty,POL,MF,29,1995,17.1,24,1.4,20,0,2,1,0,1,2,0.12,1,0,0,1,0,0
ITA-Serie A,2425,Torino,Marcus Pedersen,NOR,DF,24,2000,15.1,15,0.99,12,0,0,2,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Torino,Mërgim Vojvoda,KVX,DF,29,1995,12.3,27,2.2,24,1,1,0,1,0,1,0.08,1,0,0,0,0,0
ITA-Serie A,2425,Torino,Nikola Vlašić,CRO,"MF,FW",26,1997,23.5,70,2.98,61,0,3,2,3,1,8,0.34,6,0,1,0,1,0
ITA-Serie A,2425,Torino,Raoul Bellanova,ITA,DF,24,2000,1.0,1,1.03,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Torino,Saba Sazonov,GEO,DF,22,2002,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Torino,Samuele Ricci,ITA,MF,22,2001,31.4,48,1.53,43,2,0,1,2,0,4,0.13,4,0,0,0,0,0
ITA-Serie A,2425,Torino,Saúl Coco,EQG,DF,25,1999,31.6,16,0.51,12,0,0,3,1,0,1,0.03,0,0,0,0,1,0
ITA-Serie A,2425,Torino,Sebastian Walukiewicz,POL,DF,24,2000,18.5,16,0.87,15,0,0,1,0,0,1,0.05,1,0,0,0,0,0
ITA-Serie A,2425,Torino,Sergiu Perciun,MDA,"FW,MF",18,2006,1.7,8,4.77,6,0,0,0,1,1,1,0.6,1,0,0,0,0,0
ITA-Serie A,2425,Torino,Tommaso Gabellini,ITA,FW,17,2006,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Torino,Valentino Lazaro,AUT,"DF,FW",28,1996,25.6,52,2.03,32,16,1,3,0,0,8,0.31,5,3,0,0,0,0
ITA-Serie A,2425,Torino,Vanja Milinković-Savić,SRB,GK,27,1997,37.0,10,0.27,7,3,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Torino,Yann Karamoh,FRA,"MF,FW",26,1998,11.6,24,2.06,16,1,3,4,0,0,2,0.17,1,0,0,1,0,0
ITA-Serie A,2425,Udinese,Alexis Sánchez,CHI,FW,35,1988,4.9,18,3.71,13,1,0,2,2,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Udinese,Arthur Atta,FRA,"MF,FW",21,2003,13.9,46,3.31,40,2,1,2,1,0,2,0.14,0,0,0,2,0,0
ITA-Serie A,2425,Udinese,Brenner,BRA,"MF,FW",24,2000,4.3,11,2.56,8,3,0,0,0,0,1,0.23,1,0,0,0,0,0
ITA-Serie A,2425,Udinese,Christian Kabasele,BEL,DF,33,1991,12.9,12,0.93,7,0,1,3,0,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Udinese,Damián Pizarro,CHI,"FW,MF",19,2005,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Udinese,Daniele Padelli,ITA,GK,38,1985,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Udinese,Enzo Ebosse,CMR,DF,25,1999,1.0,3,3.0,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Udinese,Florian Thauvin,FRA,"FW,MF",31,1993,21.7,93,4.28,63,13,5,8,3,1,9,0.41,4,1,0,4,0,0
ITA-Serie A,2425,Udinese,Hassane Kamara,CIV,DF,30,1994,22.2,44,1.98,34,3,1,2,1,3,6,0.27,3,1,0,0,1,1
ITA-Serie A,2425,Udinese,Iker Bravo,ESP,"FW,MF",19,2005,7.6,14,1.85,10,2,1,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Udinese,Jaka Bijol,SVN,DF,25,1999,32.9,30,0.91,26,1,0,3,0,0,1,0.03,0,0,0,1,0,0
ITA-Serie A,2425,Udinese,James Abankwah,IRL,"DF,MF",20,2004,1.0,1,1.02,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Udinese,Jesper Karlström,SWE,MF,29,1995,35.4,59,1.67,53,1,1,0,2,2,3,0.08,3,0,0,0,0,0
ITA-Serie A,2425,Udinese,Jordan Zemura,ZIM,DF,24,1999,15.7,30,1.91,19,7,1,1,1,1,4,0.25,3,0,0,1,0,0
ITA-Serie A,2425,Udinese,Jurgen Ekkelenkamp,NED,MF,24,2000,21.0,38,1.81,29,2,2,3,1,1,6,0.29,4,0,1,1,0,0
ITA-Serie A,2425,Udinese,Keinan Davis,ENG,FW,26,1998,11.8,35,2.95,27,0,4,3,0,1,2,0.17,0,0,1,1,0,0
ITA-Serie A,2425,Udinese,Kingsley Ehizibue,NED,DF,29,1995,27.8,51,1.84,39,4,1,3,3,1,2,0.07,1,0,0,1,0,0
ITA-Serie A,2425,Udinese,Lautaro Gianetti,ARG,DF,30,1993,9.8,4,0.41,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Udinese,Lorenzo Lucca,ITA,FW,23,2000,26.1,33,1.26,19,0,1,10,3,0,4,0.15,0,0,1,3,0,0
ITA-Serie A,2425,Udinese,Maduka Okoye,NGA,GK,24,1999,25.0,1,0.04,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Udinese,Martín Payero,ARG,MF,25,1998,15.3,51,3.32,25,5,5,1,10,5,5,0.33,4,0,0,0,0,1
ITA-Serie A,2425,Udinese,Matteo Palma,GER,DF,16,2008,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Udinese,Nehuén Pérez,ARG,DF,24,2000,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Udinese,Oier Zarraga,ESP,MF,25,1999,10.0,15,1.51,13,0,0,2,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Udinese,Oumar Solet,FRA,DF,24,2000,18.6,33,1.78,27,1,4,0,0,1,3,0.16,1,0,2,0,0,0
ITA-Serie A,2425,Udinese,Razvan Sava,ROU,GK,22,2002,12.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Udinese,Rui Modesto,ANG,"DF,MF",24,1999,6.8,23,3.4,22,1,0,0,0,0,2,0.3,2,0,0,0,0,0
ITA-Serie A,2425,Udinese,Sandi Lovrić,SVN,MF,26,1998,25.6,81,3.16,49,18,2,7,4,1,10,0.39,6,2,0,0,2,0
ITA-Serie A,2425,Udinese,Simone Pafundi,ITA,"MF,DF",18,2006,1.3,6,4.66,4,2,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Udinese,Souleymane Touré,FRA,DF,21,2003,8.1,8,0.98,6,0,0,1,0,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Udinese,Thomas Kristensen,DEN,DF,22,2002,19.5,17,0.87,16,1,0,0,0,0,1,0.05,1,0,0,0,0,0
ITA-Serie A,2425,Venezia,Alessandro Marcandalli,ITA,DF,21,2002,3.9,1,0.25,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Venezia,Alessio Zerbin,ITA,DF,25,1999,16.9,42,2.49,25,10,2,1,3,1,2,0.12,1,0,1,0,0,0
ITA-Serie A,2425,Venezia,Alfred Duncan,GHA,MF,31,1993,10.6,32,3.01,25,4,1,2,0,0,2,0.19,1,0,0,1,0,0
ITA-Serie A,2425,Venezia,Antonio Candela,ITA,DF,24,2000,11.2,17,1.52,13,1,1,0,0,2,1,0.09,1,0,0,0,0,0
ITA-Serie A,2425,Venezia,Antonio Raimondo,ITA,"FW,DF",20,2004,1.0,2,1.91,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Venezia,Bjarki Bjarkason,ISL,"DF,MF",24,2000,1.8,1,0.55,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Venezia,Cheick Oumar Conde,GUI,MF,24,2000,1.7,5,2.96,4,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Venezia,Christian Gytkjær,DEN,FW,34,1990,8.4,14,1.67,10,0,0,3,1,0,2,0.24,0,0,0,2,0,0
ITA-Serie A,2425,Venezia,Daniel Fila,CZE,FW,21,2002,5.5,15,2.74,9,0,2,1,3,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Venezia,Domen Črnigoj,SVN,MF,28,1995,1.5,2,1.32,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2425,Venezia,Fali Candé,GNB,DF,26,1998,17.0,14,0.82,10,2,0,1,1,0,3,0.18,2,0,0,1,0,0
ITA-Serie A,2425,Venezia,Filip Stankovic,SRB,GK,22,2002,15.2,1,0.07,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
