league,season,team,player,nationality,position,age,birth_year,minutes_90s,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense
ITA-Serie A,2122,Bologna,Mitchell Dijks,NED,"DF,FW",28,1993,7.7,12,1.56,8,3,0,0,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Bologna,Musa Barrow,GAM,"FW,MF",22,1998,23.7,87,3.67,65,11,3,4,4,0,10,0.42,8,1,0,1,0,0
ITA-Serie A,2122,Bologna,Nicola Bagnolini,ITA,GK,17,2004,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Bologna,Nicola Sansone,ITA,"FW,MF",29,1991,10.0,37,3.72,18,10,1,5,3,0,6,0.6,2,1,0,1,2,0
ITA-Serie A,2122,Bologna,Nicolas Viola,ITA,MF,31,1989,1.1,1,0.88,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Bologna,Nicolás Domínguez,ARG,MF,23,1998,22.4,61,2.72,52,1,0,5,1,2,4,0.18,4,0,0,0,0,0
ITA-Serie A,2122,Bologna,Niklas Pyyhtiä,FIN,MF,17,2003,0.2,1,4.74,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Bologna,Riccardo Orsolini,ITA,"FW,MF",24,1997,19.8,57,2.87,26,15,4,5,7,0,6,0.3,3,2,0,1,0,0
ITA-Serie A,2122,Bologna,Riccardo Stivanello,ITA,DF,17,2004,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Bologna,Roberto Soriano,ITA,MF,30,1991,29.1,102,3.5,90,1,0,4,4,3,10,0.34,10,0,0,0,0,0
ITA-Serie A,2122,Bologna,Sydney van Hooijdonk,NED,"FW,MF",21,2000,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Bologna,Takehiro Tomiyasu,JPN,DF,22,1998,0.1,1,9.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Bologna,Wisdom Amey,ITA,DF,15,2005,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Bologna,Łukasz Skorupski,POL,GK,30,1991,36.0,1,0.03,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Cagliari,Adam Obert,SVK,"DF,MF",18,2002,3.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Cagliari,Alberto Grassi,ITA,MF,26,1995,24.2,41,1.7,29,2,0,4,4,2,3,0.12,2,0,0,1,0,0
ITA-Serie A,2122,Cagliari,Alessandro Deiola,ITA,MF,25,1995,23.7,37,1.56,32,0,0,4,0,1,4,0.17,3,0,0,1,0,0
ITA-Serie A,2122,Cagliari,Alessio Cragno,ITA,GK,27,1994,35.0,4,0.11,1,3,0,0,0,0,1,0.03,0,1,0,0,0,0
ITA-Serie A,2122,Cagliari,Andrea Carboni,ITA,DF,20,2001,24.6,20,0.81,19,0,0,1,0,0,2,0.08,2,0,0,0,0,0
ITA-Serie A,2122,Cagliari,Boris Radunović,SRB,GK,25,1996,3.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Cagliari,Charalampos Lykogiannis,GRE,"DF,FW",27,1993,20.2,27,1.34,14,10,0,3,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Cagliari,Christian Oliva,URU,MF,25,1996,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Cagliari,Christos Kourfalidis,GRE,"MF,FW",18,2002,0.2,2,10.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Cagliari,Dalbert Henrique,BRA,"DF,MF",27,1993,23.1,57,2.47,41,14,0,1,1,0,5,0.22,3,1,0,1,0,0
ITA-Serie A,2122,Cagliari,Damir Ceter,COL,FW,23,1997,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Cagliari,Daniele Baselli,ITA,MF,29,1992,3.2,15,4.69,8,3,0,2,0,2,1,0.31,0,1,0,0,0,0
ITA-Serie A,2122,Cagliari,Diego Farias,BRA,"MF,FW",31,1990,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Cagliari,Diego Godín,URU,DF,35,1986,9.1,8,0.88,6,0,0,1,0,1,1,0.11,1,0,0,0,0,0
ITA-Serie A,2122,Cagliari,Edoardo Goldaniga,ITA,DF,27,1993,10.4,10,0.96,8,0,0,1,0,1,1,0.1,0,0,0,1,0,0
ITA-Serie A,2122,Cagliari,Gabriele Zappa,ITA,DF,21,1999,12.7,19,1.49,17,1,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Cagliari,Gastón Pereiro,URU,"FW,MF",26,1995,10.8,42,3.87,25,9,4,3,1,0,3,0.28,2,1,0,0,0,0
ITA-Serie A,2122,Cagliari,Giorgio Altare,ITA,DF,22,1998,16.3,27,1.66,16,3,1,7,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Cagliari,Giovanni Simeone,ARG,FW,26,1995,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Cagliari,João Pedro,ITA,FW,29,1992,36.9,90,2.44,59,0,4,16,9,2,7,0.19,5,0,1,0,1,0
ITA-Serie A,2122,Cagliari,Keita Baldé,SEN,FW,26,1995,13.7,23,1.68,14,0,1,4,3,1,2,0.15,1,0,0,0,1,0
ITA-Serie A,2122,Cagliari,Kevin Strootman,NED,MF,31,1990,7.1,6,0.84,5,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Cagliari,Leonardo Pavoletti,ITA,FW,32,1988,16.9,27,1.6,21,0,2,2,2,0,3,0.18,2,0,0,0,1,0
ITA-Serie A,2122,Cagliari,Luca Ceppitelli,ITA,DF,31,1989,16.1,10,0.62,8,0,0,2,0,0,1,0.06,0,0,0,1,0,0
ITA-Serie A,2122,Cagliari,Luca Gagliano,ITA,"FW,DF",21,2000,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Cagliari,Marko Rog,CRO,MF,26,1995,3.5,18,5.23,14,0,1,1,2,0,2,0.58,1,0,0,0,1,0
ITA-Serie A,2122,Cagliari,Martín Cáceres,URU,DF,34,1987,9.2,14,1.51,12,0,0,2,0,0,1,0.11,1,0,0,0,0,0
ITA-Serie A,2122,Cagliari,Matteo Lovato,ITA,DF,21,2000,13.8,5,0.36,3,0,0,1,0,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Cagliari,Nahitan Nández,URU,"MF,DF",25,1995,16.9,54,3.19,41,3,4,1,4,1,6,0.35,4,0,1,0,1,0
ITA-Serie A,2122,Cagliari,Paolo Faragò,ITA,MF,28,1993,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Cagliari,Raoul Bellanova,ITA,"DF,FW",21,2000,27.7,66,2.38,54,1,4,2,5,0,8,0.29,8,0,0,0,0,0
ITA-Serie A,2122,Cagliari,Răzvan Marin,ROU,MF,25,1996,31.3,118,3.77,70,36,4,4,3,1,10,0.32,8,1,0,0,0,1
ITA-Serie A,2122,Cagliari,Sebastian Walukiewicz,POL,DF,21,2000,3.4,2,0.6,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Empoli,Andrea La Mantia,ITA,"FW,MF",30,1991,5.4,13,2.4,9,0,0,3,1,0,3,0.55,1,0,0,1,1,0
ITA-Serie A,2122,Empoli,Andrea Pinamonti,ITA,FW,22,1999,31.9,72,2.26,43,0,6,11,12,0,7,0.22,4,0,0,2,1,0
ITA-Serie A,2122,Empoli,Ardian Ismajli,ALB,DF,24,1996,14.1,11,0.78,9,1,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Empoli,Fabiano Parisi,ITA,DF,20,2000,16.4,34,2.07,25,2,6,1,0,0,5,0.3,3,0,2,0,0,0
ITA-Serie A,2122,Empoli,Federico Di Francesco,ITA,"FW,MF",27,1994,15.2,41,2.7,31,1,1,4,4,0,7,0.46,4,1,0,1,1,0
ITA-Serie A,2122,Empoli,Filippo Bandinelli,ITA,MF,26,1995,21.7,58,2.67,46,4,3,3,1,1,4,0.18,4,0,0,0,0,0
ITA-Serie A,2122,Empoli,Giovanni Crociata,ITA,FW,23,1997,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Empoli,Guglielmo Vicario,ITA,GK,24,1996,38.0,7,0.18,6,1,0,0,0,0,1,0.03,1,0,0,0,0,0
ITA-Serie A,2122,Empoli,Kristjan Asllani,ALB,MF,19,2002,15.0,30,2.0,22,3,0,3,2,0,3,0.2,3,0,0,0,0,0
ITA-Serie A,2122,Empoli,Leo Štulac,SVN,MF,26,1994,9.3,21,2.28,15,5,0,0,0,1,4,0.43,4,0,0,0,0,0
ITA-Serie A,2122,Empoli,Leonardo Mancuso,ITA,FW,29,1992,4.7,9,1.9,9,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Empoli,Liam Henderson,SCO,MF,25,1996,22.4,87,3.88,67,13,1,3,3,0,12,0.53,7,1,1,1,2,0
ITA-Serie A,2122,Empoli,Liberato Cacace,NZL,DF,20,2000,5.2,5,0.96,3,1,0,0,1,0,1,0.19,1,0,0,0,0,0
ITA-Serie A,2122,Empoli,Lorenzo Tonelli,ITA,DF,31,1990,9.7,14,1.45,11,0,0,1,1,1,1,0.1,1,0,0,0,0,0
ITA-Serie A,2122,Empoli,Marco Benassi,ITA,MF,26,1994,4.2,7,1.65,5,0,0,1,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Empoli,Mattia Viti,ITA,DF,19,2002,16.6,10,0.6,7,1,0,0,0,2,1,0.06,1,0,0,0,0,0
ITA-Serie A,2122,Empoli,Nedim Bajrami,ALB,"MF,FW",22,1999,22.8,104,4.55,66,21,8,5,1,3,7,0.31,5,1,0,1,0,0
ITA-Serie A,2122,Empoli,Nicolas Haas,SUI,MF,25,1996,11.1,32,2.87,31,0,0,1,0,0,2,0.18,2,0,0,0,0,0
ITA-Serie A,2122,Empoli,Patrick Cutrone,ITA,FW,23,1998,15.6,22,1.41,16,0,2,1,1,2,2,0.13,1,0,0,0,1,0
ITA-Serie A,2122,Empoli,Petar Stojanović,SVN,DF,25,1995,30.4,79,2.6,66,4,6,1,2,0,4,0.13,3,0,1,0,0,0
ITA-Serie A,2122,Empoli,Riccardo Fiamozzi,ITA,DF,28,1993,6.9,9,1.3,5,3,0,0,0,1,2,0.29,1,1,0,0,0,0
ITA-Serie A,2122,Empoli,Riccardo Marchizza,ITA,DF,23,1998,15.0,22,1.47,16,3,2,1,0,0,4,0.27,1,2,1,0,0,0
ITA-Serie A,2122,Empoli,Samuele Ricci,ITA,MF,19,2001,17.0,27,1.59,21,1,0,1,3,1,4,0.24,4,0,0,0,0,0
ITA-Serie A,2122,Empoli,Sebastiano Luperto,ITA,DF,24,1996,21.8,17,0.78,14,1,0,1,0,1,1,0.05,1,0,0,0,0,0
ITA-Serie A,2122,Empoli,Simone Romagnoli,ITA,DF,31,1990,16.6,11,0.66,9,2,0,0,0,0,1,0.06,1,0,0,0,0,0
ITA-Serie A,2122,Empoli,Szymon Żurkowski,POL,MF,23,1997,25.6,77,3.0,57,0,4,8,8,0,6,0.23,4,0,0,2,0,0
ITA-Serie A,2122,Empoli,Tommaso Baldanzi,ITA,FW,18,2003,0.2,1,5.29,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Empoli,Valerio Verre,ITA,MF,27,1994,3.4,15,4.37,12,0,1,1,1,0,2,0.58,2,0,0,0,0,0
ITA-Serie A,2122,Fiorentina,Aleksa Terzić,SRB,DF,21,1999,3.0,8,2.65,6,2,0,0,0,0,1,0.33,1,0,0,0,0,0
ITA-Serie A,2122,Fiorentina,Aleksandr Kokorin,RUS,"FW,MF",30,1991,0.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Fiorentina,Alfred Duncan,GHA,MF,28,1993,21.5,50,2.33,45,1,0,2,1,1,4,0.19,4,0,0,0,0,0
ITA-Serie A,2122,Fiorentina,Arthur Cabral,BRA,FW,23,1998,8.3,17,2.05,10,0,3,1,2,1,5,0.6,3,0,1,1,0,0
ITA-Serie A,2122,Fiorentina,Bartłomiej Drągowski,POL,GK,23,1997,6.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Fiorentina,Cristiano Biraghi,ITA,DF,28,1992,35.0,126,3.59,64,55,0,6,1,0,8,0.23,5,3,0,0,0,0
ITA-Serie A,2122,Fiorentina,Dušan Vlahović,SRB,FW,21,2000,20.6,54,2.62,33,0,6,8,7,0,11,0.53,5,0,1,5,0,0
ITA-Serie A,2122,Fiorentina,Erick Pulgar,CHI,MF,27,1994,3.8,11,2.9,8,3,0,0,0,0,2,0.53,2,0,0,0,0,0
ITA-Serie A,2122,Fiorentina,Filippo Distefano,ITA,FW,17,2003,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Fiorentina,Gaetano Castrovilli,ITA,MF,24,1997,15.5,49,3.17,36,6,2,1,4,0,5,0.32,5,0,0,0,0,0
ITA-Serie A,2122,Fiorentina,Giacomo Bonaventura,ITA,MF,31,1989,25.2,83,3.3,69,1,3,5,5,0,13,0.52,9,0,0,2,2,0
ITA-Serie A,2122,Fiorentina,Igor,BRA,DF,23,1998,24.9,19,0.76,16,0,0,2,0,1,1,0.04,1,0,0,0,0,0
ITA-Serie A,2122,Fiorentina,Jonathan Ikone,FRA,FW,23,1998,7.2,27,3.74,20,0,3,3,1,0,2,0.28,1,0,0,1,0,0
ITA-Serie A,2122,Fiorentina,José Callejón,ESP,FW,34,1987,14.4,47,3.25,32,10,1,3,1,0,4,0.28,4,0,0,0,0,0
ITA-Serie A,2122,Fiorentina,Krzysztof Piątek,POL,FW,26,1995,8.1,14,1.72,10,0,1,3,0,0,2,0.25,1,0,0,1,0,0
ITA-Serie A,2122,Fiorentina,Lorenzo Venuti,ITA,DF,26,1995,17.5,19,1.09,16,0,0,1,1,1,1,0.06,1,0,0,0,0,0
ITA-Serie A,2122,Fiorentina,Lucas Martínez Quarta,ARG,DF,25,1996,15.9,14,0.88,12,0,1,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Fiorentina,Lucas Torreira,URU,MF,25,1996,24.4,60,2.46,51,1,0,2,4,2,6,0.25,3,0,0,1,1,1
ITA-Serie A,2122,Fiorentina,Marco Benassi,ITA,"DF,MF",26,1994,1.8,1,0.56,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Fiorentina,Matija Nastasić,SRB,DF,28,1993,2.4,1,0.41,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Fiorentina,Nicolás González,ARG,FW,23,1998,26.2,95,3.63,58,2,7,10,17,1,14,0.53,6,0,1,1,5,1
ITA-Serie A,2122,Fiorentina,Nikola Milenković,SRB,DF,23,1997,32.5,17,0.52,14,0,0,3,0,0,1,0.03,1,0,0,0,0,0
ITA-Serie A,2122,Fiorentina,Pietro Terracciano,ITA,GK,31,1990,31.8,3,0.09,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Fiorentina,Riccardo Saponara,ITA,FW,29,1991,14.3,63,4.41,47,0,5,5,6,0,8,0.56,6,0,0,1,1,0
ITA-Serie A,2122,Fiorentina,Riccardo Sottil,ITA,FW,22,1999,13.8,34,2.47,22,0,4,3,4,1,4,0.29,3,0,0,0,0,1
ITA-Serie A,2122,Fiorentina,Sofyan Amrabat,MAR,MF,24,1996,10.5,18,1.72,16,0,1,0,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Fiorentina,Youssef Maleh,MAR,MF,22,1998,11.3,24,2.12,20,0,0,1,3,0,3,0.26,3,0,0,0,0,0
ITA-Serie A,2122,Fiorentina,Álvaro Odriozola,ESP,DF,25,1995,19.3,54,2.81,45,4,3,0,1,1,4,0.21,3,0,1,0,0,0
ITA-Serie A,2122,Genoa,Abdoulaye Touré,GUI,MF,27,1994,4.8,4,0.84,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Genoa,Adrian Šemper,CRO,GK,23,1998,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Genoa,Albert Guðmundsson,ISL,"FW,MF",24,1997,6.7,24,3.55,17,6,0,0,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Genoa,Aleksander Buksa,POL,FW,18,2003,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Genoa,Andrea Cambiaso,ITA,DF,21,2000,19.9,39,1.96,30,3,2,1,3,0,5,0.25,5,0,0,0,0,0
ITA-Serie A,2122,Genoa,Andrea Favilli,ITA,FW,24,1997,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Genoa,Andrea Masiello,ITA,DF,35,1986,5.7,2,0.35,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Genoa,Caleb Ekuban,GHA,"FW,MF",27,1994,19.1,38,1.99,28,0,3,3,4,0,5,0.26,3,0,2,0,0,0
ITA-Serie A,2122,Genoa,Davide Biraschi,ITA,DF,27,1994,10.3,5,0.48,4,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Genoa,Domenico Criscito,ITA,DF,34,1986,18.0,25,1.39,15,4,0,3,1,2,2,0.11,2,0,0,0,0,0
ITA-Serie A,2122,Genoa,Felipe Caicedo,ECU,FW,32,1988,3.2,9,2.85,6,0,0,1,2,0,3,0.95,2,0,0,0,1,0
ITA-Serie A,2122,Genoa,Filippo Melegoni,ITA,"MF,FW",22,1999,10.9,30,2.76,21,4,3,0,1,1,2,0.18,2,0,0,0,0,0
ITA-Serie A,2122,Genoa,Flavio Junior Bianchi,ITA,"FW,MF",21,2000,3.5,5,1.43,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Genoa,Francesco Cassata,ITA,MF,24,1997,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Genoa,Goran Pandev,MKD,"FW,MF",38,1983,9.4,20,2.14,14,0,1,1,4,0,2,0.21,2,0,0,0,0,0
ITA-Serie A,2122,Genoa,Hernani,BRA,"MF,FW",27,1994,7.6,7,0.93,5,0,1,0,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Genoa,Johan Vásquez,MEX,DF,22,1998,25.3,16,0.63,9,3,1,0,3,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Genoa,Kelvin Yeboah,ITA,"FW,MF",21,2000,9.4,34,3.6,21,0,3,2,7,1,3,0.32,2,0,0,0,1,0
ITA-Serie A,2122,Genoa,Laurens Serpe,ITA,DF,20,2001,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Genoa,Leo Skiri Østigård,NOR,DF,21,1999,13.0,12,0.92,10,0,0,2,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Genoa,Manolo Portanova,ITA,"FW,MF",21,2000,14.7,29,1.97,12,7,3,4,1,2,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Genoa,Mattia Bani,ITA,DF,27,1993,13.5,5,0.37,4,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Genoa,Mattia Destro,ITA,FW,30,1991,19.4,31,1.6,20,0,4,4,3,0,4,0.21,2,0,1,0,1,0
ITA-Serie A,2122,Genoa,Milan Badelj,CRO,MF,32,1989,31.6,72,2.28,64,0,1,1,2,4,2,0.06,0,0,1,0,1,0
ITA-Serie A,2122,Genoa,Mohamed Fares,ALG,"DF,FW",25,1996,6.5,21,3.23,13,3,0,4,1,0,3,0.46,3,0,0,0,0,0
ITA-Serie A,2122,Genoa,Morten Frendrup,DEN,"DF,MF",20,2001,7.7,14,1.81,9,0,1,1,0,3,2,0.26,1,0,0,0,0,1
ITA-Serie A,2122,Genoa,Nadiem Amiri,GER,"MF,FW",24,1996,7.6,30,3.96,24,4,1,0,1,0,1,0.13,1,0,0,0,0,0
ITA-Serie A,2122,Genoa,Nicolò Rovella,ITA,MF,19,2001,16.3,61,3.74,28,25,1,2,4,1,6,0.37,2,4,0,0,0,0
ITA-Serie A,2122,Genoa,Nikola Maksimović,SRB,DF,29,1991,12.4,4,0.32,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Genoa,Pablo Galdames Millán,CHI,MF,24,1996,11.4,30,2.62,15,8,2,1,2,2,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Genoa,Paolo Ghiglione,ITA,DF,24,1997,6.7,12,1.79,5,3,1,3,0,0,2,0.3,2,0,0,0,0,0
ITA-Serie A,2122,Genoa,Riccardo Calafiori,ITA,DF,19,2002,0.9,1,1.1,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Genoa,Roberto Piccoli,ITA,FW,20,2001,2.4,4,1.66,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Genoa,Salvatore Sirigu,ITA,GK,34,1987,37.0,4,0.11,2,2,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Genoa,Silvan Hefti,SUI,DF,23,1997,14.3,22,1.54,19,1,0,1,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Genoa,Stefano Sabelli,ITA,DF,28,1993,3.9,6,1.55,4,1,0,0,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Genoa,Stefano Sturaro,ITA,MF,28,1993,19.6,30,1.53,20,0,0,1,6,3,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Genoa,Valon Behrami,SUI,"MF,FW",36,1985,3.5,5,1.45,4,0,0,1,0,0,1,0.29,1,0,0,0,0,0
ITA-Serie A,2122,Genoa,Yayah Kallon,SLE,"FW,MF",20,2001,7.1,26,3.69,15,0,6,3,2,0,4,0.57,2,0,1,0,1,0
ITA-Serie A,2122,Genoa,Zinho Vanheusden,BEL,DF,22,1999,11.0,7,0.64,7,0,0,0,0,0,1,0.09,1,0,0,0,0,0
ITA-Serie A,2122,Hellas Verona,Adrien Tameze,CMR,"MF,DF",27,1994,28.6,63,2.2,52,1,5,1,1,3,6,0.21,5,0,1,0,0,0
ITA-Serie A,2122,Hellas Verona,Alessandro Berardi,ITA,GK,30,1991,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Hellas Verona,Antonín Barák,CZE,"MF,FW",26,1994,26.0,70,2.69,57,1,4,6,2,0,9,0.35,6,0,1,1,1,0
ITA-Serie A,2122,Hellas Verona,Bosko Sutalo,CRO,DF,21,2000,10.2,6,0.59,6,0,0,0,0,0,1,0.1,1,0,0,0,0,0
ITA-Serie A,2122,Hellas Verona,Daniel Bessa,ITA,MF,28,1993,8.5,26,3.05,25,0,0,1,0,0,4,0.47,4,0,0,0,0,0
ITA-Serie A,2122,Hellas Verona,Darko Lazović,SRB,DF,30,1990,30.7,91,2.96,79,4,3,5,0,0,11,0.36,11,0,0,0,0,0
ITA-Serie A,2122,Hellas Verona,Davide Faraoni,ITA,DF,29,1991,28.6,47,1.64,35,3,1,5,3,0,8,0.28,7,0,0,1,0,0
ITA-Serie A,2122,Hellas Verona,Diego Coppola,ITA,DF,17,2003,2.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Hellas Verona,Fabio Depaoli,ITA,DF,24,1997,7.8,17,2.18,14,1,1,0,1,0,3,0.38,3,0,0,0,0,0
ITA-Serie A,2122,Hellas Verona,Federico Ceccherini,ITA,DF,29,1992,26.2,24,0.92,22,0,0,1,1,0,2,0.08,2,0,0,0,0,0
ITA-Serie A,2122,Hellas Verona,Filippo Terracciano,ITA,DF,18,2003,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Hellas Verona,Giangiacomo Magnani,ITA,DF,25,1995,5.9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Hellas Verona,Gianluca Caprari,ITA,"MF,FW",28,1993,30.4,142,4.67,92,20,9,9,9,3,20,0.66,16,1,2,1,0,0
ITA-Serie A,2122,Hellas Verona,Gianluca Frabotta,ITA,"DF,MF",22,1999,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Hellas Verona,Giovanni Simeone,ARG,FW,26,1995,29.5,58,1.97,41,0,3,7,5,2,9,0.31,7,0,0,1,1,0
ITA-Serie A,2122,Hellas Verona,Ivan Ilić,SRB,MF,20,2001,28.1,56,2.0,43,9,2,1,1,0,9,0.32,8,1,0,0,0,0
ITA-Serie A,2122,Hellas Verona,Ivor Pandur,CRO,GK,21,2000,3.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Hellas Verona,Kevin Lasagna,ITA,"MF,FW",28,1992,13.2,37,2.82,26,0,1,6,3,1,7,0.53,6,0,0,0,1,0
ITA-Serie A,2122,Hellas Verona,Koray Günter,GER,DF,26,1994,26.8,15,0.56,13,1,0,0,0,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Hellas Verona,Lorenzo Montipò,ITA,GK,25,1996,34.0,3,0.09,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Hellas Verona,Martin Hongla,CMR,MF,23,1998,7.2,9,1.25,7,0,0,0,0,2,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Hellas Verona,Mateusz Praszelik,POL,MF,20,2000,0.3,1,3.6,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Hellas Verona,Matteo Cancellieri,ITA,"MF,DF",19,2002,2.5,7,2.79,5,1,1,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Hellas Verona,Mattia Zaccagni,ITA,MF,26,1995,2.0,14,7.0,4,6,1,0,2,1,2,1.0,0,0,1,0,1,0
ITA-Serie A,2122,Hellas Verona,Miguel Veloso,POR,MF,35,1986,14.9,51,3.42,34,16,1,0,0,0,7,0.47,6,1,0,0,0,0
ITA-Serie A,2122,Hellas Verona,Nicolò Casale,ITA,DF,23,1998,28.7,34,1.18,33,1,0,0,0,0,5,0.17,5,0,0,0,0,0
ITA-Serie A,2122,Hellas Verona,Nikola Kalinić,CRO,FW,33,1988,4.5,13,2.88,9,0,1,0,3,0,2,0.44,1,0,0,0,1,0
ITA-Serie A,2122,Hellas Verona,Panagiotis Retsos,GRE,DF,22,1998,0.6,1,1.73,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2122,Hellas Verona,Paweł Dawidowicz,POL,DF,26,1995,13.3,11,0.83,7,0,0,0,1,3,1,0.08,1,0,0,0,0,0
