league,season,team,player,nationality,position,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xa,Progression_PrgR,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90
ITA-Serie A,2122,Empoli,Riccardo Fiamozzi,ITA,DF,28,1993,10,7,620,0,1,0,0,1,0,0.0,0.0,0.6,14,0.0,0.15,0.15,0.0,0.15,0.0,0.09,0.09,0.0,0.09
ITA-Serie A,2122,Empoli,Riccardo Marchizza,ITA,DF,23,1998,19,16,1346,0,1,0,0,4,0,0.3,0.3,1.4,47,0.0,0.07,0.07,0.0,0.07,0.02,0.09,0.11,0.02,0.11
ITA-Serie A,2122,Empoli,Samuele Ricci,ITA,MF,19,2001,21,17,1530,1,1,0,0,1,1,0.2,0.2,0.3,13,0.06,0.06,0.12,0.06,0.12,0.01,0.02,0.03,0.01,0.03
ITA-Serie A,2122,Empoli,Sebastiano Luperto,ITA,DF,24,1996,24,22,1958,0,1,0,0,8,1,0.7,0.7,0.5,3,0.0,0.05,0.05,0.0,0.05,0.03,0.02,0.05,0.03,0.05
ITA-Serie A,2122,Empoli,Simone Romagnoli,ITA,DF,31,1990,19,17,1497,2,0,0,0,3,0,1.5,1.5,0.4,1,0.12,0.0,0.12,0.12,0.12,0.09,0.02,0.11,0.09,0.11
ITA-Serie A,2122,Empoli,Szymon Żurkowski,POL,MF,23,1997,35,29,2307,6,2,0,0,5,0,3.7,3.7,1.6,107,0.23,0.08,0.31,0.23,0.31,0.14,0.06,0.21,0.14,0.21
ITA-Serie A,2122,Empoli,Tommaso Baldanzi,ITA,FW,18,2003,1,0,18,0,0,0,0,0,0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13
ITA-Serie A,2122,Empoli,Valerio Verre,ITA,MF,27,1994,8,4,310,0,1,0,0,2,1,0.6,0.6,0.6,23,0.0,0.29,0.29,0.0,0.29,0.18,0.16,0.34,0.18,0.34
ITA-Serie A,2122,Fiorentina,Aleksa Terzić,SRB,DF,21,1999,14,1,274,0,1,0,0,1,0,0.0,0.0,0.4,23,0.0,0.33,0.33,0.0,0.33,0.0,0.14,0.14,0.0,0.14
ITA-Serie A,2122,Fiorentina,Aleksandr Kokorin,RUS,"FW,MF",30,1991,6,0,55,0,0,0,0,1,0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Fiorentina,Alfred Duncan,GHA,MF,28,1993,33,21,1931,2,2,0,0,3,0,0.9,0.9,2.0,71,0.09,0.09,0.19,0.09,0.19,0.04,0.09,0.14,0.04,0.14
ITA-Serie A,2122,Fiorentina,Arthur Cabral,BRA,FW,23,1998,14,8,749,2,2,0,0,1,0,4.2,4.2,0.4,27,0.24,0.24,0.48,0.24,0.48,0.5,0.04,0.55,0.5,0.55
ITA-Serie A,2122,Fiorentina,Bartłomiej Drągowski,POL,GK,23,1997,7,7,556,0,0,0,0,0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Fiorentina,Cristiano Biraghi,ITA,DF,28,1992,37,37,3153,4,1,1,2,5,1,3.1,1.5,6.1,177,0.11,0.03,0.14,0.09,0.11,0.09,0.17,0.26,0.04,0.22
ITA-Serie A,2122,Fiorentina,Dušan Vlahović,SRB,FW,21,2000,21,21,1857,17,2,5,6,2,0,12.9,8.2,1.8,138,0.82,0.1,0.92,0.58,0.68,0.62,0.09,0.71,0.4,0.48
ITA-Serie A,2122,Fiorentina,Erick Pulgar,CHI,MF,27,1994,6,4,341,0,1,0,0,2,0,0.1,0.1,0.6,1,0.0,0.26,0.26,0.0,0.26,0.03,0.17,0.2,0.03,0.2
ITA-Serie A,2122,Fiorentina,Filippo Distefano,ITA,FW,17,2003,1,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Fiorentina,Gaetano Castrovilli,ITA,MF,24,1997,23,16,1391,1,1,0,0,4,0,1.0,1.0,0.8,59,0.06,0.06,0.13,0.06,0.13,0.07,0.05,0.12,0.07,0.12
ITA-Serie A,2122,Fiorentina,Giacomo Bonaventura,ITA,MF,31,1989,31,28,2266,4,4,0,0,8,1,4.7,4.7,2.3,94,0.16,0.16,0.32,0.16,0.32,0.19,0.09,0.28,0.19,0.28
ITA-Serie A,2122,Fiorentina,Igor,BRA,DF,23,1998,30,23,2242,0,0,0,0,3,0,0.4,0.4,0.9,1,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.05,0.02,0.05
ITA-Serie A,2122,Fiorentina,Jonathan Ikone,FRA,FW,23,1998,17,7,649,1,1,0,0,1,0,1.7,1.7,1.6,57,0.14,0.14,0.28,0.14,0.28,0.23,0.22,0.45,0.23,0.45
ITA-Serie A,2122,Fiorentina,José Callejón,ESP,FW,34,1987,30,16,1298,1,2,0,0,0,0,1.8,1.8,2.4,105,0.07,0.14,0.21,0.07,0.21,0.12,0.17,0.29,0.12,0.29
ITA-Serie A,2122,Fiorentina,Krzysztof Piątek,POL,FW,26,1995,14,9,733,3,0,0,1,0,0,3.6,2.8,0.9,33,0.37,0.0,0.37,0.37,0.37,0.44,0.11,0.55,0.34,0.45
ITA-Serie A,2122,Fiorentina,Lorenzo Venuti,ITA,DF,26,1995,23,20,1571,0,0,0,0,4,0,0.2,0.2,0.3,53,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
ITA-Serie A,2122,Fiorentina,Lucas Martínez Quarta,ARG,DF,25,1996,20,16,1431,1,0,0,0,8,0,1.2,1.2,1.0,4,0.06,0.0,0.06,0.06,0.06,0.07,0.06,0.14,0.07,0.14
ITA-Serie A,2122,Fiorentina,Lucas Torreira,URU,MF,25,1996,31,26,2195,5,1,0,0,10,1,5.3,5.0,2.1,30,0.21,0.04,0.25,0.21,0.25,0.22,0.09,0.3,0.2,0.29
ITA-Serie A,2122,Fiorentina,Marco Benassi,ITA,"DF,MF",26,1994,6,1,158,0,0,0,0,1,0,0.1,0.1,0.1,6,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.11,0.05,0.11
ITA-Serie A,2122,Fiorentina,Matija Nastasić,SRB,DF,28,1993,5,2,219,0,0,0,0,1,0,0.1,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.06,0.04,0.06
ITA-Serie A,2122,Fiorentina,Nicolás González,ARG,FW,23,1998,33,26,2357,7,6,3,3,4,1,10.1,7.7,4.2,210,0.27,0.23,0.5,0.15,0.38,0.39,0.16,0.55,0.3,0.46
ITA-Serie A,2122,Fiorentina,Nikola Milenković,SRB,DF,23,1997,34,34,2926,1,0,0,0,10,1,2.1,2.1,0.2,8,0.03,0.0,0.03,0.03,0.03,0.07,0.01,0.07,0.07,0.07
ITA-Serie A,2122,Fiorentina,Pietro Terracciano,ITA,GK,31,1990,32,31,2862,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Fiorentina,Riccardo Saponara,ITA,FW,29,1991,29,13,1284,3,3,0,0,1,0,2.2,2.2,3.2,123,0.21,0.21,0.42,0.21,0.42,0.15,0.23,0.38,0.15,0.38
ITA-Serie A,2122,Fiorentina,Riccardo Sottil,ITA,FW,22,1999,24,14,1239,3,2,0,0,4,1,2.5,2.5,2.5,126,0.22,0.15,0.36,0.22,0.36,0.18,0.18,0.36,0.18,0.36
ITA-Serie A,2122,Fiorentina,Sofyan Amrabat,MAR,MF,24,1996,23,8,944,1,0,0,0,6,0,0.1,0.1,0.2,3,0.1,0.0,0.1,0.1,0.1,0.01,0.02,0.04,0.01,0.04
ITA-Serie A,2122,Fiorentina,Youssef Maleh,MAR,MF,22,1998,28,11,1019,2,2,0,0,5,0,2.3,2.3,1.8,74,0.18,0.18,0.35,0.18,0.35,0.2,0.16,0.36,0.2,0.36
ITA-Serie A,2122,Fiorentina,Álvaro Odriozola,ESP,DF,25,1995,25,18,1733,1,2,0,0,4,1,1.3,1.3,3.4,136,0.05,0.1,0.16,0.05,0.16,0.07,0.18,0.24,0.07,0.24
ITA-Serie A,2122,Genoa,Abdoulaye Touré,GUI,MF,27,1994,8,6,430,0,0,0,0,1,0,0.1,0.1,0.0,4,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
ITA-Serie A,2122,Genoa,Adrian Šemper,CRO,GK,23,1998,1,1,90,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Genoa,Albert Guðmundsson,ISL,"FW,MF",24,1997,12,6,607,1,0,0,0,3,0,1.3,1.3,0.8,45,0.15,0.0,0.15,0.15,0.15,0.19,0.13,0.31,0.19,0.31
ITA-Serie A,2122,Genoa,Aleksander Buksa,POL,FW,18,2003,4,0,63,0,0,0,0,0,0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Genoa,Andrea Cambiaso,ITA,DF,21,2000,26,21,1790,1,4,0,0,5,1,0.7,0.7,1.4,92,0.05,0.2,0.25,0.05,0.25,0.03,0.07,0.11,0.03,0.11
ITA-Serie A,2122,Genoa,Andrea Favilli,ITA,FW,24,1997,1,0,36,0,0,0,0,0,0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Genoa,Andrea Masiello,ITA,DF,35,1986,7,6,515,0,0,0,0,3,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
ITA-Serie A,2122,Genoa,Caleb Ekuban,GHA,"FW,MF",27,1994,30,18,1716,1,2,0,0,2,0,3.5,3.5,2.4,133,0.05,0.1,0.16,0.05,0.16,0.18,0.13,0.31,0.18,0.31
ITA-Serie A,2122,Genoa,Davide Biraschi,ITA,DF,27,1994,14,11,930,0,0,0,0,4,0,0.0,0.0,0.2,11,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
ITA-Serie A,2122,Genoa,Domenico Criscito,ITA,DF,34,1986,20,18,1618,6,1,6,7,4,0,5.8,0.3,1.1,32,0.33,0.06,0.39,0.0,0.06,0.32,0.06,0.38,0.02,0.08
ITA-Serie A,2122,Genoa,Felipe Caicedo,ECU,FW,32,1988,9,1,284,1,2,0,0,1,0,1.4,1.4,1.1,22,0.32,0.63,0.95,0.32,0.95,0.45,0.34,0.79,0.45,0.79
ITA-Serie A,2122,Genoa,Filippo Melegoni,ITA,"MF,FW",22,1999,25,10,980,1,0,0,0,1,0,0.6,0.6,1.1,60,0.09,0.0,0.09,0.09,0.09,0.06,0.1,0.16,0.06,0.16
ITA-Serie A,2122,Genoa,Flavio Junior Bianchi,ITA,"FW,MF",21,2000,7,4,314,1,0,0,0,0,0,0.8,0.8,0.1,18,0.29,0.0,0.29,0.29,0.29,0.23,0.03,0.26,0.23,0.26
ITA-Serie A,2122,Genoa,Francesco Cassata,ITA,MF,24,1997,1,0,7,0,0,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Genoa,Goran Pandev,MKD,"FW,MF",38,1983,20,7,843,0,1,0,0,1,0,0.5,0.5,1.2,57,0.0,0.11,0.11,0.0,0.11,0.06,0.13,0.19,0.06,0.19
ITA-Serie A,2122,Genoa,Hernani,BRA,"MF,FW",27,1994,18,7,682,0,0,0,0,0,0,0.6,0.6,0.2,20,0.0,0.0,0.0,0.0,0.0,0.08,0.03,0.11,0.08,0.11
ITA-Serie A,2122,Genoa,Johan Vásquez,MEX,DF,22,1998,28,27,2279,1,0,0,0,7,0,0.8,0.8,0.1,9,0.04,0.0,0.04,0.04,0.04,0.03,0.0,0.04,0.03,0.04
ITA-Serie A,2122,Genoa,Kelvin Yeboah,ITA,"FW,MF",21,2000,17,9,850,0,1,0,0,2,0,1.1,1.1,1.4,60,0.0,0.11,0.11,0.0,0.11,0.12,0.15,0.27,0.12,0.27
ITA-Serie A,2122,Genoa,Laurens Serpe,ITA,DF,20,2001,1,0,45,0,0,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Genoa,Leo Skiri Østigård,NOR,DF,21,1999,15,13,1172,0,0,0,0,4,2,0.3,0.3,0.2,2,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.04,0.02,0.04
ITA-Serie A,2122,Genoa,Manolo Portanova,ITA,"FW,MF",21,2000,24,17,1322,1,0,0,0,4,0,2.9,2.9,0.6,57,0.07,0.0,0.07,0.07,0.07,0.2,0.04,0.24,0.2,0.24
ITA-Serie A,2122,Genoa,Mattia Bani,ITA,DF,27,1993,17,13,1211,0,0,0,0,1,0,1.1,1.1,0.1,1,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08
ITA-Serie A,2122,Genoa,Mattia Destro,ITA,FW,30,1991,27,21,1744,9,1,0,0,4,0,7.7,7.7,1.1,75,0.46,0.05,0.52,0.46,0.52,0.4,0.05,0.45,0.4,0.45
ITA-Serie A,2122,Genoa,Milan Badelj,CRO,MF,32,1989,34,34,2844,1,0,0,0,4,0,1.0,1.0,2.1,24,0.03,0.0,0.03,0.03,0.03,0.03,0.07,0.1,0.03,0.1
ITA-Serie A,2122,Genoa,Mohamed Fares,ALG,"DF,FW",25,1996,9,6,587,2,1,0,0,2,0,1.1,1.1,0.7,22,0.31,0.15,0.46,0.31,0.46,0.17,0.11,0.28,0.17,0.28
ITA-Serie A,2122,Genoa,Morten Frendrup,DEN,"DF,MF",20,2001,10,6,695,0,0,0,0,1,0,0.5,0.5,0.4,9,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.11,0.06,0.11
ITA-Serie A,2122,Genoa,Nadiem Amiri,GER,"MF,FW",24,1996,13,9,683,0,1,0,0,0,0,0.9,0.9,2.1,34,0.0,0.13,0.13,0.0,0.13,0.12,0.28,0.4,0.12,0.4
ITA-Serie A,2122,Genoa,Nicolò Rovella,ITA,MF,19,2001,21,16,1468,0,3,0,0,5,0,0.7,0.7,2.3,34,0.0,0.18,0.18,0.0,0.18,0.04,0.14,0.18,0.04,0.18
ITA-Serie A,2122,Genoa,Nikola Maksimović,SRB,DF,29,1991,14,13,1115,0,0,0,0,2,0,0.2,0.2,0.1,1,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02
ITA-Serie A,2122,Genoa,Pablo Galdames Millán,CHI,MF,24,1996,19,11,1028,0,0,0,0,2,0,0.5,0.5,1.0,22,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.13,0.04,0.13
ITA-Serie A,2122,Genoa,Paolo Ghiglione,ITA,DF,24,1997,13,6,603,0,1,0,0,3,0,0.6,0.6,1.0,32,0.0,0.15,0.15,0.0,0.15,0.09,0.15,0.24,0.09,0.24
ITA-Serie A,2122,Genoa,Riccardo Calafiori,ITA,DF,19,2002,3,1,82,0,0,0,0,1,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
ITA-Serie A,2122,Genoa,Roberto Piccoli,ITA,FW,20,2001,5,2,218,0,0,0,0,0,0,0.2,0.2,0.1,15,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.13,0.07,0.13
ITA-Serie A,2122,Genoa,Salvatore Sirigu,ITA,GK,34,1987,37,37,3330,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Genoa,Silvan Hefti,SUI,DF,23,1997,16,14,1288,0,0,0,0,1,0,0.2,0.2,0.7,43,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06
ITA-Serie A,2122,Genoa,Stefano Sabelli,ITA,DF,28,1993,7,5,348,0,0,0,0,3,0,0.1,0.1,0.1,21,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06
ITA-Serie A,2122,Genoa,Stefano Sturaro,ITA,MF,28,1993,25,24,1766,0,0,0,0,12,0,0.5,0.5,0.8,53,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07
ITA-Serie A,2122,Genoa,Valon Behrami,SUI,"MF,FW",36,1985,10,2,311,0,0,0,0,3,0,0.1,0.1,0.1,4,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06
ITA-Serie A,2122,Genoa,Yayah Kallon,SLE,"FW,MF",20,2001,15,5,636,0,1,0,0,3,0,1.5,1.5,1.6,61,0.0,0.14,0.14,0.0,0.14,0.21,0.22,0.43,0.21,0.43
ITA-Serie A,2122,Genoa,Zinho Vanheusden,BEL,DF,22,1999,14,11,989,0,0,0,0,3,0,0.2,0.2,0.1,5,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02
ITA-Serie A,2122,Hellas Verona,Adrien Tameze,CMR,"MF,DF",27,1994,38,26,2574,4,2,0,0,4,0,1.2,1.2,1.9,96,0.14,0.07,0.21,0.14,0.21,0.04,0.07,0.11,0.04,0.11
ITA-Serie A,2122,Hellas Verona,Alessandro Berardi,ITA,GK,30,1991,1,1,90,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Hellas Verona,Antonín Barák,CZE,"MF,FW",26,1994,29,27,2340,11,4,4,4,4,0,8.9,5.7,2.7,124,0.42,0.15,0.58,0.27,0.42,0.34,0.1,0.44,0.22,0.32
ITA-Serie A,2122,Hellas Verona,Bosko Sutalo,CRO,DF,21,2000,24,6,920,0,0,0,0,0,0,0.2,0.2,0.0,17,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
ITA-Serie A,2122,Hellas Verona,Daniel Bessa,ITA,MF,28,1993,24,5,768,1,1,0,0,5,1,0.4,0.4,0.4,29,0.12,0.12,0.23,0.12,0.23,0.04,0.05,0.09,0.04,0.09
ITA-Serie A,2122,Hellas Verona,Darko Lazović,SRB,DF,30,1990,34,32,2766,1,7,0,0,2,0,2.9,2.9,6.3,243,0.03,0.23,0.26,0.03,0.26,0.09,0.2,0.3,0.09,0.3
ITA-Serie A,2122,Hellas Verona,Davide Faraoni,ITA,DF,29,1991,32,30,2572,4,5,0,0,8,1,3.0,3.0,2.9,125,0.14,0.17,0.31,0.14,0.31,0.11,0.1,0.21,0.11,0.21
ITA-Serie A,2122,Hellas Verona,Diego Coppola,ITA,DF,17,2003,4,3,249,0,0,0,0,0,0,0.1,0.1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
ITA-Serie A,2122,Hellas Verona,Fabio Depaoli,ITA,DF,24,1997,18,7,703,1,1,0,0,3,0,0.8,0.8,0.6,33,0.13,0.13,0.26,0.13,0.26,0.1,0.08,0.18,0.1,0.18
ITA-Serie A,2122,Hellas Verona,Federico Ceccherini,ITA,DF,29,1992,34,29,2358,1,0,0,0,12,1,1.7,1.7,0.5,41,0.04,0.0,0.04,0.04,0.04,0.06,0.02,0.08,0.06,0.08
ITA-Serie A,2122,Hellas Verona,Filippo Terracciano,ITA,DF,18,2003,1,0,7,0,0,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Hellas Verona,Giangiacomo Magnani,ITA,DF,25,1995,14,5,530,0,0,0,0,3,1,0.9,0.9,0.0,1,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15
ITA-Serie A,2122,Hellas Verona,Gianluca Caprari,ITA,"MF,FW",28,1993,35,33,2739,12,7,2,2,4,0,7.1,5.5,6.2,270,0.39,0.23,0.62,0.33,0.56,0.23,0.2,0.44,0.18,0.38
ITA-Serie A,2122,Hellas Verona,Gianluca Frabotta,ITA,"DF,MF",22,1999,2,0,20,0,0,0,0,0,0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Hellas Verona,Giovanni Simeone,ARG,FW,26,1995,35,32,2653,17,5,0,1,8,0,10.3,9.5,3.2,259,0.58,0.17,0.75,0.58,0.75,0.35,0.11,0.46,0.32,0.43
ITA-Serie A,2122,Hellas Verona,Ivan Ilić,SRB,MF,20,2001,32,30,2526,1,3,0,0,5,1,2.4,2.4,1.8,67,0.04,0.11,0.14,0.04,0.14,0.09,0.06,0.15,0.09,0.15
ITA-Serie A,2122,Hellas Verona,Ivor Pandur,CRO,GK,21,2000,3,3,270,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Hellas Verona,Kevin Lasagna,ITA,"MF,FW",28,1992,28,11,1184,2,4,0,0,1,0,3.3,3.3,2.1,104,0.15,0.3,0.46,0.15,0.46,0.25,0.16,0.41,0.25,0.41
ITA-Serie A,2122,Hellas Verona,Koray Günter,GER,DF,26,1994,30,29,2411,0,0,0,0,10,0,0.3,0.3,0.7,3,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04
ITA-Serie A,2122,Hellas Verona,Lorenzo Montipò,ITA,GK,25,1996,34,34,3060,0,0,0,0,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Hellas Verona,Martin Hongla,CMR,MF,23,1998,18,7,651,1,0,0,0,3,0,1.5,1.5,0.1,12,0.14,0.0,0.14,0.14,0.14,0.2,0.01,0.21,0.2,0.21
ITA-Serie A,2122,Hellas Verona,Mateusz Praszelik,POL,MF,20,2000,2,0,25,0,0,0,0,0,0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05
ITA-Serie A,2122,Hellas Verona,Matteo Cancellieri,ITA,"MF,DF",19,2002,12,1,227,1,0,0,0,1,0,0.2,0.1,0.2,13,0.4,0.0,0.4,0.4,0.4,0.07,0.08,0.14,0.05,0.13
ITA-Serie A,2122,Hellas Verona,Mattia Zaccagni,ITA,MF,26,1995,2,2,180,2,0,1,1,0,0,1.1,0.3,1.1,20,1.0,0.0,1.0,0.5,0.5,0.56,0.54,1.1,0.17,0.7
ITA-Serie A,2122,Hellas Verona,Miguel Veloso,POR,MF,35,1986,22,17,1343,0,3,0,0,7,1,0.5,0.5,1.5,13,0.0,0.2,0.2,0.0,0.2,0.04,0.1,0.14,0.04,0.14
ITA-Serie A,2122,Hellas Verona,Nicolò Casale,ITA,DF,23,1998,36,30,2586,0,1,0,0,10,0,0.7,0.7,1.0,29,0.0,0.03,0.03,0.0,0.03,0.03,0.03,0.06,0.03,0.06
ITA-Serie A,2122,Hellas Verona,Nikola Kalinić,CRO,FW,33,1988,14,4,406,4,1,0,0,5,1,3.2,3.2,0.9,49,0.89,0.22,1.11,0.89,1.11,0.72,0.19,0.91,0.72,0.91
ITA-Serie A,2122,Hellas Verona,Panagiotis Retsos,GRE,DF,22,1998,5,1,55,0,0,0,0,0,0,0.0,0.0,0.1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2
ITA-Serie A,2122,Hellas Verona,Paweł Dawidowicz,POL,DF,26,1995,17,13,1198,0,0,0,0,3,0,0.5,0.5,0.3,13,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06
ITA-Serie A,2122,Hellas Verona,Samuel Di Carmine,ITA,FW,32,1988,1,0,36,0,0,0,0,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12
ITA-Serie A,2122,Hellas Verona,Yıldırım Mert Çetin,TUR,MF,24,1997,2,0,46,0,0,0,0,0,0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Inter,Aleksandar Kolarov,SRB,DF,35,1985,3,0,42,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
ITA-Serie A,2122,Inter,Alessandro Bastoni,ITA,DF,22,1999,31,29,2311,1,2,0,0,4,0,0.3,0.3,2.0,34,0.04,0.08,0.12,0.04,0.12,0.01,0.08,0.09,0.01,0.09
ITA-Serie A,2122,Inter,Alexis Sánchez,CHI,FW,32,1988,27,7,881,5,2,0,0,0,0,4.3,4.3,2.0,77,0.51,0.2,0.72,0.51,0.72,0.44,0.2,0.64,0.44,0.64
ITA-Serie A,2122,Inter,Andrea Ranocchia,ITA,DF,33,1988,6,3,341,0,0,0,0,1,0,0.5,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12
ITA-Serie A,2122,Inter,Arturo Vidal,CHI,MF,34,1987,28,2,741,1,1,0,0,3,0,2.0,2.0,1.6,35,0.12,0.12,0.24,0.12,0.24,0.24,0.19,0.43,0.24,0.43
ITA-Serie A,2122,Inter,Danilo D'Ambrosio,ITA,DF,32,1988,20,9,1000,1,1,0,0,2,0,2.0,2.0,0.1,31,0.09,0.09,0.18,0.09,0.18,0.18,0.01,0.19,0.18,0.19
ITA-Serie A,2122,Inter,Denzel Dumfries,NED,DF,25,1996,33,21,2028,5,4,0,0,3,0,5.2,5.2,4.4,204,0.22,0.18,0.4,0.22,0.4,0.23,0.19,0.43,0.23,0.43
ITA-Serie A,2122,Inter,Edin Džeko,BIH,FW,35,1986,36,27,2469,13,6,0,0,2,0,14.8,14.8,3.9,207,0.47,0.22,0.69,0.47,0.69,0.54,0.14,0.68,0.54,0.68
ITA-Serie A,2122,Inter,Federico Dimarco,ITA,DF,23,1997,32,13,1430,2,3,0,1,1,0,3.5,2.7,5.2,116,0.13,0.19,0.31,0.13,0.31,0.22,0.33,0.55,0.17,0.5
ITA-Serie A,2122,Inter,Felipe Caicedo,ECU,"FW,DF",32,1988,3,0,23,0,0,0,0,0,0,0.0,0.0,0.1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.44,0.0,0.44
ITA-Serie A,2122,Inter,Hakan Çalhanoğlu,TUR,MF,27,1994,34,33,2480,7,12,3,3,11,0,5.9,3.5,8.7,126,0.25,0.44,0.69,0.15,0.58,0.22,0.32,0.53,0.13,0.44
ITA-Serie A,2122,Inter,Ionuț Radu,ROU,GK,24,1997,1,1,90,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2122,Inter,Ivan Perišić,CRO,DF,32,1989,35,35,2821,8,6,1,1,4,0,4.3,3.5,7.7,242,0.26,0.19,0.45,0.22,0.41,0.14,0.25,0.38,0.11,0.36
ITA-Serie A,2122,Inter,Joaquín Correa,ARG,FW,26,1994,26,12,1025,6,1,0,0,2,0,4.6,4.6,2.2,93,0.53,0.09,0.61,0.53,0.61,0.4,0.19,0.6,0.4,0.6
ITA-Serie A,2122,Inter,Lautaro Martínez,ARG,FW,23,1997,35,28,2282,21,3,3,6,6,0,20.9,16.7,3.2,149,0.83,0.12,0.95,0.71,0.83,0.83,0.13,0.95,0.66,0.79
