league,season,team,player,nationality,position,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xa,Progression_PrgR,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90
ITA-Serie A,2425,Monza,Gaetano Castrovilli,ITA,MF,27,1997,12,7,596,0,0,0,0,0,0,0.3,0.3,0.4,28,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.11,0.05,0.11
ITA-Serie A,2425,Monza,Gianluca Caprari,ITA,"MF,FW",31,1993,34,18,1651,3,2,2,2,3,0,4.2,2.6,2.4,104,0.16,0.11,0.27,0.05,0.16,0.23,0.13,0.36,0.14,0.27
ITA-Serie A,2425,Monza,Giorgos Kyriakopoulos,GRE,DF,28,1996,34,33,2845,2,4,0,0,5,0,0.9,0.9,3.3,132,0.06,0.13,0.19,0.06,0.19,0.03,0.1,0.13,0.03,0.13
ITA-Serie A,2425,Monza,Jean-Daniel Akpa-Akpro,CIV,MF,31,1992,14,12,966,0,0,0,0,4,0,0.3,0.3,0.2,22,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05
ITA-Serie A,2425,Monza,Kacper Urbanski,POL,MF,19,2004,8,6,500,0,0,0,0,1,0,0.1,0.1,0.1,14,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.05,0.03,0.05
ITA-Serie A,2425,Monza,Keita Baldé,SEN,FW,29,1995,11,8,638,2,0,0,0,2,0,1.1,1.1,0.2,29,0.28,0.0,0.28,0.28,0.28,0.15,0.02,0.18,0.15,0.18
ITA-Serie A,2425,Monza,Kevin Martins,ITA,"MF,DF",19,2005,9,1,183,0,1,0,0,1,0,0.0,0.0,0.4,10,0.0,0.49,0.49,0.0,0.49,0.0,0.19,0.19,0.0,0.19
ITA-Serie A,2425,Monza,Kevin Zeroli,ITA,MF,19,2005,8,4,395,0,1,0,0,0,0,0.8,0.8,0.5,8,0.0,0.23,0.23,0.0,0.23,0.17,0.11,0.28,0.17,0.28
ITA-Serie A,2425,Monza,Luca Caldirola,ITA,DF,33,1991,14,10,876,0,0,0,0,5,0,0.3,0.3,0.1,4,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
ITA-Serie A,2425,Monza,Matteo Pessina,ITA,MF,27,1997,11,10,854,0,0,0,0,2,0,0.2,0.2,0.1,20,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
ITA-Serie A,2425,Monza,Mattia Valoti,ITA,MF,30,1993,5,0,40,0,0,0,0,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Monza,Milan Đurić,BIH,FW,34,1990,18,13,1270,4,1,0,0,3,0,2.9,2.9,1.1,30,0.28,0.07,0.35,0.28,0.35,0.21,0.08,0.28,0.21,0.28
ITA-Serie A,2425,Monza,Mirko Marić,CRO,"FW,MF",29,1995,8,1,106,0,0,0,0,0,0,0.2,0.2,0.0,8,0.0,0.0,0.0,0.0,0.0,0.15,0.04,0.19,0.15,0.19
ITA-Serie A,2425,Monza,Omari Forson,ENG,"MF,FW",20,2004,9,1,223,0,0,0,0,0,0,0.2,0.2,0.5,18,0.0,0.0,0.0,0.0,0.0,0.09,0.21,0.3,0.09,0.3
ITA-Serie A,2425,Monza,Pablo Marí,ESP,DF,30,1993,19,19,1628,0,0,0,0,4,1,0.2,0.2,0.1,1,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01
ITA-Serie A,2425,Monza,Patrick Ciurria,ITA,"MF,DF",29,1995,21,12,1111,1,1,0,0,1,0,0.8,0.8,2.3,52,0.08,0.08,0.16,0.08,0.16,0.07,0.18,0.25,0.07,0.25
ITA-Serie A,2425,Monza,Pedro Pereira,POR,DF,26,1998,35,32,2665,1,3,0,0,10,0,1.2,1.2,1.6,107,0.03,0.1,0.14,0.03,0.14,0.04,0.05,0.1,0.04,0.1
ITA-Serie A,2425,Monza,Roberto Gagliardini,ITA,"MF,DF",30,1994,8,0,180,0,0,0,0,1,0,0.0,0.0,0.2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09
ITA-Serie A,2425,Monza,Samuele Birindelli,ITA,"DF,MF",25,1999,21,18,1468,3,0,0,0,2,0,2.1,2.1,1.4,100,0.18,0.0,0.18,0.18,0.18,0.13,0.09,0.22,0.13,0.22
ITA-Serie A,2425,Monza,Samuele Vignato,ITA,MF,20,2004,17,3,470,0,0,0,0,0,0,0.3,0.3,0.0,30,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.06,0.06,0.06
ITA-Serie A,2425,Monza,Semuel Pizzignacco,ITA,GK,22,2001,9,8,736,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Monza,Silvère Ganvoula M'Boussy,CGO,FW,28,1996,7,4,326,0,0,0,0,0,0,0.4,0.4,0.2,21,0.0,0.0,0.0,0.0,0.0,0.1,0.06,0.16,0.1,0.16
ITA-Serie A,2425,Monza,Stefan Lekovic,SRB,DF,20,2004,7,3,367,0,0,0,0,0,0,0.1,0.1,0.0,2,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
ITA-Serie A,2425,Monza,Stefano Sensi,ITA,MF,28,1995,12,2,274,1,0,1,1,0,0,0.9,0.2,0.2,8,0.33,0.0,0.33,0.0,0.0,0.31,0.07,0.38,0.05,0.12
ITA-Serie A,2425,Monza,Stefano Turati,ITA,GK,22,2001,30,30,2676,0,0,0,0,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Monza,Tomás Palacios,ARG,DF,21,2003,8,5,446,0,0,0,0,2,0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
ITA-Serie A,2425,Monza,Warren Bondo,FRA,MF,20,2003,20,19,1618,0,0,0,0,5,1,0.4,0.4,0.3,21,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04
ITA-Serie A,2425,Napoli,Alessandro Buongiorno,ITA,DF,25,1999,22,22,1924,1,0,0,0,2,0,0.8,0.8,0.6,8,0.05,0.0,0.05,0.05,0.05,0.04,0.03,0.07,0.04,0.07
ITA-Serie A,2425,Napoli,Alessio Zerbin,ITA,"FW,DF",25,1999,2,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Napoli,Alex Meret,ITA,GK,27,1997,34,34,3005,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Napoli,Amir Rrahmani,KVX,DF,30,1994,38,38,3406,1,3,0,0,2,0,2.9,2.9,1.1,2,0.03,0.08,0.11,0.03,0.11,0.08,0.03,0.1,0.08,0.1
ITA-Serie A,2425,Napoli,Andre-Frank Zambo Anguissa,CMR,MF,28,1995,35,32,2852,6,4,0,0,5,0,4.4,4.4,2.4,119,0.19,0.13,0.32,0.19,0.32,0.14,0.08,0.22,0.14,0.22
ITA-Serie A,2425,Napoli,Billy Gilmour,SCO,MF,23,2001,26,13,1177,0,1,0,0,0,0,0.5,0.5,1.8,18,0.0,0.08,0.08,0.0,0.08,0.04,0.14,0.18,0.04,0.18
ITA-Serie A,2425,Napoli,Cyril Ngonge,BEL,FW,24,2000,18,1,216,0,0,0,0,2,0,0.7,0.7,0.4,36,0.0,0.0,0.0,0.0,0.0,0.29,0.15,0.44,0.29,0.44
ITA-Serie A,2425,Napoli,David Neres,BRA,FW,27,1997,28,13,1283,2,4,0,0,1,0,2.7,2.7,3.5,143,0.14,0.28,0.42,0.14,0.42,0.19,0.25,0.43,0.19,0.43
ITA-Serie A,2425,Napoli,Elia Caprile,ITA,GK,22,2001,4,3,325,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Napoli,Giacomo Raspadori,ITA,"FW,MF",24,2000,26,11,1103,6,1,0,0,1,0,4.0,4.0,2.4,57,0.49,0.08,0.57,0.49,0.57,0.33,0.2,0.52,0.33,0.52
ITA-Serie A,2425,Napoli,Giovanni Di Lorenzo,ITA,DF,30,1993,37,37,3330,3,2,0,0,6,0,2.8,2.8,3.9,163,0.08,0.05,0.14,0.08,0.14,0.08,0.1,0.18,0.08,0.18
ITA-Serie A,2425,Napoli,Giovanni Simeone,ARG,FW,29,1995,30,1,419,1,1,0,0,1,0,2.6,2.6,0.8,30,0.21,0.21,0.43,0.21,0.43,0.56,0.17,0.73,0.56,0.73
ITA-Serie A,2425,Napoli,Juan Jesus,BRA,DF,33,1991,15,12,1074,0,1,0,0,2,0,0.3,0.3,0.0,2,0.0,0.08,0.08,0.0,0.08,0.03,0.0,0.03,0.03,0.03
ITA-Serie A,2425,Napoli,Khvicha Kvaratskhelia,GEO,"FW,MF",23,2001,17,15,1178,5,3,1,1,1,0,4.1,3.4,3.7,89,0.38,0.23,0.61,0.31,0.53,0.32,0.28,0.6,0.26,0.54
ITA-Serie A,2425,Napoli,Leonardo Spinazzola,ITA,"DF,FW",31,1993,27,17,1517,1,1,0,0,1,0,0.7,0.7,3.5,81,0.06,0.06,0.12,0.06,0.12,0.04,0.21,0.25,0.04,0.25
ITA-Serie A,2425,Napoli,Mathías Olivera,URU,DF,26,1997,32,26,2370,0,2,0,0,4,0,1.1,1.1,1.7,62,0.0,0.08,0.08,0.0,0.08,0.04,0.07,0.11,0.04,0.11
ITA-Serie A,2425,Napoli,Matteo Politano,ITA,"FW,MF",30,1993,37,34,2804,3,4,0,0,3,0,3.1,3.1,4.8,278,0.1,0.13,0.22,0.1,0.22,0.1,0.15,0.25,0.1,0.25
ITA-Serie A,2425,Napoli,Michael Folorunsho,ITA,"FW,MF",26,1998,6,0,35,0,0,0,0,0,0,0.1,0.1,0.0,2,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27
ITA-Serie A,2425,Napoli,Noah Okafor,SUI,"FW,MF",24,2000,4,0,40,0,0,0,0,0,0,0.0,0.0,0.6,6,0.0,0.0,0.0,0.0,0.0,0.04,1.43,1.47,0.04,1.47
ITA-Serie A,2425,Napoli,Pasquale Mazzocchi,ITA,"DF,FW",29,1995,20,7,702,0,0,0,0,3,0,0.3,0.3,0.4,43,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08
ITA-Serie A,2425,Napoli,Philip Billing,DEN,MF,28,1996,10,1,197,1,0,0,0,1,0,1.5,1.5,0.1,8,0.46,0.0,0.46,0.46,0.46,0.71,0.05,0.76,0.71,0.76
ITA-Serie A,2425,Napoli,Rafa Marín,ESP,DF,22,2002,4,1,142,0,0,0,0,1,0,0.2,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14
ITA-Serie A,2425,Napoli,Romelu Lukaku,BEL,FW,31,1993,36,35,2843,14,10,3,4,4,0,13.0,9.8,3.9,219,0.44,0.32,0.76,0.35,0.66,0.41,0.12,0.54,0.31,0.44
ITA-Serie A,2425,Napoli,Scott McTominay,SCO,MF,27,1996,34,33,2938,12,4,0,0,3,0,7.4,7.4,2.7,131,0.37,0.12,0.49,0.37,0.49,0.23,0.08,0.31,0.23,0.31
ITA-Serie A,2425,Napoli,Simone Scuffet,ITA,GK,28,1996,1,1,90,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Napoli,Stanislav Lobotka,SVK,MF,29,1994,32,31,2636,0,1,0,0,3,0,0.3,0.3,1.2,32,0.0,0.03,0.03,0.0,0.03,0.01,0.04,0.05,0.01,0.05
ITA-Serie A,2425,Napoli,Walid Cheddira,MAR,FW,26,1998,1,0,12,0,0,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2
ITA-Serie A,2425,Parma,Adrian Benedyczak,POL,"FW,MF",23,2000,9,2,214,0,0,0,0,0,0,0.3,0.3,0.1,12,0.0,0.0,0.0,0.0,0.0,0.11,0.02,0.13,0.11,0.13
ITA-Serie A,2425,Parma,Adrian Bernabe,ESP,MF,23,2001,21,18,1453,1,1,0,0,1,0,1.3,1.3,1.1,20,0.06,0.06,0.12,0.06,0.12,0.08,0.07,0.15,0.08,0.15
ITA-Serie A,2425,Parma,Alessandro Circati,AUS,DF,20,2003,6,6,540,0,0,0,0,1,0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.06,0.05,0.06
ITA-Serie A,2425,Parma,Alessandro Vogliacco,ITA,DF,25,1998,10,10,772,0,0,0,0,2,0,0.1,0.1,0.1,0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02
ITA-Serie A,2425,Parma,Ange-Yoan Bonny,FRA,FW,20,2003,37,30,2529,6,4,2,3,2,0,9.4,7.1,2.9,163,0.21,0.14,0.36,0.14,0.28,0.34,0.1,0.44,0.25,0.35
ITA-Serie A,2425,Parma,Antoine Hainaut,FRA,"DF,FW",22,2002,25,10,1206,2,0,0,0,4,0,0.8,0.8,1.0,37,0.15,0.0,0.15,0.15,0.15,0.06,0.08,0.14,0.06,0.14
ITA-Serie A,2425,Parma,Botond Balogh,HUN,DF,22,2002,29,23,2053,0,1,0,0,5,0,0.4,0.4,0.1,1,0.0,0.04,0.04,0.0,0.04,0.02,0.0,0.02,0.02,0.02
ITA-Serie A,2425,Parma,Dennis Man,ROU,"FW,MF",25,1998,33,23,1995,4,4,0,0,0,0,5.5,5.5,4.2,142,0.18,0.18,0.36,0.18,0.36,0.25,0.19,0.44,0.25,0.44
ITA-Serie A,2425,Parma,Drissa Camara,CIV,"MF,FW",22,2002,21,1,447,0,0,0,0,3,0,1.2,1.2,0.8,35,0.0,0.0,0.0,0.0,0.0,0.25,0.16,0.4,0.25,0.4
ITA-Serie A,2425,Parma,Emanuele Valeri,ITA,DF,25,1998,35,34,2873,2,6,1,1,1,0,1.8,1.0,4.7,109,0.06,0.19,0.25,0.03,0.22,0.06,0.15,0.21,0.03,0.18
ITA-Serie A,2425,Parma,Enrico Del Prato,ITA,DF,24,1999,34,32,2947,4,0,0,0,8,0,2.0,2.0,1.2,31,0.12,0.0,0.12,0.12,0.12,0.06,0.04,0.1,0.06,0.1
ITA-Serie A,2425,Parma,Gabriel Charpentier,CGO,FW,25,1999,10,0,271,1,2,0,0,1,0,1.3,1.3,0.9,16,0.33,0.66,1.0,0.33,1.0,0.44,0.31,0.75,0.44,0.75
ITA-Serie A,2425,Parma,Giovanni Leoni,ITA,DF,17,2006,17,14,1199,1,0,0,0,3,1,0.1,0.1,0.0,5,0.08,0.0,0.08,0.08,0.08,0.01,0.0,0.01,0.01,0.01
ITA-Serie A,2425,Parma,Hernani,BRA,MF,30,1994,25,15,1327,3,3,3,3,7,0,2.8,0.5,1.5,40,0.2,0.2,0.41,0.0,0.2,0.19,0.1,0.3,0.03,0.14
ITA-Serie A,2425,Parma,Jacob Ondrejka,SWE,"MF,FW",21,2002,12,3,422,5,0,0,0,0,0,1.3,1.3,0.6,21,1.07,0.0,1.07,1.07,1.07,0.27,0.13,0.4,0.27,0.4
ITA-Serie A,2425,Parma,Lautaro Valenti,ARG,DF,25,1999,20,18,1556,1,0,0,0,6,1,0.2,0.2,0.2,3,0.06,0.0,0.06,0.06,0.06,0.01,0.01,0.02,0.01,0.02
ITA-Serie A,2425,Parma,Leandro Chichizola,ARG,GK,34,1990,1,1,90,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Parma,Mandela Keita,BEL,MF,22,2002,30,24,1826,0,2,0,0,6,1,0.1,0.1,1.0,5,0.0,0.1,0.1,0.0,0.1,0.01,0.05,0.06,0.01,0.06
ITA-Serie A,2425,Parma,Mateo Pellegrino,ARG,FW,23,2001,13,8,737,3,1,0,0,2,0,3.3,3.3,0.7,37,0.37,0.12,0.49,0.37,0.49,0.4,0.09,0.49,0.4,0.49
ITA-Serie A,2425,Parma,Mateusz Kowalski,POL,MF,19,2005,1,1,56,0,0,0,0,0,0,0.4,0.4,0.0,2,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.69,0.69,0.69
ITA-Serie A,2425,Parma,Mathias Løvik,NOR,"DF,FW",20,2003,6,0,92,0,0,0,0,0,0,0.1,0.1,0.1,6,0.0,0.0,0.0,0.0,0.0,0.09,0.08,0.18,0.09,0.18
ITA-Serie A,2425,Parma,Matteo Cancellieri,ITA,"FW,MF",22,2002,27,19,1424,3,0,0,0,2,1,2.7,2.7,0.7,79,0.19,0.0,0.19,0.19,0.19,0.17,0.04,0.21,0.17,0.21
ITA-Serie A,2425,Parma,Milan Đurić,BIH,FW,34,1990,9,3,268,1,0,0,0,1,0,0.3,0.3,0.0,6,0.34,0.0,0.34,0.34,0.34,0.08,0.0,0.08,0.08,0.08
ITA-Serie A,2425,Parma,Mohamed Haj,TUN,MF,19,2005,15,3,453,1,2,0,0,4,0,0.6,0.6,1.2,28,0.2,0.4,0.6,0.2,0.6,0.13,0.24,0.36,0.13,0.36
ITA-Serie A,2425,Parma,Nahuel Estévez,ARG,MF,28,1995,14,7,657,0,0,0,0,3,0,0.1,0.1,0.8,4,0.0,0.0,0.0,0.0,0.0,0.01,0.1,0.12,0.01,0.12
ITA-Serie A,2425,Parma,Pontus Almqvist,SWE,"FW,MF",25,1999,29,10,1112,1,1,0,0,5,0,2.1,2.1,1.3,85,0.08,0.08,0.16,0.08,0.16,0.17,0.11,0.28,0.17,0.28
ITA-Serie A,2425,Parma,Simon Sohm,SUI,MF,23,2001,37,36,2989,4,0,0,0,6,0,3.1,3.1,2.1,67,0.12,0.0,0.12,0.12,0.12,0.09,0.06,0.16,0.09,0.16
ITA-Serie A,2425,Parma,Valentin Mihaila,ROU,"FW,MF",24,2000,21,16,1288,0,3,0,0,2,0,2.4,2.4,1.2,72,0.0,0.21,0.21,0.0,0.21,0.17,0.08,0.25,0.17,0.25
ITA-Serie A,2425,Parma,Woyo Coulibaly,MLI,DF,25,1999,14,12,1084,0,1,0,0,1,1,0.1,0.1,0.9,23,0.0,0.08,0.08,0.0,0.08,0.01,0.08,0.09,0.01,0.09
ITA-Serie A,2425,Parma,Wylan Cyprien,FRA,MF,29,1995,2,0,28,0,0,0,0,0,0,0.2,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.63,0.63,0.63
ITA-Serie A,2425,Parma,Yordan Osorio,VEN,DF,30,1994,3,2,172,0,0,0,0,0,0,0.0,0.0,0.1,0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.08,0.01,0.08
ITA-Serie A,2425,Parma,Zion Suzuki,JPN,GK,21,2002,37,37,3314,0,0,0,0,2,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Roma,Alexis Saelemaekers,BEL,"DF,FW",25,1999,22,17,1389,7,3,0,0,4,0,2.5,2.5,2.6,136,0.45,0.19,0.65,0.45,0.65,0.16,0.17,0.33,0.16,0.33
ITA-Serie A,2425,Roma,Anass Salah-Eddine,NED,DF,22,2002,3,2,152,0,1,0,0,0,0,0.3,0.3,0.1,15,0.0,0.59,0.59,0.0,0.59,0.19,0.08,0.27,0.19,0.27
ITA-Serie A,2425,Roma,Angeliño,ESP,DF,27,1997,38,36,3177,2,1,0,0,1,0,1.4,1.4,3.7,172,0.06,0.03,0.08,0.06,0.08,0.04,0.1,0.15,0.04,0.15
ITA-Serie A,2425,Roma,Artem Dovbyk,UKR,FW,27,1997,32,27,2418,12,2,2,2,0,0,11.9,10.3,2.4,175,0.45,0.07,0.52,0.37,0.45,0.44,0.09,0.53,0.38,0.47
ITA-Serie A,2425,Roma,Bryan Cristante,ITA,MF,29,1995,30,23,2045,4,2,0,0,8,0,2.1,2.1,1.4,41,0.18,0.09,0.26,0.18,0.26,0.09,0.06,0.15,0.09,0.15
ITA-Serie A,2425,Roma,Devyne Rensch,NED,DF,21,2003,14,5,469,0,1,0,0,0,0,0.3,0.3,0.8,25,0.0,0.19,0.19,0.0,0.19,0.05,0.15,0.2,0.05,0.2
ITA-Serie A,2425,Roma,Eldor Shomurodov,UZB,"FW,MF",29,1995,27,11,1097,4,4,0,0,1,0,4.7,4.7,1.3,62,0.33,0.33,0.66,0.33,0.66,0.39,0.11,0.5,0.39,0.5
ITA-Serie A,2425,Roma,Enzo Le Fée,FRA,MF,24,2000,6,4,318,0,0,0,0,1,0,0.2,0.2,0.1,3,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.1,0.06,0.1
ITA-Serie A,2425,Roma,Gianluca Mancini,ITA,DF,28,1996,37,36,3143,2,0,0,0,8,0,1.7,1.7,0.9,23,0.06,0.0,0.06,0.06,0.06,0.05,0.03,0.07,0.05,0.07
ITA-Serie A,2425,Roma,Leandro Paredes,ARG,MF,30,1994,22,15,1373,3,1,2,2,4,0,2.3,0.7,1.5,14,0.2,0.07,0.26,0.07,0.13,0.15,0.1,0.25,0.05,0.15
ITA-Serie A,2425,Roma,Lorenzo Pellegrini,ITA,MF,28,1996,25,20,1626,2,1,1,1,4,0,4.7,3.9,2.5,82,0.11,0.06,0.17,0.06,0.11,0.26,0.14,0.4,0.22,0.35
ITA-Serie A,2425,Roma,Lucas Gourna-Douath,FRA,MF,20,2003,6,2,229,0,0,0,0,2,0,0.1,0.1,0.1,9,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09
ITA-Serie A,2425,Roma,Manu Koné,FRA,MF,23,2001,34,31,2572,2,1,0,0,6,0,3.4,3.4,1.7,50,0.07,0.03,0.1,0.07,0.1,0.12,0.06,0.18,0.12,0.18
ITA-Serie A,2425,Roma,Mario Hermoso,ESP,DF,29,1995,8,2,251,0,0,0,0,2,1,0.1,0.1,0.0,5,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
ITA-Serie A,2425,Roma,Mats Hummels,GER,DF,35,1988,14,11,915,0,0,0,0,1,0,0.5,0.5,0.1,1,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.05,0.05,0.05
ITA-Serie A,2425,Roma,Matìas Soulé,ARG,"MF,DF",21,2003,27,22,1781,5,5,0,0,3,0,3.0,3.0,5.2,191,0.25,0.25,0.51,0.25,0.51,0.15,0.26,0.42,0.15,0.42
ITA-Serie A,2425,Roma,Mile Svilar,SRB,GK,24,1999,38,38,3420,0,0,0,0,1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Roma,Niccolò Pisilli,ITA,MF,19,2004,28,11,1227,2,1,0,0,7,0,2.7,2.7,0.7,44,0.15,0.07,0.22,0.15,0.22,0.2,0.05,0.25,0.2,0.25
ITA-Serie A,2425,Roma,Nicola Zalewski,POL,"DF,FW",22,2002,12,4,533,0,0,0,0,0,0,0.3,0.3,0.8,54,0.0,0.0,0.0,0.0,0.0,0.05,0.13,0.18,0.05,0.18
ITA-Serie A,2425,Roma,Obite N'Dicka,CIV,DF,24,1999,38,38,3420,0,1,0,0,2,0,1.0,1.0,0.7,5,0.0,0.03,0.03,0.0,0.03,0.03,0.02,0.05,0.03,0.05
ITA-Serie A,2425,Roma,Paulo Dybala,ARG,"FW,MF",30,1993,24,16,1417,6,3,3,3,2,0,6.4,4.0,5.0,122,0.38,0.19,0.57,0.19,0.38,0.4,0.32,0.72,0.25,0.57
ITA-Serie A,2425,Roma,Samuel Dahl,SWE,"DF,MF",24,2000,2,0,43,0,0,0,0,0,0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Roma,Saud Abdulhamid,KSA,DF,25,1999,4,2,205,0,1,0,0,0,0,0.0,0.0,0.2,26,0.0,0.44,0.44,0.0,0.44,0.01,0.08,0.09,0.01,0.09
ITA-Serie A,2425,Roma,Stephan El Shaarawy,ITA,"DF,MF",31,1992,31,12,1098,3,4,0,0,2,0,2.7,2.7,1.2,77,0.25,0.33,0.57,0.25,0.57,0.22,0.1,0.32,0.22,0.32
ITA-Serie A,2425,Roma,Tammy Abraham,ENG,FW,26,1997,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Roma,Tommaso Baldanzi,ITA,"MF,FW",21,2003,31,5,832,1,1,0,0,2,0,1.4,1.4,1.0,57,0.11,0.11,0.22,0.11,0.22,0.16,0.1,0.26,0.16,0.26
ITA-Serie A,2425,Roma,Victor Nelsson,DEN,DF,25,1998,4,1,187,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
ITA-Serie A,2425,Roma,Zeki Çelik,TUR,DF,27,1997,31,27,2256,0,2,0,0,5,0,0.6,0.6,1.6,93,0.0,0.08,0.08,0.0,0.08,0.02,0.07,0.09,0.02,0.09
ITA-Serie A,2425,Torino,Aaron Ciammaglichella,ITA,MF,19,2005,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Torino,Adam Masina,MAR,DF,30,1994,28,20,1919,1,2,0,0,5,0,0.7,0.7,0.3,10,0.05,0.09,0.14,0.05,0.14,0.03,0.01,0.05,0.03,0.05
ITA-Serie A,2425,Torino,Adrien Tameze,CMR,"MF,DF",30,1994,20,9,649,0,0,0,0,3,0,0.4,0.4,0.8,21,0.0,0.0,0.0,0.0,0.0,0.05,0.12,0.17,0.05,0.17
ITA-Serie A,2425,Torino,Alberto Paleari,ITA,GK,31,1992,1,1,90,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Torino,Alessio Cacciamani,ITA,"MF,DF",17,2007,2,0,31,0,0,0,0,0,0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Torino,Ali Dembélé,FRA,DF,20,2004,15,4,388,1,0,0,0,4,1,0.4,0.4,0.1,8,0.23,0.0,0.23,0.23,0.23,0.08,0.02,0.1,0.08,0.1
ITA-Serie A,2425,Torino,Alieu Njie,SWE,"FW,MF",19,2005,16,0,394,1,0,0,0,1,0,1.5,1.5,0.4,26,0.23,0.0,0.23,0.23,0.23,0.34,0.1,0.44,0.34,0.44
ITA-Serie A,2425,Torino,Antonio Sanabria,PAR,FW,28,1996,26,16,1318,2,1,0,1,2,0,2.9,2.1,0.5,54,0.14,0.07,0.2,0.14,0.2,0.2,0.03,0.23,0.14,0.18
ITA-Serie A,2425,Torino,Borna Sosa,CRO,DF,26,1998,19,14,1181,0,0,0,0,0,0,0.3,0.3,0.7,49,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07
ITA-Serie A,2425,Torino,Cesare Casadei,ITA,MF,21,2003,15,13,1017,1,1,0,0,1,0,1.2,1.2,0.4,12,0.09,0.09,0.18,0.09,0.18,0.1,0.03,0.14,0.1,0.14
