league,season,team,player,nationality,position,age,birth_year,minutes_90s,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked
ITA-Serie A,2122,Genoa,Francesco Cassata,ITA,MF,24,1997,0.1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
ITA-Serie A,2122,Genoa,Goran Pandev,MKD,"FW,MF",38,1983,9.4,236,224,10,0,4,0,3,0,0,0,0,0,167,2,7
ITA-Serie A,2122,Genoa,Hernani,BRA,"MF,FW",27,1994,7.6,237,221,16,9,0,3,15,1,4,2,2,0,171,0,12
ITA-Serie A,2122,Genoa,Johan Vásquez,MEX,DF,22,1998,25.3,1178,1015,157,50,0,2,17,100,0,0,0,0,829,6,28
ITA-Serie A,2122,Genoa,Kelvin Yeboah,ITA,"FW,MF",21,2000,9.4,178,171,6,0,0,0,10,2,0,0,0,0,113,1,10
ITA-Serie A,2122,Genoa,Laurens Serpe,ITA,DF,20,2001,0.5,31,30,1,1,0,1,1,0,0,0,0,0,26,0,2
ITA-Serie A,2122,Genoa,Leo Skiri Østigård,NOR,DF,21,1999,13.0,556,538,16,14,0,5,0,2,0,0,0,0,392,2,1
ITA-Serie A,2122,Genoa,Manolo Portanova,ITA,"FW,MF",21,2000,14.7,323,292,27,9,0,2,40,3,15,9,5,0,181,4,16
ITA-Serie A,2122,Genoa,Mattia Bani,ITA,DF,27,1993,13.5,469,425,42,34,0,0,1,0,0,0,0,0,333,2,7
ITA-Serie A,2122,Genoa,Mattia Destro,ITA,FW,30,1991,19.4,340,295,44,0,1,2,2,3,0,0,0,0,196,1,12
ITA-Serie A,2122,Genoa,Milan Badelj,CRO,MF,32,1989,31.6,1575,1522,43,39,4,12,10,4,0,0,0,0,1230,10,28
ITA-Serie A,2122,Genoa,Mohamed Fares,ALG,"DF,FW",25,1996,6.5,257,204,48,4,1,2,24,44,0,0,0,0,177,5,8
ITA-Serie A,2122,Genoa,Morten Frendrup,DEN,"DF,MF",20,2001,7.7,349,277,72,3,0,2,8,69,0,0,0,0,239,0,14
ITA-Serie A,2122,Genoa,Nadiem Amiri,GER,"MF,FW",24,1996,7.6,299,255,41,13,2,0,20,2,12,2,7,0,222,3,3
ITA-Serie A,2122,Genoa,Nicolò Rovella,ITA,MF,19,2001,16.3,977,822,152,75,3,11,110,9,68,26,32,0,762,3,11
ITA-Serie A,2122,Genoa,Nikola Maksimović,SRB,DF,29,1991,12.4,508,467,40,28,1,3,3,0,0,0,0,0,421,1,6
ITA-Serie A,2122,Genoa,Pablo Galdames Millán,CHI,MF,24,1996,11.4,443,403,38,25,1,7,31,4,8,2,5,1,324,2,7
ITA-Serie A,2122,Genoa,Paolo Ghiglione,ITA,DF,24,1997,6.7,343,257,83,4,0,1,37,73,6,2,2,0,212,3,15
ITA-Serie A,2122,Genoa,Riccardo Calafiori,ITA,DF,19,2002,0.9,21,16,5,0,0,0,0,5,0,0,0,0,12,0,1
ITA-Serie A,2122,Genoa,Roberto Piccoli,ITA,FW,20,2001,2.4,56,53,3,0,0,0,1,2,0,0,0,0,29,0,0
ITA-Serie A,2122,Genoa,Salvatore Sirigu,ITA,GK,34,1987,37.0,1182,799,380,117,0,3,0,0,0,0,0,0,777,3,2
ITA-Serie A,2122,Genoa,Silvan Hefti,SUI,DF,23,1997,14.3,551,417,134,5,1,0,33,129,0,0,0,0,393,0,19
ITA-Serie A,2122,Genoa,Stefano Sabelli,ITA,DF,28,1993,3.9,153,123,30,1,0,0,9,29,0,0,0,0,96,0,10
ITA-Serie A,2122,Genoa,Stefano Sturaro,ITA,MF,28,1993,19.6,607,582,21,7,0,2,37,8,6,1,5,0,376,4,27
ITA-Serie A,2122,Genoa,Valon Behrami,SUI,"MF,FW",36,1985,3.5,66,63,3,1,1,0,2,2,0,0,0,0,44,0,3
ITA-Serie A,2122,Genoa,Yayah Kallon,SLE,"FW,MF",20,2001,7.1,171,170,1,0,0,0,18,1,0,0,0,0,110,0,6
ITA-Serie A,2122,Genoa,Zinho Vanheusden,BEL,DF,22,1999,11.0,421,396,24,21,0,1,5,3,0,0,0,0,333,1,4
ITA-Serie A,2122,Hellas Verona,Adrien Tameze,CMR,"MF,DF",27,1994,28.6,1295,1217,74,33,3,10,31,41,0,0,0,0,1028,4,20
ITA-Serie A,2122,Hellas Verona,Alessandro Berardi,ITA,GK,30,1991,1.0,30,21,9,2,0,0,0,0,0,0,0,0,13,0,0
ITA-Serie A,2122,Hellas Verona,Antonín Barák,CZE,"MF,FW",26,1994,26.0,1107,1081,17,5,2,4,13,6,0,0,0,0,876,9,37
ITA-Serie A,2122,Hellas Verona,Bosko Sutalo,CRO,DF,21,2000,10.2,482,441,41,12,0,4,10,29,0,0,0,0,369,0,10
ITA-Serie A,2122,Hellas Verona,Daniel Bessa,ITA,MF,28,1993,8.5,479,453,24,12,0,2,17,3,8,3,4,0,383,2,11
ITA-Serie A,2122,Hellas Verona,Darko Lazović,SRB,DF,30,1990,30.7,1540,1266,261,9,0,2,94,246,6,3,0,0,1077,13,50
ITA-Serie A,2122,Hellas Verona,Davide Faraoni,ITA,DF,29,1991,28.6,1359,1058,289,13,3,16,82,276,0,0,0,0,923,12,33
ITA-Serie A,2122,Hellas Verona,Diego Coppola,ITA,DF,17,2003,2.8,98,98,0,0,0,0,0,0,0,0,0,0,77,0,0
ITA-Serie A,2122,Hellas Verona,Fabio Depaoli,ITA,DF,24,1997,7.8,283,217,64,1,2,2,32,63,0,0,0,0,174,2,13
ITA-Serie A,2122,Hellas Verona,Federico Ceccherini,ITA,DF,29,1992,26.2,1216,1157,55,37,2,8,5,18,0,0,0,0,954,4,13
ITA-Serie A,2122,Hellas Verona,Filippo Terracciano,ITA,DF,18,2003,0.1,5,3,2,0,0,0,0,2,0,0,0,0,3,0,0
ITA-Serie A,2122,Hellas Verona,Giangiacomo Magnani,ITA,DF,25,1995,5.9,229,223,5,3,0,1,2,0,0,0,0,0,174,1,2
ITA-Serie A,2122,Hellas Verona,Gianluca Caprari,ITA,"MF,FW",28,1993,30.4,1283,1155,116,19,12,7,108,12,72,32,17,0,960,12,35
ITA-Serie A,2122,Hellas Verona,Gianluca Frabotta,ITA,"DF,MF",22,1999,0.2,10,10,0,0,0,0,3,0,0,0,0,0,4,0,0
ITA-Serie A,2122,Hellas Verona,Giovanni Simeone,ARG,FW,26,1995,29.5,679,628,49,0,4,5,26,0,0,0,0,0,465,2,36
ITA-Serie A,2122,Hellas Verona,Ivan Ilić,SRB,MF,20,2001,28.1,1366,1271,91,61,0,10,40,9,21,9,7,0,1102,4,10
ITA-Serie A,2122,Hellas Verona,Ivor Pandur,CRO,GK,21,2000,3.0,68,50,18,3,0,0,0,0,0,0,0,0,52,0,0
ITA-Serie A,2122,Hellas Verona,Kevin Lasagna,ITA,"MF,FW",28,1992,13.2,273,254,15,0,1,5,10,2,0,0,0,0,179,4,17
ITA-Serie A,2122,Hellas Verona,Koray Günter,GER,DF,26,1994,26.8,1288,1213,70,43,0,8,0,1,0,0,0,0,1035,5,9
ITA-Serie A,2122,Hellas Verona,Lorenzo Montipò,ITA,GK,25,1996,34.0,973,648,316,85,0,3,0,0,0,0,0,0,539,9,0
ITA-Serie A,2122,Hellas Verona,Martin Hongla,CMR,MF,23,1998,7.2,303,297,4,3,0,5,4,1,0,0,0,0,229,2,4
ITA-Serie A,2122,Hellas Verona,Mateusz Praszelik,POL,MF,20,2000,0.3,11,11,0,0,0,0,0,0,0,0,0,0,9,0,0
ITA-Serie A,2122,Hellas Verona,Matteo Cancellieri,ITA,"MF,DF",19,2002,2.5,70,62,8,1,1,0,8,7,0,0,0,0,46,0,5
ITA-Serie A,2122,Hellas Verona,Mattia Zaccagni,ITA,MF,26,1995,2.0,70,57,13,2,1,0,10,0,9,4,2,0,56,0,2
ITA-Serie A,2122,Hellas Verona,Miguel Veloso,POR,MF,35,1986,14.9,922,800,118,58,3,6,74,10,50,24,13,0,725,4,12
ITA-Serie A,2122,Hellas Verona,Nicolò Casale,ITA,DF,23,1998,28.7,1195,1111,80,51,1,2,15,29,0,0,0,0,957,4,15
ITA-Serie A,2122,Hellas Verona,Nikola Kalinić,CRO,FW,33,1988,4.5,104,88,15,1,1,0,1,2,0,0,0,0,85,1,3
ITA-Serie A,2122,Hellas Verona,Panagiotis Retsos,GRE,DF,22,1998,0.6,22,19,3,1,0,0,1,2,0,0,0,0,14,0,0
ITA-Serie A,2122,Hellas Verona,Paweł Dawidowicz,POL,DF,26,1995,13.3,600,578,19,12,0,1,6,7,0,0,0,0,511,3,8
ITA-Serie A,2122,Hellas Verona,Samuel Di Carmine,ITA,FW,32,1988,0.4,5,4,1,0,0,0,0,0,0,0,0,0,5,0,0
ITA-Serie A,2122,Hellas Verona,Yıldırım Mert Çetin,TUR,MF,24,1997,0.5,33,22,11,0,0,0,1,11,0,0,0,0,23,0,2
ITA-Serie A,2122,Inter,Aleksandar Kolarov,SRB,DF,35,1985,0.5,38,36,2,2,0,0,0,0,0,0,0,0,31,0,0
ITA-Serie A,2122,Inter,Alessandro Bastoni,ITA,DF,22,1999,25.7,1810,1684,120,58,2,29,29,30,2,0,0,0,1599,6,25
ITA-Serie A,2122,Inter,Alexis Sánchez,CHI,FW,32,1988,9.8,456,420,33,10,5,8,35,0,19,8,5,0,348,3,9
ITA-Serie A,2122,Inter,Andrea Ranocchia,ITA,DF,33,1988,3.8,198,188,10,9,0,1,0,0,0,0,0,0,182,0,0
ITA-Serie A,2122,Inter,Arturo Vidal,CHI,MF,34,1987,8.2,575,563,12,6,4,7,4,4,2,0,0,0,498,0,8
ITA-Serie A,2122,Inter,Danilo D'Ambrosio,ITA,DF,32,1988,11.1,736,711,25,18,1,5,7,7,0,0,0,0,642,0,10
ITA-Serie A,2122,Inter,Denzel Dumfries,NED,DF,25,1996,22.5,860,712,143,2,0,2,36,141,0,0,0,0,630,5,30
ITA-Serie A,2122,Inter,Edin Džeko,BIH,FW,35,1986,27.4,804,774,29,1,2,11,35,2,0,0,0,0,568,1,28
ITA-Serie A,2122,Inter,Federico Dimarco,ITA,DF,23,1997,15.9,1216,1027,187,36,0,14,151,60,74,16,47,0,1000,2,20
ITA-Serie A,2122,Inter,Felipe Caicedo,ECU,"FW,DF",32,1988,0.3,8,8,0,0,0,0,0,0,0,0,0,0,3,0,1
ITA-Serie A,2122,Inter,Hakan Çalhanoğlu,TUR,MF,27,1994,27.6,1823,1608,209,49,7,30,196,7,147,46,86,2,1480,6,23
ITA-Serie A,2122,Inter,Ionuț Radu,ROU,GK,24,1997,1.0,23,19,4,0,0,1,0,0,0,0,0,0,19,0,0
ITA-Serie A,2122,Inter,Ivan Perišić,CRO,DF,32,1989,31.3,1510,1307,196,6,2,17,150,189,1,0,1,0,1079,7,51
ITA-Serie A,2122,Inter,Joaquín Correa,ARG,FW,26,1994,11.4,344,335,7,3,1,1,1,1,1,0,0,0,280,2,6
ITA-Serie A,2122,Inter,Lautaro Martínez,ARG,FW,23,1997,25.4,510,473,35,1,3,1,15,3,0,0,0,0,371,2,17
ITA-Serie A,2122,Inter,Marcelo Brozović,CRO,MF,28,1992,32.6,2608,2484,121,108,6,36,23,7,5,3,2,0,2401,3,16
ITA-Serie A,2122,Inter,Martin Satriano,URU,"FW,MF",20,2001,0.4,11,11,0,0,0,0,0,0,0,0,0,0,8,0,0
ITA-Serie A,2122,Inter,Matteo Darmian,ITA,DF,31,1989,16.7,671,545,123,3,2,1,37,120,0,0,0,0,534,3,22
ITA-Serie A,2122,Inter,Mattia Zanotti,ITA,DF,18,2003,0.1,12,10,2,0,0,0,0,2,0,0,0,0,12,0,0
ITA-Serie A,2122,Inter,Matías Vecino,URU,MF,29,1991,4.2,206,198,6,4,4,2,5,2,0,0,0,0,152,2,5
ITA-Serie A,2122,Inter,Milan Škriniar,SVK,DF,26,1995,35.0,2134,2051,82,49,3,17,3,30,0,0,0,0,1982,1,6
ITA-Serie A,2122,Inter,Nicolò Barella,ITA,MF,24,1997,32.4,1876,1836,31,17,11,15,66,14,0,0,0,0,1554,9,44
ITA-Serie A,2122,Inter,Roberto Gagliardini,ITA,MF,27,1994,7.2,336,330,5,3,1,2,5,2,0,0,0,0,285,1,7
ITA-Serie A,2122,Inter,Robin Gosens,GER,DF,27,1994,1.9,107,97,9,0,0,0,7,9,0,0,0,0,83,1,3
ITA-Serie A,2122,Inter,Samir Handanović,SVN,GK,37,1984,37.0,1260,1081,179,37,0,1,0,0,0,0,0,0,1074,0,1
ITA-Serie A,2122,Inter,Stefan de Vrij,NED,DF,29,1992,26.8,1571,1517,52,25,0,3,2,0,0,0,0,0,1439,2,6
ITA-Serie A,2122,Inter,Stefano Sensi,ITA,"MF,FW",25,1995,1.9,129,126,2,1,0,3,2,0,1,0,0,0,113,1,1
ITA-Serie A,2122,Juventus,Aaron Ramsey,WAL,MF,30,1990,1.1,66,64,2,2,0,0,0,0,0,0,0,0,59,0,0
ITA-Serie A,2122,Juventus,Adrien Rabiot,FRA,MF,26,1995,25.4,1053,1025,27,18,0,3,25,9,0,0,0,0,862,1,23
ITA-Serie A,2122,Juventus,Alex Sandro,BRA,DF,30,1991,19.8,1096,960,132,21,0,8,35,109,0,0,0,0,918,4,15
ITA-Serie A,2122,Juventus,Arthur Melo,BRA,MF,24,1996,10.7,700,666,33,32,2,4,1,1,0,0,0,0,626,1,16
ITA-Serie A,2122,Juventus,Carlo Pinsoglio,ITA,GK,31,1990,0.5,11,10,1,0,0,0,0,0,0,0,0,0,10,0,0
ITA-Serie A,2122,Juventus,Cristiano Ronaldo,POR,FW,36,1985,0.3,13,13,0,0,0,0,0,0,0,0,0,0,8,0,2
ITA-Serie A,2122,Juventus,Daniele Rugani,ITA,DF,27,1994,9.8,547,528,18,12,0,4,0,1,0,0,0,0,497,1,4
ITA-Serie A,2122,Juventus,Danilo,BRA,"DF,MF",30,1991,21.0,1480,1288,184,41,2,5,13,142,0,0,0,0,1270,8,15
ITA-Serie A,2122,Juventus,Dejan Kulusevski,SWE,"FW,MF",21,2000,8.6,243,238,4,0,1,1,8,3,0,0,0,0,194,1,8
ITA-Serie A,2122,Juventus,Denis Zakaria,SUI,MF,24,1996,6.6,168,167,0,0,0,0,5,0,0,0,0,0,129,1,12
ITA-Serie A,2122,Juventus,Dušan Vlahović,SRB,FW,21,2000,12.0,231,219,11,1,1,1,8,1,0,0,0,0,154,1,13
ITA-Serie A,2122,Juventus,Fabio Miretti,ITA,MF,17,2003,3.6,145,132,12,5,0,1,6,1,6,2,3,0,117,1,1
ITA-Serie A,2122,Juventus,Federico Bernardeschi,ITA,"MF,FW",27,1994,16.4,592,537,52,14,4,11,51,12,26,7,9,1,452,3,17
ITA-Serie A,2122,Juventus,Federico Chiesa,ITA,"MF,FW",23,1997,9.6,288,250,35,1,0,2,32,14,18,10,4,0,218,3,7
ITA-Serie A,2122,Juventus,Giorgio Chiellini,ITA,DF,36,1984,15.0,949,892,51,29,0,6,1,11,0,0,0,0,783,6,5
ITA-Serie A,2122,Juventus,Juan Cuadrado,COL,"DF,MF",33,1988,27.6,1877,1648,224,57,1,31,134,112,55,26,22,1,1585,5,16
ITA-Serie A,2122,Juventus,Kaio Jorge,BRA,"MF,FW",19,2002,1.3,39,38,1,0,0,0,1,0,0,0,0,0,29,0,1
ITA-Serie A,2122,Juventus,Leonardo Bonucci,ITA,DF,34,1987,22.3,1317,1199,108,80,2,24,3,2,0,0,0,0,1136,10,5
ITA-Serie A,2122,Juventus,Luca Pellegrini,ITA,DF,22,1999,12.3,682,564,118,10,1,5,54,93,15,8,6,0,521,0,14
ITA-Serie A,2122,Juventus,Manuel Locatelli,ITA,MF,23,1998,24.0,1435,1371,58,54,6,22,8,2,0,0,0,0,1221,6,16
ITA-Serie A,2122,Juventus,Marley Aké,FRA,"FW,MF",20,2001,0.9,16,16,0,0,0,0,1,0,0,0,0,0,12,0,1
ITA-Serie A,2122,Juventus,Martin Palumbo,NOR,FW,19,2002,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
ITA-Serie A,2122,Juventus,Matthijs de Ligt,NED,DF,21,1999,29.7,1704,1643,58,34,1,12,4,9,0,0,0,0,1510,3,6
ITA-Serie A,2122,Juventus,Mattia De Sciglio,ITA,DF,28,1992,13.0,681,562,115,13,1,8,52,93,9,7,2,0,541,4,16
ITA-Serie A,2122,Juventus,Mattia Perin,ITA,GK,28,1992,4.5,135,99,35,9,0,1,0,0,0,0,0,0,111,1,0
ITA-Serie A,2122,Juventus,Matìas Soulé,ARG,FW,18,2003,0.1,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0
ITA-Serie A,2122,Juventus,Moise Kean,ITA,FW,21,2000,12.2,228,220,8,1,0,3,6,1,0,0,0,0,174,0,3
ITA-Serie A,2122,Juventus,Paulo Dybala,ARG,"FW,MF",27,1993,22.9,1137,1010,120,29,9,25,66,10,40,12,20,0,912,7,27
ITA-Serie A,2122,Juventus,Rodrigo Bentancur,URU,MF,24,1997,12.8,758,746,11,10,2,2,4,1,0,0,0,0,659,1,11
ITA-Serie A,2122,Juventus,Weston McKennie,USA,MF,22,1998,15.2,565,529,34,2,2,2,12,32,0,0,0,0,424,2,20
ITA-Serie A,2122,Juventus,Wojciech Szczęsny,POL,GK,31,1990,33.0,1011,781,227,55,0,4,0,0,0,0,0,0,830,3,3
ITA-Serie A,2122,Juventus,Álvaro Morata,ESP,FW,28,1992,25.6,659,641,17,3,6,8,20,3,0,0,0,0,489,1,20
ITA-Serie A,2122,Lazio,Adam Marušić,MNE,DF,28,1992,30.2,1887,1645,239,33,0,4,29,206,0,0,0,0,1650,3,17
ITA-Serie A,2122,Lazio,Anderson Lima,BRA,MF,21,1999,0.7,31,30,0,0,0,0,1,0,0,0,0,0,24,1,0
ITA-Serie A,2122,Lazio,Ciro Immobile,ITA,FW,31,1990,30.1,884,854,28,0,3,3,13,5,1,0,0,0,681,2,29
ITA-Serie A,2122,Lazio,Danilo Cataldi,ITA,MF,26,1994,19.0,1401,1294,103,51,6,10,66,1,51,19,27,0,1201,4,11
ITA-Serie A,2122,Lazio,Denis Vavro,SVK,DF,25,1996,0.1,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0
ITA-Serie A,2122,Lazio,Dimitrije Kamenović,SRB,DF,21,2000,0.5,20,18,2,2,0,0,0,0,0,0,0,0,15,0,0
ITA-Serie A,2122,Lazio,Elseid Hysaj,ALB,DF,27,1994,22.5,1412,1254,157,14,2,8,26,143,0,0,0,0,1216,1,27
ITA-Serie A,2122,Lazio,Felipe Anderson,BRA,FW,28,1993,32.1,1436,1342,90,6,5,6,86,32,13,8,3,0,1118,4,36
ITA-Serie A,2122,Lazio,Francesco Acerbi,ITA,DF,33,1988,28.2,2043,1955,87,77,1,34,3,1,0,0,0,0,1837,1,6
ITA-Serie A,2122,Lazio,Gonzalo Escalante,ARG,MF,28,1993,0.1,5,4,1,1,0,0,0,0,0,0,0,0,4,0,0
ITA-Serie A,2122,Lazio,Jean-Daniel Akpa-Akpro,CIV,MF,28,1992,3.5,106,106,0,0,0,0,0,0,0,0,0,0,89,0,8
ITA-Serie A,2122,Lazio,Jovane Cabral,CPV,FW,23,1998,2.1,37,36,1,1,0,0,2,0,0,0,0,0,31,0,1
ITA-Serie A,2122,Lazio,Lucas Leiva,BRA,MF,34,1987,18.9,1235,1194,37,36,0,2,4,0,1,0,1,0,1131,4,12
ITA-Serie A,2122,Lazio,Luis Alberto,ESP,MF,28,1992,26.1,1970,1751,211,82,18,9,143,12,104,47,40,0,1626,8,29
ITA-Serie A,2122,Lazio,Luiz Felipe,ITA,DF,24,1997,27.7,1825,1757,65,51,1,11,2,11,0,0,0,0,1668,3,10
ITA-Serie A,2122,Lazio,Luka Romero,ARG,FW,16,2004,0.9,37,33,4,1,0,0,1,1,2,0,0,0,35,0,0
ITA-Serie A,2122,Lazio,Manuel Lazzari,ITA,DF,27,1993,18.5,1014,836,178,18,1,1,56,160,0,0,0,0,859,0,18
ITA-Serie A,2122,Lazio,Mattia Zaccagni,ITA,FW,26,1995,20.8,740,716,23,4,1,7,41,16,3,0,0,0,592,1,20
ITA-Serie A,2122,Lazio,Patric,ESP,DF,28,1993,18.3,1452,1402,50,37,1,14,1,11,0,0,0,0,1353,0,1
ITA-Serie A,2122,Lazio,Pedro,ESP,FW,34,1987,22.6,936,907,27,3,3,9,31,13,1,0,0,0,785,2,14
ITA-Serie A,2122,Lazio,Pepe Reina,ESP,GK,38,1982,15.0,528,398,130,30,0,1,0,1,0,0,0,0,433,0,0
ITA-Serie A,2122,Lazio,Raúl Moro,ESP,FW,18,2002,2.2,87,82,5,1,0,0,2,3,0,0,0,0,75,0,1
ITA-Serie A,2122,Lazio,Sergej Milinković-Savić,SRB,MF,26,1995,34.4,2367,2318,40,28,12,15,45,12,0,0,0,0,1893,9,45
ITA-Serie A,2122,Lazio,Thomas Strakosha,ALB,GK,26,1995,23.0,737,583,154,35,0,2,0,0,0,0,0,0,614,0,1
ITA-Serie A,2122,Lazio,Toma Bašić,CRO,MF,24,1996,10.9,451,436,14,6,0,1,15,0,0,0,0,0,386,1,5
ITA-Serie A,2122,Lazio,Vedat Muriqi,KVX,FW,27,1994,2.4,64,62,2,0,0,0,0,0,0,0,0,0,42,0,1
ITA-Serie A,2122,Lazio,Ștefan Radu,ROU,DF,34,1986,6.2,330,291,39,3,0,0,7,35,0,0,0,0,268,0,4
ITA-Serie A,2122,Milan,Alessandro Florenzi,ITA,"DF,FW",30,1991,12.8,812,686,121,23,4,11,56,79,19,9,5,0,646,5,17
ITA-Serie A,2122,Milan,Alessio Romagnoli,ITA,DF,26,1995,15.7,999,947,51,34,1,1,1,2,0,0,0,0,893,1,5
ITA-Serie A,2122,Milan,Alexis Saelemaekers,BEL,FW,22,1999,20.7,869,840,28,6,2,1,63,11,10,0,2,0,681,1,26
ITA-Serie A,2122,Milan,Andrea Conti,ITA,DF,27,1994,0.1,6,5,1,0,0,0,0,1,0,0,0,0,4,0,0
ITA-Serie A,2122,Milan,Ante Rebić,CRO,FW,27,1993,9.9,299,291,6,0,1,4,28,4,0,0,0,0,182,2,12
ITA-Serie A,2122,Milan,Brahim Díaz,MAR,MF,21,1999,20.6,721,674,37,5,5,2,11,1,3,0,0,0,605,10,11
ITA-Serie A,2122,Milan,Ciprian Tătărușanu,ROU,GK,35,1986,6.0,204,160,44,8,0,1,0,0,0,0,0,0,160,0,0
ITA-Serie A,2122,Milan,Daniel Maldini,ITA,MF,19,2001,1.6,48,45,2,1,0,0,1,0,0,0,0,0,33,1,1
ITA-Serie A,2122,Milan,Davide Calabria,ITA,DF,24,1996,23.5,1271,1059,207,20,1,4,53,177,10,0,9,0,958,5,25
ITA-Serie A,2122,Milan,Fikayo Tomori,ENG,DF,23,1997,30.2,1742,1638,97,54,1,10,3,6,0,0,0,0,1524,7,10
ITA-Serie A,2122,Milan,Fodé Ballo-Touré,SEN,DF,24,1997,5.0,272,234,37,6,0,0,18,31,0,0,0,0,230,1,4
ITA-Serie A,2122,Milan,Franck Kessié,CIV,MF,24,1996,25.6,1342,1284,52,41,2,9,12,7,0,0,0,0,1174,6,15
ITA-Serie A,2122,Milan,Ismaël Bennacer,ALG,MF,23,1997,16.9,1102,1037,61,41,4,12,24,5,15,4,5,0,950,4,9
ITA-Serie A,2122,Milan,Junior Messias,BRA,"FW,MF",30,1991,15.9,544,507,35,7,1,4,52,9,19,15,1,0,364,2,14
ITA-Serie A,2122,Milan,Luca Stanga,ITA,DF,19,2002,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
ITA-Serie A,2122,Milan,Matteo Gabbia,ITA,DF,21,1999,6.0,437,417,19,11,0,1,0,0,0,0,0,0,377,1,1
ITA-Serie A,2122,Milan,Mike Maignan,FRA,GK,26,1995,32.0,1154,940,213,64,0,3,0,0,0,0,0,0,913,1,0
ITA-Serie A,2122,Milan,Olivier Giroud,FRA,FW,34,1986,21.0,480,463,14,0,3,1,4,1,0,0,0,0,321,3,11
ITA-Serie A,2122,Milan,Pierre Kalulu,FRA,DF,21,2000,21.6,1160,1073,83,35,0,0,22,46,0,0,0,0,1020,4,10
ITA-Serie A,2122,Milan,Pietro Pellegri,ITA,FW,20,2001,1.5,19,17,2,0,0,0,0,0,0,0,0,0,12,0,1
ITA-Serie A,2122,Milan,Rade Krunić,BIH,"MF,FW",27,1993,15.7,562,540,19,8,3,2,11,3,4,0,1,0,466,3,8
ITA-Serie A,2122,Milan,Rafael Leão,POR,FW,22,1999,28.9,787,759,21,3,4,9,63,14,2,0,0,0,555,7,38
ITA-Serie A,2122,Milan,Samu Castillejo,ESP,"FW,MF",26,1995,1.4,65,61,4,0,0,1,8,2,2,2,0,0,54,0,2
ITA-Serie A,2122,Milan,Sandro Tonali,ITA,MF,21,2000,28.9,1487,1299,188,107,4,19,108,11,69,29,25,0,1214,0,21
ITA-Serie A,2122,Milan,Simon Kjær,DEN,DF,32,1989,8.9,463,440,17,17,2,5,1,0,0,0,0,0,404,6,4
ITA-Serie A,2122,Milan,Theo Hernández,FRA,DF,23,1997,30.1,1741,1383,354,71,4,18,126,241,42,2,38,0,1404,4,34
ITA-Serie A,2122,Milan,Tiemoué Bakayoko,FRA,MF,26,1994,5.6,304,303,1,1,0,2,1,0,0,0,0,0,269,0,3
ITA-Serie A,2122,Milan,Zlatan Ibrahimović,SWE,FW,39,1981,11.3,428,408,14,1,3,2,6,2,0,0,0,0,304,6,15
ITA-Serie A,2122,Napoli,Adam Ounas,ALG,"MF,FW",24,1996,3.6,204,191,13,3,2,5,16,1,9,5,0,0,158,0,4
ITA-Serie A,2122,Napoli,Alessandro Zanoli,ITA,DF,20,2000,5.1,286,246,40,3,1,1,4,36,1,0,0,0,231,0,11
ITA-Serie A,2122,Napoli,Alex Meret,ITA,GK,24,1997,6.9,197,149,47,11,0,0,0,0,0,0,0,0,176,1,1
ITA-Serie A,2122,Napoli,Amir Rrahmani,KVX,DF,27,1994,32.5,2015,1906,107,61,0,15,0,5,0,0,0,0,1835,2,4
ITA-Serie A,2122,Napoli,Andre-Frank Zambo Anguissa,CMR,MF,25,1995,21.4,1216,1187,25,17,1,3,9,0,0,0,0,0,1086,4,23
ITA-Serie A,2122,Napoli,Andrea Petagna,ITA,FW,26,1995,6.5,162,154,8,0,0,3,3,0,0,0,0,0,114,0,6
ITA-Serie A,2122,Napoli,Axel Tuanzebe,COD,DF,23,1997,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
ITA-Serie A,2122,Napoli,David Ospina,COL,GK,32,1988,31.0,979,785,192,57,0,1,0,0,0,0,0,0,816,2,2
ITA-Serie A,2122,Napoli,Davide Marfella,ITA,GK,21,1999,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ITA-Serie A,2122,Napoli,Diego Demme,GER,MF,29,1991,7.7,596,589,7,6,1,3,7,1,0,0,0,0,539,0,3
ITA-Serie A,2122,Napoli,Dries Mertens,BEL,"FW,MF",34,1987,15.4,548,523,21,0,6,9,22,2,12,3,5,0,400,4,14
ITA-Serie A,2122,Napoli,Elif Elmas,MKD,"FW,MF",21,1999,18.0,817,784,28,5,3,2,10,7,9,4,1,0,705,5,17
ITA-Serie A,2122,Napoli,Fabián Ruiz Peña,ESP,MF,25,1996,26.5,2196,2143,48,47,2,37,17,1,0,0,0,0,1969,5,26
ITA-Serie A,2122,Napoli,Faouzi Ghoulam,ALG,DF,30,1991,3.7,280,243,37,10,0,0,26,18,9,5,4,0,229,0,5
ITA-Serie A,2122,Napoli,Gianluca Gaetano,ITA,MF,21,2000,0.2,12,12,0,0,0,0,0,0,0,0,0,0,9,0,0
